"date","true","true_lag","model","lag","startdt","enddt","h","pred","forecastdate"
2015-04-01,-0.117059876024648,339.784295186006,"LASSO",0,1996-01-01,2014-04-01,3,0.00387382703194926,2014-07-01
2015-07-01,-0.146551896162042,382.933770855294,"LASSO",0,1996-01-01,2014-04-01,4,0.00430555710543478,2014-07-01
2015-10-01,-0.1179975823959,599.153999604791,"LASSO",0,1996-01-01,2014-04-01,5,0.0213898243045816,2014-07-01
2016-01-01,-0.0990419548744283,239.585043109993,"LASSO",0,1996-01-01,2014-04-01,6,0.0749598133700059,2014-07-01
2016-04-01,-0.00865417594314087,302.248979857756,"LASSO",0,1996-01-01,2014-04-01,7,0.00902818758494744,2014-07-01
2016-07-01,0.0165646440487679,330.732587470375,"LASSO",0,1996-01-01,2014-04-01,8,0.0261517683616993,2014-07-01
2014-10-01,0.0329969924040047,579.706341269475,"LASSO",0,1996-01-01,2014-07-01,0,0.0329969924040047,2014-10-01
2015-01-01,-0.0460400225763185,250.873408287695,"LASSO",0,1996-01-01,2014-07-01,1,-0.0288226094771151,2014-10-01
2015-04-01,-0.117059876024648,339.784295186006,"LASSO",0,1996-01-01,2014-07-01,2,-0.0108921213984679,2014-10-01
2015-07-01,-0.146551896162042,382.933770855294,"LASSO",0,1996-01-01,2014-07-01,3,-0.0217994954089442,2014-10-01
2015-10-01,-0.1179975823959,599.153999604791,"LASSO",0,1996-01-01,2014-07-01,4,0.0199691562829878,2014-10-01
2016-01-01,-0.0990419548744283,239.585043109993,"LASSO",0,1996-01-01,2014-07-01,5,0.0604019317926041,2014-10-01
2016-04-01,-0.00865417594314087,302.248979857756,"LASSO",0,1996-01-01,2014-07-01,6,0.0568161707270823,2014-10-01
2016-07-01,0.0165646440487679,330.732587470375,"LASSO",0,1996-01-01,2014-07-01,7,0.0719670028373564,2014-10-01
2016-10-01,0.0618584885869385,532.467081650081,"LASSO",0,1996-01-01,2014-07-01,8,0.0313195609558173,2014-10-01
2015-01-01,-0.0460400225763185,250.873408287695,"LASSO",0,1996-01-01,2014-10-01,0,-0.0460400225763185,2015-01-01
2015-04-01,-0.117059876024648,339.784295186006,"LASSO",0,1996-01-01,2014-10-01,1,-0.0437375401023506,2015-01-01
2015-07-01,-0.146551896162042,382.933770855294,"LASSO",0,1996-01-01,2014-10-01,2,-0.00297292788863034,2015-01-01
2015-10-01,-0.1179975823959,599.153999604791,"LASSO",0,1996-01-01,2014-10-01,3,0.00303170964044517,2015-01-01
2016-01-01,-0.0990419548744283,239.585043109993,"LASSO",0,1996-01-01,2014-10-01,4,0.0143009951408034,2015-01-01
2016-04-01,-0.00865417594314087,302.248979857756,"LASSO",0,1996-01-01,2014-10-01,5,0.0244766739294614,2015-01-01
2016-07-01,0.0165646440487679,330.732587470375,"LASSO",0,1996-01-01,2014-10-01,6,0.0503540147052202,2015-01-01
2016-10-01,0.0618584885869385,532.467081650081,"LASSO",0,1996-01-01,2014-10-01,7,-0.0416540376056953,2015-01-01
2017-01-01,0.113658460895853,216.993301630682,"LASSO",0,1996-01-01,2014-10-01,8,0.017058049085184,2015-01-01
2015-04-01,-0.117059876024648,339.784295186006,"LASSO",0,1996-01-01,2015-01-01,0,-0.117059876024648,2015-04-01
2015-07-01,-0.146551896162042,382.933770855294,"LASSO",0,1996-01-01,2015-01-01,1,-0.101487038999208,2015-04-01
2015-10-01,-0.1179975823959,599.153999604791,"LASSO",0,1996-01-01,2015-01-01,2,-0.0517871058836928,2015-04-01
2016-01-01,-0.0990419548744283,239.585043109993,"LASSO",0,1996-01-01,2015-01-01,3,0.00204616336278879,2015-04-01
2016-04-01,-0.00865417594314087,302.248979857756,"LASSO",0,1996-01-01,2015-01-01,4,0.0162125914133592,2015-04-01
2016-07-01,0.0165646440487679,330.732587470375,"LASSO",0,1996-01-01,2015-01-01,5,0.0293442896662077,2015-04-01
2016-10-01,0.0618584885869385,532.467081650081,"LASSO",0,1996-01-01,2015-01-01,6,0.110066222934133,2015-04-01
2017-01-01,0.113658460895853,216.993301630682,"LASSO",0,1996-01-01,2015-01-01,7,0.146939433580624,2015-04-01
2017-04-01,0.0910817665046072,299.644549859975,"LASSO",0,1996-01-01,2015-01-01,8,0.168243382638038,2015-04-01
2015-07-01,-0.146551896162042,382.933770855294,"LASSO",0,1996-01-01,2015-04-01,0,-0.146551896162042,2015-07-01
2015-10-01,-0.1179975823959,599.153999604791,"LASSO",0,1996-01-01,2015-04-01,1,-0.0951028999919256,2015-07-01
2016-01-01,-0.0990419548744283,239.585043109993,"LASSO",0,1996-01-01,2015-04-01,2,-0.0675763330157661,2015-07-01
2016-04-01,-0.00865417594314087,302.248979857756,"LASSO",0,1996-01-01,2015-04-01,3,-0.0430525780100951,2015-07-01
2016-07-01,0.0165646440487679,330.732587470375,"LASSO",0,1996-01-01,2015-04-01,4,-0.00822502185113002,2015-07-01
2016-10-01,0.0618584885869385,532.467081650081,"LASSO",0,1996-01-01,2015-04-01,5,0.012357419519742,2015-07-01
2017-01-01,0.113658460895853,216.993301630682,"LASSO",0,1996-01-01,2015-04-01,6,0.0813649850443266,2015-07-01
2017-04-01,0.0910817665046072,299.644549859975,"LASSO",0,1996-01-01,2015-04-01,7,0.125465578490235,2015-07-01
2017-07-01,0.0485977604995622,336.256681067974,"LASSO",0,1996-01-01,2015-04-01,8,0.116769686627503,2015-07-01
2015-10-01,-0.1179975823959,599.153999604791,"LASSO",0,1996-01-01,2015-07-01,0,-0.1179975823959,2015-10-01
2016-01-01,-0.0990419548744283,239.585043109993,"LASSO",0,1996-01-01,2015-07-01,1,-0.0900368986406043,2015-10-01
2016-04-01,-0.00865417594314087,302.248979857756,"LASSO",0,1996-01-01,2015-07-01,2,-0.0595333364722292,2015-10-01
2016-07-01,0.0165646440487679,330.732587470375,"LASSO",0,1996-01-01,2015-07-01,3,-0.0238909249963929,2015-10-01
2016-10-01,0.0618584885869385,532.467081650081,"LASSO",0,1996-01-01,2015-07-01,4,-0.00229965258837202,2015-10-01
2017-01-01,0.113658460895853,216.993301630682,"LASSO",0,1996-01-01,2015-07-01,5,0.0146037820106561,2015-10-01
2017-04-01,0.0910817665046072,299.644549859975,"LASSO",0,1996-01-01,2015-07-01,6,0.0811952869536258,2015-10-01
2017-07-01,0.0485977604995622,336.256681067974,"LASSO",0,1996-01-01,2015-07-01,7,0.0666360323620296,2015-10-01
2017-10-01,0.00452136516727653,566.444760612486,"LASSO",0,1996-01-01,2015-07-01,8,0.0731080643178658,2015-10-01
2016-01-01,-0.0990419548744283,239.585043109993,"LASSO",0,1996-01-01,2015-10-01,0,-0.0990419548744283,2016-01-01
2016-04-01,-0.00865417594314087,302.248979857756,"LASSO",0,1996-01-01,2015-10-01,1,-0.0375170047194548,2016-01-01
2016-07-01,0.0165646440487679,330.732587470375,"LASSO",0,1996-01-01,2015-10-01,2,-0.0478613448301503,2016-01-01
2016-10-01,0.0618584885869385,532.467081650081,"LASSO",0,1996-01-01,2015-10-01,3,-0.00881552799114208,2016-01-01
2017-01-01,0.113658460895853,216.993301630682,"LASSO",0,1996-01-01,2015-10-01,4,0.0251337475396613,2016-01-01
2017-04-01,0.0910817665046072,299.644549859975,"LASSO",0,1996-01-01,2015-10-01,5,0.0309898818446526,2016-01-01
2017-07-01,0.0485977604995622,336.256681067974,"LASSO",0,1996-01-01,2015-10-01,6,0.0764608283392008,2016-01-01
2017-10-01,0.00452136516727653,566.444760612486,"LASSO",0,1996-01-01,2015-10-01,7,0.0607913901228111,2016-01-01
2018-01-01,0.0345003041896574,243.112657228025,"LASSO",0,1996-01-01,2015-10-01,8,0.0402436533271791,2016-01-01
2016-04-01,-0.00865417594314087,302.248979857756,"LASSO",0,1996-01-01,2016-01-01,0,-0.00865417594314087,2016-04-01
2016-07-01,0.0165646440487679,330.732587470375,"LASSO",0,1996-01-01,2016-01-01,1,0.00838241737072778,2016-04-01
2016-10-01,0.0618584885869385,532.467081650081,"LASSO",0,1996-01-01,2016-01-01,2,0.0158499278442062,2016-04-01
2017-01-01,0.113658460895853,216.993301630682,"LASSO",0,1996-01-01,2016-01-01,3,0.0377985971070523,2016-04-01
2017-04-01,0.0910817665046072,299.644549859975,"LASSO",0,1996-01-01,2016-01-01,4,0.0397218350872691,2016-04-01
2017-07-01,0.0485977604995622,336.256681067974,"LASSO",0,1996-01-01,2016-01-01,5,0.0486502225894448,2016-04-01
2017-10-01,0.00452136516727653,566.444760612486,"LASSO",0,1996-01-01,2016-01-01,6,0.0322726133041317,2016-04-01
2018-01-01,0.0345003041896574,243.112657228025,"LASSO",0,1996-01-01,2016-01-01,7,0.00151304282527414,2016-04-01
2018-04-01,0.0411713503646812,328.218224216033,"LASSO",0,1996-01-01,2016-01-01,8,-0.00498163345224248,2016-04-01
2016-07-01,0.0165646440487679,330.732587470375,"LASSO",0,1996-01-01,2016-04-01,0,0.0165646440487679,2016-07-01
2016-10-01,0.0618584885869385,532.467081650081,"LASSO",0,1996-01-01,2016-04-01,1,0.00323984993864032,2016-07-01
2017-01-01,0.113658460895853,216.993301630682,"LASSO",0,1996-01-01,2016-04-01,2,-0.0109096981181798,2016-07-01
2017-04-01,0.0910817665046072,299.644549859975,"LASSO",0,1996-01-01,2016-04-01,3,0.0256023744993521,2016-07-01
2017-07-01,0.0485977604995622,336.256681067974,"LASSO",0,1996-01-01,2016-04-01,4,0.0485910255542651,2016-07-01
2017-10-01,0.00452136516727653,566.444760612486,"LASSO",0,1996-01-01,2016-04-01,5,0.0374987994268298,2016-07-01
2018-01-01,0.0345003041896574,243.112657228025,"LASSO",0,1996-01-01,2016-04-01,6,0.00519363199625975,2016-07-01
2018-04-01,0.0411713503646812,328.218224216033,"LASSO",0,1996-01-01,2016-04-01,7,0.0220218013712264,2016-07-01
2018-07-01,0.0538478616651387,353.001589785696,"LASSO",0,1996-01-01,2016-04-01,8,0.0386595355274372,2016-07-01
2016-10-01,0.0618584885869385,532.467081650081,"LASSO",0,1996-01-01,2016-07-01,0,0.0618584885869385,2016-10-01
2017-01-01,0.113658460895853,216.993301630682,"LASSO",0,1996-01-01,2016-07-01,1,0.0296865449402663,2016-10-01
2017-04-01,0.0910817665046072,299.644549859975,"LASSO",0,1996-01-01,2016-07-01,2,0.0225051880535829,2016-10-01
2017-07-01,0.0485977604995622,336.256681067974,"LASSO",0,1996-01-01,2016-07-01,3,0.0377320919803872,2016-10-01
2017-10-01,0.00452136516727653,566.444760612486,"LASSO",0,1996-01-01,2016-07-01,4,0.0124457938238213,2016-10-01
2018-01-01,0.0345003041896574,243.112657228025,"LASSO",0,1996-01-01,2016-07-01,5,0.00815765083748414,2016-10-01
2018-04-01,0.0411713503646812,328.218224216033,"LASSO",0,1996-01-01,2016-07-01,6,-0.0333549505408151,2016-10-01
2018-07-01,0.0538478616651387,353.001589785696,"LASSO",0,1996-01-01,2016-07-01,7,-0.00862807729016283,2016-10-01
2018-10-01,0.00167379496214411,569.011662800501,"LASSO",0,1996-01-01,2016-07-01,8,0.0146215812530433,2016-10-01
2017-01-01,0.113658460895853,216.993301630682,"LASSO",0,1996-01-01,2016-10-01,0,0.113658460895853,2017-01-01
2017-04-01,0.0910817665046072,299.644549859975,"LASSO",0,1996-01-01,2016-10-01,1,0.0394767333081026,2017-01-01
2017-07-01,0.0485977604995622,336.256681067974,"LASSO",0,1996-01-01,2016-10-01,2,0.0158742917741565,2017-01-01
2017-10-01,0.00452136516727653,566.444760612486,"LASSO",0,1996-01-01,2016-10-01,3,0.0352898036659887,2017-01-01
2018-01-01,0.0345003041896574,243.112657228025,"LASSO",0,1996-01-01,2016-10-01,4,0.0120852678163122,2017-01-01
2018-04-01,0.0411713503646812,328.218224216033,"LASSO",0,1996-01-01,2016-10-01,5,0.000164163042699859,2017-01-01
2018-07-01,0.0538478616651387,353.001589785696,"LASSO",0,1996-01-01,2016-10-01,6,0.00481764845039974,2017-01-01
2018-10-01,0.00167379496214411,569.011662800501,"LASSO",0,1996-01-01,2016-10-01,7,0.0508529327823574,2017-01-01
2019-01-01,-0.0261992050556177,251.646481168881,"LASSO",0,1996-01-01,2016-10-01,8,0.0441917200678319,2017-01-01
2019-04-01,NA,342.013447086124,"LASSO",0,1996-01-01,2016-10-01,8,0.0530370488591558,2017-04-01
2019-07-01,NA,372.531061988077,"LASSO",0,1996-01-01,2016-10-01,8,0.0446864197900574,2017-07-01
2019-10-01,NA,569.964869168565,"LASSO",0,1996-01-01,2016-10-01,8,0.0731327922141797,2017-10-01
2020-01-01,NA,245.139158955405,"LASSO",0,1996-01-01,2016-10-01,8,0.0882493205588616,2018-01-01
2020-04-01,NA,NA,"LASSO",0,1996-01-01,2016-10-01,8,0.0156147564178329,2018-04-01
2020-07-01,NA,NA,"LASSO",0,1996-01-01,2016-10-01,8,-0.0113398922212255,2018-07-01
2020-10-01,NA,NA,"LASSO",0,1996-01-01,2016-10-01,8,0.0543005322526783,2018-10-01
2021-01-01,NA,NA,"LASSO",0,1996-01-01,2016-10-01,8,0.0127941936351774,2019-01-01
2017-04-01,0.0910817665046072,299.644549859975,"LASSO",0,1996-01-01,2017-01-01,0,0.0910817665046072,2017-04-01
2017-07-01,0.0485977604995622,336.256681067974,"LASSO",0,1996-01-01,2017-01-01,1,0.0213317301116778,2017-04-01
2017-10-01,0.00452136516727653,566.444760612486,"LASSO",0,1996-01-01,2017-01-01,2,-0.00831528849017223,2017-04-01
2018-01-01,0.0345003041896574,243.112657228025,"LASSO",0,1996-01-01,2017-01-01,3,-0.0005157713269026,2017-04-01
2018-04-01,0.0411713503646812,328.218224216033,"LASSO",0,1996-01-01,2017-01-01,4,0.0157868289058051,2017-04-01
2018-07-01,0.0538478616651387,353.001589785696,"LASSO",0,1996-01-01,2017-01-01,5,0.0022323189136198,2017-04-01
2018-10-01,0.00167379496214411,569.011662800501,"LASSO",0,1996-01-01,2017-01-01,6,0.0281030896560818,2017-04-01
2019-01-01,-0.0261992050556177,251.646481168881,"LASSO",0,1996-01-01,2017-01-01,7,0.0511244843884947,2017-04-01
2019-04-01,NA,342.013447086124,"LASSO",0,1996-01-01,2017-01-01,7,0.0714535884509576,2017-07-01
2019-07-01,NA,372.531061988077,"LASSO",0,1996-01-01,2017-01-01,7,0.0846380045030883,2017-10-01
2019-10-01,NA,569.964869168565,"LASSO",0,1996-01-01,2017-01-01,7,0.110171200814806,2018-01-01
2020-01-01,NA,245.139158955405,"LASSO",0,1996-01-01,2017-01-01,7,0.0361817718325638,2018-04-01
2020-04-01,NA,NA,"LASSO",0,1996-01-01,2017-01-01,7,-0.00233936818134885,2018-07-01
2020-07-01,NA,NA,"LASSO",0,1996-01-01,2017-01-01,7,0.0264937877704602,2018-10-01
2020-10-01,NA,NA,"LASSO",0,1996-01-01,2017-01-01,7,-0.0138162186132188,2019-01-01
2017-07-01,0.0485977604995622,336.256681067974,"LASSO",0,1996-01-01,2017-04-01,0,0.0485977604995622,2017-07-01
2017-10-01,0.00452136516727653,566.444760612486,"LASSO",0,1996-01-01,2017-04-01,1,0.0568105571396835,2017-07-01
2018-01-01,0.0345003041896574,243.112657228025,"LASSO",0,1996-01-01,2017-04-01,2,0.0395771289368358,2017-07-01
2018-04-01,0.0411713503646812,328.218224216033,"LASSO",0,1996-01-01,2017-04-01,3,0.0460452418755088,2017-07-01
2018-07-01,0.0538478616651387,353.001589785696,"LASSO",0,1996-01-01,2017-04-01,4,0.0200522269887558,2017-07-01
2018-10-01,0.00167379496214411,569.011662800501,"LASSO",0,1996-01-01,2017-04-01,5,0.0220928650399428,2017-07-01
2019-01-01,-0.0261992050556177,251.646481168881,"LASSO",0,1996-01-01,2017-04-01,6,0.0178312847900998,2017-07-01
2019-04-01,NA,342.013447086124,"LASSO",0,1996-01-01,2017-04-01,6,0.042799600304978,2017-10-01
2019-07-01,NA,372.531061988077,"LASSO",0,1996-01-01,2017-04-01,6,0.0788512950497322,2018-01-01
2019-10-01,NA,569.964869168565,"LASSO",0,1996-01-01,2017-04-01,6,0.0179143317573903,2018-04-01
2020-01-01,NA,245.139158955405,"LASSO",0,1996-01-01,2017-04-01,6,0.0173482613472683,2018-07-01
2020-04-01,NA,NA,"LASSO",0,1996-01-01,2017-04-01,6,0.0214551888301926,2018-10-01
2020-07-01,NA,NA,"LASSO",0,1996-01-01,2017-04-01,6,-0.018395620074751,2019-01-01
2017-10-01,0.00452136516727653,566.444760612486,"LASSO",0,1996-01-01,2017-07-01,0,0.00452136516727653,2017-10-01
2018-01-01,0.0345003041896574,243.112657228025,"LASSO",0,1996-01-01,2017-07-01,1,0.0215041854069437,2017-10-01
2018-04-01,0.0411713503646812,328.218224216033,"LASSO",0,1996-01-01,2017-07-01,2,0.0245316284083333,2017-10-01
2018-07-01,0.0538478616651387,353.001589785696,"LASSO",0,1996-01-01,2017-07-01,3,0.045276586934066,2017-10-01
2018-10-01,0.00167379496214411,569.011662800501,"LASSO",0,1996-01-01,2017-07-01,4,0.0380727846211593,2017-10-01
2019-01-01,-0.0261992050556177,251.646481168881,"LASSO",0,1996-01-01,2017-07-01,5,0.0296244735390555,2017-10-01
2019-04-01,NA,342.013447086124,"LASSO",0,1996-01-01,2017-07-01,5,0.0599259001257269,2018-01-01
2019-07-01,NA,372.531061988077,"LASSO",0,1996-01-01,2017-07-01,5,0.0214450617133665,2018-04-01
2019-10-01,NA,569.964869168565,"LASSO",0,1996-01-01,2017-07-01,5,0.0187936587519651,2018-07-01
2020-01-01,NA,245.139158955405,"LASSO",0,1996-01-01,2017-07-01,5,0.000894134782422876,2018-10-01
2020-04-01,NA,NA,"LASSO",0,1996-01-01,2017-07-01,5,-0.0340452300195857,2019-01-01
2018-01-01,0.0345003041896574,243.112657228025,"LASSO",0,1996-01-01,2017-10-01,0,0.0345003041896574,2018-01-01
2018-04-01,0.0411713503646812,328.218224216033,"LASSO",0,1996-01-01,2017-10-01,1,0.034714552534942,2018-01-01
2018-07-01,0.0538478616651387,353.001589785696,"LASSO",0,1996-01-01,2017-10-01,2,0.0302515314877881,2018-01-01
2018-10-01,0.00167379496214411,569.011662800501,"LASSO",0,1996-01-01,2017-10-01,3,0.0337632840927454,2018-01-01
2019-01-01,-0.0261992050556177,251.646481168881,"LASSO",0,1996-01-01,2017-10-01,4,0.0434819531416649,2018-01-01
2019-04-01,NA,342.013447086124,"LASSO",0,1996-01-01,2017-10-01,4,0.0263047838558956,2018-04-01
2019-07-01,NA,372.531061988077,"LASSO",0,1996-01-01,2017-10-01,4,0.0186650031441269,2018-07-01
2019-10-01,NA,569.964869168565,"LASSO",0,1996-01-01,2017-10-01,4,-0.00843183455083456,2018-10-01
2020-01-01,NA,245.139158955405,"LASSO",0,1996-01-01,2017-10-01,4,0.000252721266280363,2019-01-01
2018-04-01,0.0411713503646812,328.218224216033,"LASSO",0,1996-01-01,2018-01-01,0,0.0411713503646812,2018-04-01
2018-07-01,0.0538478616651387,353.001589785696,"LASSO",0,1996-01-01,2018-01-01,1,0.0634263172115999,2018-04-01
2018-10-01,0.00167379496214411,569.011662800501,"LASSO",0,1996-01-01,2018-01-01,2,0.0673466053902331,2018-04-01
2019-01-01,-0.0261992050556177,251.646481168881,"LASSO",0,1996-01-01,2018-01-01,3,0.0474388596632276,2018-04-01
2019-04-01,NA,342.013447086124,"LASSO",0,1996-01-01,2018-01-01,3,0.0115183339696825,2018-07-01
2019-07-01,NA,372.531061988077,"LASSO",0,1996-01-01,2018-01-01,3,-0.0329829863095381,2018-10-01
2019-10-01,NA,569.964869168565,"LASSO",0,1996-01-01,2018-01-01,3,0.00813763483294369,2019-01-01
2018-07-01,0.0538478616651387,353.001589785696,"LASSO",0,1996-01-01,2018-04-01,0,0.0538478616651387,2018-07-01
2018-10-01,0.00167379496214411,569.011662800501,"LASSO",0,1996-01-01,2018-04-01,1,0.0443738687096949,2018-07-01
2019-01-01,-0.0261992050556177,251.646481168881,"LASSO",0,1996-01-01,2018-04-01,2,0.0311442317758505,2018-07-01
2019-04-01,NA,342.013447086124,"LASSO",0,1996-01-01,2018-04-01,2,-0.0107829097179778,2018-10-01
2019-07-01,NA,372.531061988077,"LASSO",0,1996-01-01,2018-04-01,2,0.0166285440752423,2019-01-01
2018-10-01,0.00167379496214411,569.011662800501,"LASSO",0,1996-01-01,2018-07-01,0,0.00167379496214411,2018-10-01
2019-01-01,-0.0261992050556177,251.646481168881,"LASSO",0,1996-01-01,2018-07-01,1,0.0371636057328944,2018-10-01
2019-04-01,NA,342.013447086124,"LASSO",0,1996-01-01,2018-07-01,1,0.0071542744731637,2019-01-01
2019-01-01,-0.0261992050556177,251.646481168881,"LASSO",0,1996-01-01,2018-10-01,0,-0.0261992050556177,2019-01-01
2013-01-01,0.0425098488643128,238.748905763948,"LASSO",0,2000-01-01,2012-10-01,0,0.0425098488643128,2013-01-01
2013-04-01,0.0294501829787031,341.550543813368,"LASSO",0,2000-01-01,2012-10-01,1,0.0249059290935158,2013-01-01
2013-07-01,-0.00461840919667361,393.584391897409,"LASSO",0,2000-01-01,2012-10-01,2,0.0336939601376221,2013-01-01
2013-10-01,0.00370582513951003,577.562026618051,"LASSO",0,2000-01-01,2012-10-01,3,0.019043171269091,2013-01-01
2014-01-01,0.00702621742640895,249.116895222166,"LASSO",0,2000-01-01,2012-10-01,4,0.0968833075115157,2013-01-01
2014-04-01,-0.034634865994441,351.758850265629,"LASSO",0,2000-01-01,2012-10-01,5,0.102531086593728,2013-01-01
2014-07-01,-0.0228150482838966,391.770849186895,"LASSO",0,2000-01-01,2012-10-01,6,0.0847180594785013,2013-01-01
2014-10-01,0.0329969924040047,579.706341269475,"LASSO",0,2000-01-01,2012-10-01,7,0.00862233169039679,2013-01-01
2015-01-01,-0.0460400225763185,250.873408287695,"LASSO",0,2000-01-01,2012-10-01,8,-0.0197636375440599,2013-01-01
2013-04-01,0.0294501829787031,341.550543813368,"LASSO",0,2000-01-01,2013-01-01,0,0.0294501829787031,2013-04-01
2013-07-01,-0.00461840919667361,393.584391897409,"LASSO",0,2000-01-01,2013-01-01,1,0.0206365048130459,2013-04-01
2013-10-01,0.00370582513951003,577.562026618051,"LASSO",0,2000-01-01,2013-01-01,2,0.0422137518992236,2013-04-01
2014-01-01,0.00702621742640895,249.116895222166,"LASSO",0,2000-01-01,2013-01-01,3,0.105720257164494,2013-04-01
2014-04-01,-0.034634865994441,351.758850265629,"LASSO",0,2000-01-01,2013-01-01,4,0.0705251812028421,2013-04-01
2014-07-01,-0.0228150482838966,391.770849186895,"LASSO",0,2000-01-01,2013-01-01,5,0.0843982600935262,2013-04-01
2014-10-01,0.0329969924040047,579.706341269475,"LASSO",0,2000-01-01,2013-01-01,6,0.0446940592987139,2013-04-01
2015-01-01,-0.0460400225763185,250.873408287695,"LASSO",0,2000-01-01,2013-01-01,7,-0.0335662694065798,2013-04-01
2015-04-01,-0.117059876024648,339.784295186006,"LASSO",0,2000-01-01,2013-01-01,8,-0.112740338819056,2013-04-01
2013-07-01,-0.00461840919667361,393.584391897409,"LASSO",0,2000-01-01,2013-04-01,0,-0.00461840919667361,2013-07-01
2013-10-01,0.00370582513951003,577.562026618051,"LASSO",0,2000-01-01,2013-04-01,1,0.0107335625261527,2013-07-01
2014-01-01,0.00702621742640895,249.116895222166,"LASSO",0,2000-01-01,2013-04-01,2,0.0257708476378803,2013-07-01
2014-04-01,-0.034634865994441,351.758850265629,"LASSO",0,2000-01-01,2013-04-01,3,0.101936158916063,2013-07-01
2014-07-01,-0.0228150482838966,391.770849186895,"LASSO",0,2000-01-01,2013-04-01,4,0.071082678097222,2013-07-01
2014-10-01,0.0329969924040047,579.706341269475,"LASSO",0,2000-01-01,2013-04-01,5,0.0949583358922179,2013-07-01
2015-01-01,-0.0460400225763185,250.873408287695,"LASSO",0,2000-01-01,2013-04-01,6,0.0819491035366207,2013-07-01
2015-04-01,-0.117059876024648,339.784295186006,"LASSO",0,2000-01-01,2013-04-01,7,-0.00319184791664495,2013-07-01
2015-07-01,-0.146551896162042,382.933770855294,"LASSO",0,2000-01-01,2013-04-01,8,-0.0805861217286844,2013-07-01
2013-10-01,0.00370582513951003,577.562026618051,"LASSO",0,2000-01-01,2013-07-01,0,0.00370582513951003,2013-10-01
2014-01-01,0.00702621742640895,249.116895222166,"LASSO",0,2000-01-01,2013-07-01,1,0.00508304126800751,2013-10-01
2014-04-01,-0.034634865994441,351.758850265629,"LASSO",0,2000-01-01,2013-07-01,2,0.00278273563041873,2013-10-01
2014-07-01,-0.0228150482838966,391.770849186895,"LASSO",0,2000-01-01,2013-07-01,3,-0.0449160507067326,2013-10-01
2014-10-01,0.0329969924040047,579.706341269475,"LASSO",0,2000-01-01,2013-07-01,4,0.0121515795946852,2013-10-01
2015-01-01,-0.0460400225763185,250.873408287695,"LASSO",0,2000-01-01,2013-07-01,5,0.0464388734215734,2013-10-01
2015-04-01,-0.117059876024648,339.784295186006,"LASSO",0,2000-01-01,2013-07-01,6,0.00197892293063511,2013-10-01
2015-07-01,-0.146551896162042,382.933770855294,"LASSO",0,2000-01-01,2013-07-01,7,-0.0421815611573437,2013-10-01
2015-10-01,-0.1179975823959,599.153999604791,"LASSO",0,2000-01-01,2013-07-01,8,-0.12220019267192,2013-10-01
2014-01-01,0.00702621742640895,249.116895222166,"LASSO",0,2000-01-01,2013-10-01,0,0.00702621742640895,2014-01-01
2014-04-01,-0.034634865994441,351.758850265629,"LASSO",0,2000-01-01,2013-10-01,1,-0.0212361651415737,2014-01-01
2014-07-01,-0.0228150482838966,391.770849186895,"LASSO",0,2000-01-01,2013-10-01,2,-0.00700292309744183,2014-01-01
2014-10-01,0.0329969924040047,579.706341269475,"LASSO",0,2000-01-01,2013-10-01,3,0.107734004210749,2014-01-01
2015-01-01,-0.0460400225763185,250.873408287695,"LASSO",0,2000-01-01,2013-10-01,4,0.0333824739876498,2014-01-01
2015-04-01,-0.117059876024648,339.784295186006,"LASSO",0,2000-01-01,2013-10-01,5,0.0779968525560346,2014-01-01
2015-07-01,-0.146551896162042,382.933770855294,"LASSO",0,2000-01-01,2013-10-01,6,0.0841350236046524,2014-01-01
2015-10-01,-0.1179975823959,599.153999604791,"LASSO",0,2000-01-01,2013-10-01,7,0.0427375065889639,2014-01-01
2016-01-01,-0.0990419548744283,239.585043109993,"LASSO",0,2000-01-01,2013-10-01,8,0.00681601594007351,2014-01-01
2014-04-01,-0.034634865994441,351.758850265629,"LASSO",0,2000-01-01,2014-01-01,0,-0.034634865994441,2014-04-01
2014-07-01,-0.0228150482838966,391.770849186895,"LASSO",0,2000-01-01,2014-01-01,1,-0.039652241228952,2014-04-01
2014-10-01,0.0329969924040047,579.706341269475,"LASSO",0,2000-01-01,2014-01-01,2,-0.00770691491597679,2014-04-01
2015-01-01,-0.0460400225763185,250.873408287695,"LASSO",0,2000-01-01,2014-01-01,3,0.0226630194680033,2014-04-01
2015-04-01,-0.117059876024648,339.784295186006,"LASSO",0,2000-01-01,2014-01-01,4,0.0252650858883295,2014-04-01
2015-07-01,-0.146551896162042,382.933770855294,"LASSO",0,2000-01-01,2014-01-01,5,0.0401737387477829,2014-04-01
2015-10-01,-0.1179975823959,599.153999604791,"LASSO",0,2000-01-01,2014-01-01,6,-0.00266061682289128,2014-04-01
2016-01-01,-0.0990419548744283,239.585043109993,"LASSO",0,2000-01-01,2014-01-01,7,-0.014625370749597,2014-04-01
2016-04-01,-0.00865417594314087,302.248979857756,"LASSO",0,2000-01-01,2014-01-01,8,-0.0277215555025246,2014-04-01
2014-07-01,-0.0228150482838966,391.770849186895,"LASSO",0,2000-01-01,2014-04-01,0,-0.0228150482838966,2014-07-01
2014-10-01,0.0329969924040047,579.706341269475,"LASSO",0,2000-01-01,2014-04-01,1,-0.0419362075063188,2014-07-01
