"date","true","true_lag","model","lag","startdt","enddt","h","pred","forecastdate"
2016-10-01,0.0618584885869385,532.467081650081,"Бустинг (eta = 0,2)",0,1996-01-01,2016-01-01,2,0.00540363788604736,2016-04-01
2017-01-01,0.113658460895853,216.993301630682,"Бустинг (eta = 0,2)",0,1996-01-01,2016-01-01,3,-0.00247335433959961,2016-04-01
2017-04-01,0.0910817665046072,299.644549859975,"Бустинг (eta = 0,2)",0,1996-01-01,2016-01-01,4,0.0195204317569733,2016-04-01
2017-07-01,0.0485977604995622,336.256681067974,"Бустинг (eta = 0,2)",0,1996-01-01,2016-01-01,5,-0.0154439210891724,2016-04-01
2017-10-01,0.00452136516727653,566.444760612486,"Бустинг (eta = 0,2)",0,1996-01-01,2016-01-01,6,0.0246285200119019,2016-04-01
2018-01-01,0.0345003041896574,243.112657228025,"Бустинг (eta = 0,2)",0,1996-01-01,2016-01-01,7,0.00997471809387207,2016-04-01
2018-04-01,0.0411713503646812,328.218224216033,"Бустинг (eta = 0,2)",0,1996-01-01,2016-01-01,8,0.010770857334137,2016-04-01
2016-07-01,0.0165646440487679,330.732587470375,"Бустинг (eta = 0,2)",0,1996-01-01,2016-04-01,0,0.0165646440487679,2016-07-01
2016-10-01,0.0618584885869385,532.467081650081,"Бустинг (eta = 0,2)",0,1996-01-01,2016-04-01,1,0.00983569025993347,2016-07-01
2017-01-01,0.113658460895853,216.993301630682,"Бустинг (eta = 0,2)",0,1996-01-01,2016-04-01,2,0.0292438268661499,2016-07-01
2017-04-01,0.0910817665046072,299.644549859975,"Бустинг (eta = 0,2)",0,1996-01-01,2016-04-01,3,0.0460349321365356,2016-07-01
2017-07-01,0.0485977604995622,336.256681067974,"Бустинг (eta = 0,2)",0,1996-01-01,2016-04-01,4,0.0507708489894867,2016-07-01
2017-10-01,0.00452136516727653,566.444760612486,"Бустинг (eta = 0,2)",0,1996-01-01,2016-04-01,5,0.0206803381443024,2016-07-01
2018-01-01,0.0345003041896574,243.112657228025,"Бустинг (eta = 0,2)",0,1996-01-01,2016-04-01,6,0.0402374863624573,2016-07-01
2018-04-01,0.0411713503646812,328.218224216033,"Бустинг (eta = 0,2)",0,1996-01-01,2016-04-01,7,0.037738174200058,2016-07-01
2018-07-01,0.0538478616651387,353.001589785696,"Бустинг (eta = 0,2)",0,1996-01-01,2016-04-01,8,0.0329611003398895,2016-07-01
2016-10-01,0.0618584885869385,532.467081650081,"Бустинг (eta = 0,2)",0,1996-01-01,2016-07-01,0,0.0618584885869385,2016-10-01
2017-01-01,0.113658460895853,216.993301630682,"Бустинг (eta = 0,2)",0,1996-01-01,2016-07-01,1,0.0351229310035706,2016-10-01
2017-04-01,0.0910817665046072,299.644549859975,"Бустинг (eta = 0,2)",0,1996-01-01,2016-07-01,2,0.0883764028549194,2016-10-01
2017-07-01,0.0485977604995622,336.256681067974,"Бустинг (eta = 0,2)",0,1996-01-01,2016-07-01,3,0.109901040792465,2016-10-01
2017-10-01,0.00452136516727653,566.444760612486,"Бустинг (eta = 0,2)",0,1996-01-01,2016-07-01,4,0.0259999632835388,2016-10-01
2018-01-01,0.0345003041896574,243.112657228025,"Бустинг (eta = 0,2)",0,1996-01-01,2016-07-01,5,-0.0380231142044067,2016-10-01
2018-04-01,0.0411713503646812,328.218224216033,"Бустинг (eta = 0,2)",0,1996-01-01,2016-07-01,6,0.0066123902797699,2016-10-01
2018-07-01,0.0538478616651387,353.001589785696,"Бустинг (eta = 0,2)",0,1996-01-01,2016-07-01,7,0.0179974436759949,2016-10-01
2018-10-01,0.00167379496214411,569.011662800501,"Бустинг (eta = 0,2)",0,1996-01-01,2016-07-01,8,0.0564179420471191,2016-10-01
2017-01-01,0.113658460895853,216.993301630682,"Бустинг (eta = 0,2)",0,1996-01-01,2016-10-01,0,0.113658460895853,2017-01-01
2017-04-01,0.0910817665046072,299.644549859975,"Бустинг (eta = 0,2)",0,1996-01-01,2016-10-01,1,0.0364480912685394,2017-01-01
2017-07-01,0.0485977604995622,336.256681067974,"Бустинг (eta = 0,2)",0,1996-01-01,2016-10-01,2,0.0745276510715485,2017-01-01
2017-10-01,0.00452136516727653,566.444760612486,"Бустинг (eta = 0,2)",0,1996-01-01,2016-10-01,3,0.0543348491191864,2017-01-01
2018-01-01,0.0345003041896574,243.112657228025,"Бустинг (eta = 0,2)",0,1996-01-01,2016-10-01,4,0.0539925396442413,2017-01-01
2018-04-01,0.0411713503646812,328.218224216033,"Бустинг (eta = 0,2)",0,1996-01-01,2016-10-01,5,0.000465601682662964,2017-01-01
2018-07-01,0.0538478616651387,353.001589785696,"Бустинг (eta = 0,2)",0,1996-01-01,2016-10-01,6,0.0351137518882751,2017-01-01
2018-10-01,0.00167379496214411,569.011662800501,"Бустинг (eta = 0,2)",0,1996-01-01,2016-10-01,7,0.0232222378253937,2017-01-01
2019-01-01,-0.0261992050556177,251.646481168881,"Бустинг (eta = 0,2)",0,1996-01-01,2016-10-01,8,-0.00854182243347168,2017-01-01
2019-04-01,NA,342.013447086124,"Бустинг (eta = 0,2)",0,1996-01-01,2016-10-01,8,-0.00735586881637573,2017-04-01
2019-07-01,NA,372.531061988077,"Бустинг (eta = 0,2)",0,1996-01-01,2016-10-01,8,0.00161603093147278,2017-07-01
2019-10-01,NA,569.964869168565,"Бустинг (eta = 0,2)",0,1996-01-01,2016-10-01,8,-0.0155039429664612,2017-10-01
2020-01-01,NA,245.139158955405,"Бустинг (eta = 0,2)",0,1996-01-01,2016-10-01,8,0.0592253804206848,2018-01-01
2020-04-01,NA,NA,"Бустинг (eta = 0,2)",0,1996-01-01,2016-10-01,8,0.0375491380691528,2018-04-01
2020-07-01,NA,NA,"Бустинг (eta = 0,2)",0,1996-01-01,2016-10-01,8,-0.00429165363311768,2018-07-01
2020-10-01,NA,NA,"Бустинг (eta = 0,2)",0,1996-01-01,2016-10-01,8,0.0213470458984375,2018-10-01
2021-01-01,NA,NA,"Бустинг (eta = 0,2)",0,1996-01-01,2016-10-01,8,-0.00647604465484619,2019-01-01
2017-04-01,0.0910817665046072,299.644549859975,"Бустинг (eta = 0,2)",0,1996-01-01,2017-01-01,0,0.0910817665046072,2017-04-01
2017-07-01,0.0485977604995622,336.256681067974,"Бустинг (eta = 0,2)",0,1996-01-01,2017-01-01,1,0.0438413619995117,2017-04-01
2017-10-01,0.00452136516727653,566.444760612486,"Бустинг (eta = 0,2)",0,1996-01-01,2017-01-01,2,0.0465238988399506,2017-04-01
2018-01-01,0.0345003041896574,243.112657228025,"Бустинг (eta = 0,2)",0,1996-01-01,2017-01-01,3,0.0464637577533722,2017-04-01
2018-04-01,0.0411713503646812,328.218224216033,"Бустинг (eta = 0,2)",0,1996-01-01,2017-01-01,4,0.0221632421016693,2017-04-01
2018-07-01,0.0538478616651387,353.001589785696,"Бустинг (eta = 0,2)",0,1996-01-01,2017-01-01,5,0.00104671716690063,2017-04-01
2018-10-01,0.00167379496214411,569.011662800501,"Бустинг (eta = 0,2)",0,1996-01-01,2017-01-01,6,-0.00748860836029053,2017-04-01
2019-01-01,-0.0261992050556177,251.646481168881,"Бустинг (eta = 0,2)",0,1996-01-01,2017-01-01,7,-0.0135825872421265,2017-04-01
2019-04-01,NA,342.013447086124,"Бустинг (eta = 0,2)",0,1996-01-01,2017-01-01,7,0.00917252898216248,2017-07-01
2019-07-01,NA,372.531061988077,"Бустинг (eta = 0,2)",0,1996-01-01,2017-01-01,7,-0.000105917453765869,2017-10-01
2019-10-01,NA,569.964869168565,"Бустинг (eta = 0,2)",0,1996-01-01,2017-01-01,7,0.0752961039543152,2018-01-01
2020-01-01,NA,245.139158955405,"Бустинг (eta = 0,2)",0,1996-01-01,2017-01-01,7,0.00575953722000122,2018-04-01
2020-04-01,NA,NA,"Бустинг (eta = 0,2)",0,1996-01-01,2017-01-01,7,0.00374028086662292,2018-07-01
2020-07-01,NA,NA,"Бустинг (eta = 0,2)",0,1996-01-01,2017-01-01,7,-0.00142908096313477,2018-10-01
2020-10-01,NA,NA,"Бустинг (eta = 0,2)",0,1996-01-01,2017-01-01,7,-0.0474209189414978,2019-01-01
2017-07-01,0.0485977604995622,336.256681067974,"Бустинг (eta = 0,2)",0,1996-01-01,2017-04-01,0,0.0485977604995622,2017-07-01
2017-10-01,0.00452136516727653,566.444760612486,"Бустинг (eta = 0,2)",0,1996-01-01,2017-04-01,1,0.0622214376926422,2017-07-01
2018-01-01,0.0345003041896574,243.112657228025,"Бустинг (eta = 0,2)",0,1996-01-01,2017-04-01,2,0.0465520620346069,2017-07-01
2018-04-01,0.0411713503646812,328.218224216033,"Бустинг (eta = 0,2)",0,1996-01-01,2017-04-01,3,0.0227074027061462,2017-07-01
2018-07-01,0.0538478616651387,353.001589785696,"Бустинг (eta = 0,2)",0,1996-01-01,2017-04-01,4,-0.0197514295578003,2017-07-01
2018-10-01,0.00167379496214411,569.011662800501,"Бустинг (eta = 0,2)",0,1996-01-01,2017-04-01,5,0.020957738161087,2017-07-01
2019-01-01,-0.0261992050556177,251.646481168881,"Бустинг (eta = 0,2)",0,1996-01-01,2017-04-01,6,-0.0170949697494507,2017-07-01
2019-04-01,NA,342.013447086124,"Бустинг (eta = 0,2)",0,1996-01-01,2017-04-01,6,0.00438183546066284,2017-10-01
2019-07-01,NA,372.531061988077,"Бустинг (eta = 0,2)",0,1996-01-01,2017-04-01,6,0.0758461952209473,2018-01-01
2019-10-01,NA,569.964869168565,"Бустинг (eta = 0,2)",0,1996-01-01,2017-04-01,6,0.0256794989109039,2018-04-01
2020-01-01,NA,245.139158955405,"Бустинг (eta = 0,2)",0,1996-01-01,2017-04-01,6,0.011923223733902,2018-07-01
2020-04-01,NA,NA,"Бустинг (eta = 0,2)",0,1996-01-01,2017-04-01,6,-0.0301258563995361,2018-10-01
2020-07-01,NA,NA,"Бустинг (eta = 0,2)",0,1996-01-01,2017-04-01,6,-0.0383980274200439,2019-01-01
2017-10-01,0.00452136516727653,566.444760612486,"Бустинг (eta = 0,2)",0,1996-01-01,2017-07-01,0,0.00452136516727653,2017-10-01
2018-01-01,0.0345003041896574,243.112657228025,"Бустинг (eta = 0,2)",0,1996-01-01,2017-07-01,1,0.0295609831809998,2017-10-01
2018-04-01,0.0411713503646812,328.218224216033,"Бустинг (eta = 0,2)",0,1996-01-01,2017-07-01,2,0.0684103965759277,2017-10-01
2018-07-01,0.0538478616651387,353.001589785696,"Бустинг (eta = 0,2)",0,1996-01-01,2017-07-01,3,0.0348369777202606,2017-10-01
2018-10-01,0.00167379496214411,569.011662800501,"Бустинг (eta = 0,2)",0,1996-01-01,2017-07-01,4,0.0359432399272919,2017-10-01
2019-01-01,-0.0261992050556177,251.646481168881,"Бустинг (eta = 0,2)",0,1996-01-01,2017-07-01,5,0.0211800336837769,2017-10-01
2019-04-01,NA,342.013447086124,"Бустинг (eta = 0,2)",0,1996-01-01,2017-07-01,5,0.0702373385429382,2018-01-01
2019-07-01,NA,372.531061988077,"Бустинг (eta = 0,2)",0,1996-01-01,2017-07-01,5,0.0269235968589783,2018-04-01
2019-10-01,NA,569.964869168565,"Бустинг (eta = 0,2)",0,1996-01-01,2017-07-01,5,0.00290030241012573,2018-07-01
2020-01-01,NA,245.139158955405,"Бустинг (eta = 0,2)",0,1996-01-01,2017-07-01,5,0.00474393367767334,2018-10-01
2020-04-01,NA,NA,"Бустинг (eta = 0,2)",0,1996-01-01,2017-07-01,5,0.00514096021652222,2019-01-01
2018-01-01,0.0345003041896574,243.112657228025,"Бустинг (eta = 0,2)",0,1996-01-01,2017-10-01,0,0.0345003041896574,2018-01-01
2018-04-01,0.0411713503646812,328.218224216033,"Бустинг (eta = 0,2)",0,1996-01-01,2017-10-01,1,0.0151041448116302,2018-01-01
2018-07-01,0.0538478616651387,353.001589785696,"Бустинг (eta = 0,2)",0,1996-01-01,2017-10-01,2,0.0676624476909637,2018-01-01
2018-10-01,0.00167379496214411,569.011662800501,"Бустинг (eta = 0,2)",0,1996-01-01,2017-10-01,3,0.0284404158592224,2018-01-01
2019-01-01,-0.0261992050556177,251.646481168881,"Бустинг (eta = 0,2)",0,1996-01-01,2017-10-01,4,0.00229895114898682,2018-01-01
2019-04-01,NA,342.013447086124,"Бустинг (eta = 0,2)",0,1996-01-01,2017-10-01,4,0.0491142868995667,2018-04-01
2019-07-01,NA,372.531061988077,"Бустинг (eta = 0,2)",0,1996-01-01,2017-10-01,4,0.0191015601158142,2018-07-01
2019-10-01,NA,569.964869168565,"Бустинг (eta = 0,2)",0,1996-01-01,2017-10-01,4,0.00227120518684387,2018-10-01
2020-01-01,NA,245.139158955405,"Бустинг (eta = 0,2)",0,1996-01-01,2017-10-01,4,0.0108163356781006,2019-01-01
2018-04-01,0.0411713503646812,328.218224216033,"Бустинг (eta = 0,2)",0,1996-01-01,2018-01-01,0,0.0411713503646812,2018-04-01
2018-07-01,0.0538478616651387,353.001589785696,"Бустинг (eta = 0,2)",0,1996-01-01,2018-01-01,1,0.0248346924781799,2018-04-01
2018-10-01,0.00167379496214411,569.011662800501,"Бустинг (eta = 0,2)",0,1996-01-01,2018-01-01,2,0.0443776249885559,2018-04-01
2019-01-01,-0.0261992050556177,251.646481168881,"Бустинг (eta = 0,2)",0,1996-01-01,2018-01-01,3,0.0190581679344177,2018-04-01
2019-04-01,NA,342.013447086124,"Бустинг (eta = 0,2)",0,1996-01-01,2018-01-01,3,0.0310665667057037,2018-07-01
2019-07-01,NA,372.531061988077,"Бустинг (eta = 0,2)",0,1996-01-01,2018-01-01,3,0.0276425182819366,2018-10-01
2019-10-01,NA,569.964869168565,"Бустинг (eta = 0,2)",0,1996-01-01,2018-01-01,3,0.0658779144287109,2019-01-01
2018-07-01,0.0538478616651387,353.001589785696,"Бустинг (eta = 0,2)",0,1996-01-01,2018-04-01,0,0.0538478616651387,2018-07-01
2018-10-01,0.00167379496214411,569.011662800501,"Бустинг (eta = 0,2)",0,1996-01-01,2018-04-01,1,0.047158271074295,2018-07-01
2019-01-01,-0.0261992050556177,251.646481168881,"Бустинг (eta = 0,2)",0,1996-01-01,2018-04-01,2,0.0413343012332916,2018-07-01
2019-04-01,NA,342.013447086124,"Бустинг (eta = 0,2)",0,1996-01-01,2018-04-01,2,0.0290914177894592,2018-10-01
2019-07-01,NA,372.531061988077,"Бустинг (eta = 0,2)",0,1996-01-01,2018-04-01,2,0.041226714849472,2019-01-01
2018-10-01,0.00167379496214411,569.011662800501,"Бустинг (eta = 0,2)",0,1996-01-01,2018-07-01,0,0.00167379496214411,2018-10-01
2019-01-01,-0.0261992050556177,251.646481168881,"Бустинг (eta = 0,2)",0,1996-01-01,2018-07-01,1,0.0125346481800079,2018-10-01
2019-04-01,NA,342.013447086124,"Бустинг (eta = 0,2)",0,1996-01-01,2018-07-01,1,-0.0213396549224854,2019-01-01
2019-01-01,-0.0261992050556177,251.646481168881,"Бустинг (eta = 0,2)",0,1996-01-01,2018-10-01,0,-0.0261992050556177,2019-01-01
2013-01-01,0.0425098488643128,238.748905763948,"Бустинг (eta = 0,2)",0,2000-01-01,2012-10-01,0,0.0425098488643128,2013-01-01
2013-04-01,0.0294501829787031,341.550543813368,"Бустинг (eta = 0,2)",0,2000-01-01,2012-10-01,1,0.0276016891002655,2013-01-01
2013-07-01,-0.00461840919667361,393.584391897409,"Бустинг (eta = 0,2)",0,2000-01-01,2012-10-01,2,0.0295482575893402,2013-01-01
2013-10-01,0.00370582513951003,577.562026618051,"Бустинг (eta = 0,2)",0,2000-01-01,2012-10-01,3,0.0410547256469727,2013-01-01
2014-01-01,0.00702621742640895,249.116895222166,"Бустинг (eta = 0,2)",0,2000-01-01,2012-10-01,4,0.00926226377487183,2013-01-01
2014-04-01,-0.034634865994441,351.758850265629,"Бустинг (eta = 0,2)",0,2000-01-01,2012-10-01,5,0.0232821404933929,2013-01-01
2014-07-01,-0.0228150482838966,391.770849186895,"Бустинг (eta = 0,2)",0,2000-01-01,2012-10-01,6,-0.0103086233139038,2013-01-01
2014-10-01,0.0329969924040047,579.706341269475,"Бустинг (eta = 0,2)",0,2000-01-01,2012-10-01,7,0.0283563733100891,2013-01-01
2015-01-01,-0.0460400225763185,250.873408287695,"Бустинг (eta = 0,2)",0,2000-01-01,2012-10-01,8,0.0487763285636902,2013-01-01
2013-04-01,0.0294501829787031,341.550543813368,"Бустинг (eta = 0,2)",0,2000-01-01,2013-01-01,0,0.0294501829787031,2013-04-01
2013-07-01,-0.00461840919667361,393.584391897409,"Бустинг (eta = 0,2)",0,2000-01-01,2013-01-01,1,0.0366705060005188,2013-04-01
2013-10-01,0.00370582513951003,577.562026618051,"Бустинг (eta = 0,2)",0,2000-01-01,2013-01-01,2,-0.000456333160400391,2013-04-01
2014-01-01,0.00702621742640895,249.116895222166,"Бустинг (eta = 0,2)",0,2000-01-01,2013-01-01,3,0.0228772461414337,2013-04-01
2014-04-01,-0.034634865994441,351.758850265629,"Бустинг (eta = 0,2)",0,2000-01-01,2013-01-01,4,0.00198975205421448,2013-04-01
2014-07-01,-0.0228150482838966,391.770849186895,"Бустинг (eta = 0,2)",0,2000-01-01,2013-01-01,5,-0.0200649499893188,2013-04-01
2014-10-01,0.0329969924040047,579.706341269475,"Бустинг (eta = 0,2)",0,2000-01-01,2013-01-01,6,0.0128052532672882,2013-04-01
2015-01-01,-0.0460400225763185,250.873408287695,"Бустинг (eta = 0,2)",0,2000-01-01,2013-01-01,7,0.0158070027828217,2013-04-01
2015-04-01,-0.117059876024648,339.784295186006,"Бустинг (eta = 0,2)",0,2000-01-01,2013-01-01,8,-0.0241148471832275,2013-04-01
2013-07-01,-0.00461840919667361,393.584391897409,"Бустинг (eta = 0,2)",0,2000-01-01,2013-04-01,0,-0.00461840919667361,2013-07-01
2013-10-01,0.00370582513951003,577.562026618051,"Бустинг (eta = 0,2)",0,2000-01-01,2013-04-01,1,0.00552117824554443,2013-07-01
2014-01-01,0.00702621742640895,249.116895222166,"Бустинг (eta = 0,2)",0,2000-01-01,2013-04-01,2,0.0463731288909912,2013-07-01
2014-04-01,-0.034634865994441,351.758850265629,"Бустинг (eta = 0,2)",0,2000-01-01,2013-04-01,3,0.0567926168441772,2013-07-01
2014-07-01,-0.0228150482838966,391.770849186895,"Бустинг (eta = 0,2)",0,2000-01-01,2013-04-01,4,0.0372125804424286,2013-07-01
2014-10-01,0.0329969924040047,579.706341269475,"Бустинг (eta = 0,2)",0,2000-01-01,2013-04-01,5,0.0270149707794189,2013-07-01
2015-01-01,-0.0460400225763185,250.873408287695,"Бустинг (eta = 0,2)",0,2000-01-01,2013-04-01,6,0.0107104480266571,2013-07-01
2015-04-01,-0.117059876024648,339.784295186006,"Бустинг (eta = 0,2)",0,2000-01-01,2013-04-01,7,0.0205231308937073,2013-07-01
2015-07-01,-0.146551896162042,382.933770855294,"Бустинг (eta = 0,2)",0,2000-01-01,2013-04-01,8,-0.00493049621582031,2013-07-01
2013-10-01,0.00370582513951003,577.562026618051,"Бустинг (eta = 0,2)",0,2000-01-01,2013-07-01,0,0.00370582513951003,2013-10-01
2014-01-01,0.00702621742640895,249.116895222166,"Бустинг (eta = 0,2)",0,2000-01-01,2013-07-01,1,0.024128794670105,2013-10-01
2014-04-01,-0.034634865994441,351.758850265629,"Бустинг (eta = 0,2)",0,2000-01-01,2013-07-01,2,-0.00438052415847778,2013-10-01
2014-07-01,-0.0228150482838966,391.770849186895,"Бустинг (eta = 0,2)",0,2000-01-01,2013-07-01,3,-0.0127008557319641,2013-10-01
2014-10-01,0.0329969924040047,579.706341269475,"Бустинг (eta = 0,2)",0,2000-01-01,2013-07-01,4,-0.0209367871284485,2013-10-01
2015-01-01,-0.0460400225763185,250.873408287695,"Бустинг (eta = 0,2)",0,2000-01-01,2013-07-01,5,0.0169987082481384,2013-10-01
2015-04-01,-0.117059876024648,339.784295186006,"Бустинг (eta = 0,2)",0,2000-01-01,2013-07-01,6,0.0381848514080048,2013-10-01
2015-07-01,-0.146551896162042,382.933770855294,"Бустинг (eta = 0,2)",0,2000-01-01,2013-07-01,7,-0.000726819038391113,2013-10-01
2015-10-01,-0.1179975823959,599.153999604791,"Бустинг (eta = 0,2)",0,2000-01-01,2013-07-01,8,-0.0428157448768616,2013-10-01
2014-01-01,0.00702621742640895,249.116895222166,"Бустинг (eta = 0,2)",0,2000-01-01,2013-10-01,0,0.00702621742640895,2014-01-01
2014-04-01,-0.034634865994441,351.758850265629,"Бустинг (eta = 0,2)",0,2000-01-01,2013-10-01,1,-0.0376754403114319,2014-01-01
2014-07-01,-0.0228150482838966,391.770849186895,"Бустинг (eta = 0,2)",0,2000-01-01,2013-10-01,2,-0.00447285175323486,2014-01-01
2014-10-01,0.0329969924040047,579.706341269475,"Бустинг (eta = 0,2)",0,2000-01-01,2013-10-01,3,0.0228190422058105,2014-01-01
2015-01-01,-0.0460400225763185,250.873408287695,"Бустинг (eta = 0,2)",0,2000-01-01,2013-10-01,4,-0.0138928890228271,2014-01-01
2015-04-01,-0.117059876024648,339.784295186006,"Бустинг (eta = 0,2)",0,2000-01-01,2013-10-01,5,0.0188676714897156,2014-01-01
2015-07-01,-0.146551896162042,382.933770855294,"Бустинг (eta = 0,2)",0,2000-01-01,2013-10-01,6,0.036864697933197,2014-01-01
2015-10-01,-0.1179975823959,599.153999604791,"Бустинг (eta = 0,2)",0,2000-01-01,2013-10-01,7,0.0358027815818787,2014-01-01
2016-01-01,-0.0990419548744283,239.585043109993,"Бустинг (eta = 0,2)",0,2000-01-01,2013-10-01,8,-0.0739113092422485,2014-01-01
2014-04-01,-0.034634865994441,351.758850265629,"Бустинг (eta = 0,2)",0,2000-01-01,2014-01-01,0,-0.034634865994441,2014-04-01
2014-07-01,-0.0228150482838966,391.770849186895,"Бустинг (eta = 0,2)",0,2000-01-01,2014-01-01,1,-0.0179238319396973,2014-04-01
2014-10-01,0.0329969924040047,579.706341269475,"Бустинг (eta = 0,2)",0,2000-01-01,2014-01-01,2,0.0140345692634583,2014-04-01
2015-01-01,-0.0460400225763185,250.873408287695,"Бустинг (eta = 0,2)",0,2000-01-01,2014-01-01,3,0.018354207277298,2014-04-01
2015-04-01,-0.117059876024648,339.784295186006,"Бустинг (eta = 0,2)",0,2000-01-01,2014-01-01,4,0.032752126455307,2014-04-01
2015-07-01,-0.146551896162042,382.933770855294,"Бустинг (eta = 0,2)",0,2000-01-01,2014-01-01,5,0.0100838541984558,2014-04-01
2015-10-01,-0.1179975823959,599.153999604791,"Бустинг (eta = 0,2)",0,2000-01-01,2014-01-01,6,-0.0342577695846558,2014-04-01
2016-01-01,-0.0990419548744283,239.585043109993,"Бустинг (eta = 0,2)",0,2000-01-01,2014-01-01,7,-0.020521879196167,2014-04-01
2016-04-01,-0.00865417594314087,302.248979857756,"Бустинг (eta = 0,2)",0,2000-01-01,2014-01-01,8,-0.051392674446106,2014-04-01
2014-07-01,-0.0228150482838966,391.770849186895,"Бустинг (eta = 0,2)",0,2000-01-01,2014-04-01,0,-0.0228150482838966,2014-07-01
2014-10-01,0.0329969924040047,579.706341269475,"Бустинг (eta = 0,2)",0,2000-01-01,2014-04-01,1,-0.100902616977692,2014-07-01
2015-01-01,-0.0460400225763185,250.873408287695,"Бустинг (eta = 0,2)",0,2000-01-01,2014-04-01,2,-0.0608412027359009,2014-07-01
2015-04-01,-0.117059876024648,339.784295186006,"Бустинг (eta = 0,2)",0,2000-01-01,2014-04-01,3,0.00375491380691528,2014-07-01
2015-07-01,-0.146551896162042,382.933770855294,"Бустинг (eta = 0,2)",0,2000-01-01,2014-04-01,4,-0.0204600691795349,2014-07-01
2015-10-01,-0.1179975823959,599.153999604791,"Бустинг (eta = 0,2)",0,2000-01-01,2014-04-01,5,0.00437739491462708,2014-07-01
2016-01-01,-0.0990419548744283,239.585043109993,"Бустинг (eta = 0,2)",0,2000-01-01,2014-04-01,6,-0.00351369380950928,2014-07-01
2016-04-01,-0.00865417594314087,302.248979857756,"Бустинг (eta = 0,2)",0,2000-01-01,2014-04-01,7,0.00518414378166199,2014-07-01
2016-07-01,0.0165646440487679,330.732587470375,"Бустинг (eta = 0,2)",0,2000-01-01,2014-04-01,8,0.0481789410114288,2014-07-01
2014-10-01,0.0329969924040047,579.706341269475,"Бустинг (eta = 0,2)",0,2000-01-01,2014-07-01,0,0.0329969924040047,2014-10-01
2015-01-01,-0.0460400225763185,250.873408287695,"Бустинг (eta = 0,2)",0,2000-01-01,2014-07-01,1,-0.0497469305992126,2014-10-01
2015-04-01,-0.117059876024648,339.784295186006,"Бустинг (eta = 0,2)",0,2000-01-01,2014-07-01,2,-0.207194328308105,2014-10-01
2015-07-01,-0.146551896162042,382.933770855294,"Бустинг (eta = 0,2)",0,2000-01-01,2014-07-01,3,-0.0670098066329956,2014-10-01
2015-10-01,-0.1179975823959,599.153999604791,"Бустинг (eta = 0,2)",0,2000-01-01,2014-07-01,4,-0.103980958461761,2014-10-01
2016-01-01,-0.0990419548744283,239.585043109993,"Бустинг (eta = 0,2)",0,2000-01-01,2014-07-01,5,-0.0601732134819031,2014-10-01
2016-04-01,-0.00865417594314087,302.248979857756,"Бустинг (eta = 0,2)",0,2000-01-01,2014-07-01,6,0.021250307559967,2014-10-01
2016-07-01,0.0165646440487679,330.732587470375,"Бустинг (eta = 0,2)",0,2000-01-01,2014-07-01,7,0.0608382523059845,2014-10-01
2016-10-01,0.0618584885869385,532.467081650081,"Бустинг (eta = 0,2)",0,2000-01-01,2014-07-01,8,0.0673080384731293,2014-10-01
2015-01-01,-0.0460400225763185,250.873408287695,"Бустинг (eta = 0,2)",0,2000-01-01,2014-10-01,0,-0.0460400225763185,2015-01-01
2015-04-01,-0.117059876024648,339.784295186006,"Бустинг (eta = 0,2)",0,2000-01-01,2014-10-01,1,-0.0858687162399292,2015-01-01
2015-07-01,-0.146551896162042,382.933770855294,"Бустинг (eta = 0,2)",0,2000-01-01,2014-10-01,2,-0.0666530132293701,2015-01-01
2015-10-01,-0.1179975823959,599.153999604791,"Бустинг (eta = 0,2)",0,2000-01-01,2014-10-01,3,-0.0919680595397949,2015-01-01
2016-01-01,-0.0990419548744283,239.585043109993,"Бустинг (eta = 0,2)",0,2000-01-01,2014-10-01,4,-0.0538448095321655,2015-01-01
2016-04-01,-0.00865417594314087,302.248979857756,"Бустинг (eta = 0,2)",0,2000-01-01,2014-10-01,5,-0.04319167137146,2015-01-01
2016-07-01,0.0165646440487679,330.732587470375,"Бустинг (eta = 0,2)",0,2000-01-01,2014-10-01,6,0.00224858522415161,2015-01-01
2016-10-01,0.0618584885869385,532.467081650081,"Бустинг (eta = 0,2)",0,2000-01-01,2014-10-01,7,-0.0128381252288818,2015-01-01
2017-01-01,0.113658460895853,216.993301630682,"Бустинг (eta = 0,2)",0,2000-01-01,2014-10-01,8,-0.0136069059371948,2015-01-01
2015-04-01,-0.117059876024648,339.784295186006,"Бустинг (eta = 0,2)",0,2000-01-01,2015-01-01,0,-0.117059876024648,2015-04-01
2015-07-01,-0.146551896162042,382.933770855294,"Бустинг (eta = 0,2)",0,2000-01-01,2015-01-01,1,-0.114551424980164,2015-04-01
2015-10-01,-0.1179975823959,599.153999604791,"Бустинг (eta = 0,2)",0,2000-01-01,2015-01-01,2,-0.131042182445526,2015-04-01
2016-01-01,-0.0990419548744283,239.585043109993,"Бустинг (eta = 0,2)",0,2000-01-01,2015-01-01,3,-0.0670549273490906,2015-04-01
2016-04-01,-0.00865417594314087,302.248979857756,"Бустинг (eta = 0,2)",0,2000-01-01,2015-01-01,4,-0.0295658111572266,2015-04-01
2016-07-01,0.0165646440487679,330.732587470375,"Бустинг (eta = 0,2)",0,2000-01-01,2015-01-01,5,0.0527669787406921,2015-04-01
