Date,Open,Max,Min,Close,"Trading Volume, USD","Market Capitalization, USD",
17.04.2019,1259.75,1269.86,1259.75,1265.51,614314543,158640400540,
16.04.2019,1248.56,1258.53,1244.73,1255.45,725697897,157379675938,
15.04.2019,1255.43,1260.46,1242.77,1246.99,462212880,156319118704,
12.04.2019,1243.74,1260.49,1243.60,1253.44,707575781,157126951395,
11.04.2019,1262.78,1266.08,1245.17,1245.17,819103654,156091246210,
10.04.2019,1248.22,1263.61,1245.10,1262.48,998588461,158260928692,
09.04.2019,1244.90,1252.88,1242.97,1248.38,858414127,156492618009,
08.04.2019,1225.74,1240.16,1225.74,1240.16,591362487,155462251313,
05.04.2019,1219.83,1229.31,1219.60,1225.84,557761282,153667671236,
04.04.2019,1222.00,1224.00,1214.70,1219.94,522941125,152927799244,
03.04.2019,1220.99,1232.64,1220.99,1224.35,724120970,153480611323,
02.04.2019,1219.43,1222.34,1211.02,1216.20,508542932,152459512896,
01.04.2019,1199.31,1217.68,1199.31,1214.29,536441171,152219935739,
29.03.2019,1209.75,1220.22,1194.92,1198.11,718117496,150191528924,
28.03.2019,1208.84,1212.64,1203.38,1207.31,472550409,151344821072,
27.03.2019,1228.29,1229.43,1207.23,1207.23,600291644,151334404399,
26.03.2019,1228.32,1236.19,1223.80,1229.96,616531514,154183614997,
25.03.2019,1212.07,1229.93,1205.19,1228.34,705407534,153980868681,
22.03.2019,1237.00,1240.14,1209.14,1213.40,514960126,152108736174,
21.03.2019,1235.79,1243.70,1234.02,1237.68,766722534,162717434410,
20.03.2019,1220.05,1227.33,1216.71,1226.26,550949319,161215850783,
19.03.2019,1216.26,1223.33,1214.40,1219.78,488248815,160364867836,
18.03.2019,1204.05,1218.35,1201.77,1213.35,503344352,159519533893,
15.03.2019,1182.78,1196.75,1182.78,1196.75,704062997,157337045834,
14.03.2019,1189.58,1193.21,1179.67,1181.96,510294954,155391799588,
13.03.2019,1184.87,1189.14,1177.84,1189.14,668183580,156335845441,
12.03.2019,1179.20,1188.37,1178.78,1183.34,437130943,155574022521,
11.03.2019,1176.03,1179.62,1173.05,1176.71,493850679,154701412046,
07.03.2019,1189.81,1190.94,1177.53,1179.58,466379598,155078991476,
06.03.2019,1182.11,1193.91,1182.11,1191.51,509127253,156647419625,
05.03.2019,1184.68,1185.65,1177.37,1180.15,448055570,155154775360,
04.03.2019,1184.34,1190.28,1182.72,1185.83,371634622,155900590368,
01.03.2019,1188.80,1194.47,1184.46,1187.35,443393122,156100799393,
28.02.2019,1191.84,1192.34,1181.14,1188.28,601489292,156223698036,
27.02.2019,1196.57,1199.77,1183.38,1191.01,490646898,156581746117,
26.02.2019,1196.90,1196.90,1186.28,1193.07,472029550,156853158521,
25.02.2019,1200.37,1210.88,1195.12,1201.57,546392047,157970622858,
22.02.2019,1186.97,1198.40,1186.14,1198.40,406282138,157552926473,
21.02.2019,1194.38,1199.71,1184.50,1188.60,519959145,156265338757,
20.02.2019,1179.37,1194.85,1179.37,1194.40,561916824,157027901388,
19.02.2019,1174.60,1180.01,1164.89,1173.64,494921253,154298083839,
18.02.2019,1182.85,1186.66,1167.54,1177.04,515816560,154744852736,
15.02.2019,1165.08,1178.00,1165.08,1177.50,618312806,154805872564,
14.02.2019,1169.05,1174.19,1151.95,1156.31,1001223960,152020115690,
13.02.2019,1212.00,1215.48,1190.60,1190.79,729119318,156552498288,
12.02.2019,1201.34,1218.83,1201.34,1215.47,540525412,159797643257,
11.02.2019,1198.87,1209.81,1198.81,1201.33,445770034,157938605695,
08.02.2019,1199.00,1201.41,1189.57,1199.65,449885002,157717995756,
07.02.2019,1213.51,1213.51,1197.06,1200.14,574369129,157782264314,
06.02.2019,1222.94,1225.08,1214.56,1215.83,440726320,159845277672,
05.02.2019,1212.45,1226.56,1212.33,1223.48,484817322,160850564118,
04.02.2019,1213.36,1219.09,1209.20,1211.15,407317771,159229303513,
01.02.2019,1213.70,1218.41,1205.11,1211.23,534648987,159240019584,
31.01.2019,1210.89,1224.55,1210.89,1214.45,752549475,159663225560,
30.01.2019,1190.83,1200.09,1187.66,1198.99,568490931,157630449941,
29.01.2019,1176.95,1192.79,1169.06,1191.38,547068741,156629950652,
28.01.2019,1192.98,1196.78,1175.12,1178.91,505925116,154991336558,
25.01.2019,1190.70,1193.29,1181.79,1192.02,557540335,156714285668,
24.01.2019,1187.07,1191.50,1179.74,1188.15,749538217,156205966560,
23.01.2019,1168.49,1186.61,1167.86,1186.51,596685002,155990824309,
22.01.2019,1170.32,1170.32,1161.91,1169.79,507150601,153791897775,
21.01.2019,1175.84,1178.44,1171.09,1171.09,415978621,153963653622,
18.01.2019,1164.95,1176.42,1163.38,1176.42,609067726,154663468359,
17.01.2019,1156.42,1157.89,1148.25,1157.06,558428235,152118870796,
16.01.2019,1148.09,1155.09,1146.20,1152.99,494709941,151583701643,
15.01.2019,1146.97,1155.03,1139.16,1148.03,502460599,150931194680,
14.01.2019,1148.29,1148.29,1132.28,1147.16,375397932,150817199866,
11.01.2019,1146.76,1153.31,1140.39,1148.75,543376831,151026593123,
10.01.2019,1139.22,1142.32,1129.15,1142.32,513228140,150180539995,
09.01.2019,1127.09,1137.15,1124.42,1135.51,544061590,149284895233,
08.01.2019,1116.61,1127.70,1114.38,1122.90,401837374,147627056481,
04.01.2019,1090.96,1118.03,1090.96,1118.03,294364853,146987795210,
03.01.2019,1069.39,1093.22,1063.63,1086.80,334969354,142881802584,
29.12.2018,1069.41,1074.19,1065.60,1068.72,79586645,140504809900,
28.12.2018,1055.08,1076.81,1055.08,1066.13,339705372,140163833675,
27.12.2018,1062.31,1073.76,1052.68,1056.61,405049471,138912705584,
26.12.2018,1051.55,1056.26,1045.30,1053.17,216421195,138459973208,
25.12.2018,1064.93,1064.93,1033.31,1048.71,269727291,137874369182,
24.12.2018,1073.14,1080.16,1066.36,1070.09,282755398,140684710989,
21.12.2018,1084.41,1089.88,1070.98,1077.17,645732711,141615665395,
20.12.2018,1096.71,1097.63,1081.28,1083.47,703467566,146613760235,
19.12.2018,1099.17,1103.49,1089.10,1099.63,542569727,148800245252,
18.12.2018,1110.35,1110.35,1095.48,1106.05,668082384,149669351098,
17.12.2018,1115.54,1126.93,1111.01,1113.44,445704294,150668724876,
14.12.2018,1130.53,1130.53,1111.79,1116.50,471863056,151082610166,
13.12.2018,1123.60,1131.41,1120.95,1129.35,485436062,152822048994,
12.12.2018,1135.59,1136.97,1122.18,1125.78,513882001,152339302483,
11.12.2018,1133.23,1143.15,1127.72,1134.71,528831544,153547686396,
10.12.2018,1151.15,1156.63,1135.39,1136.50,502580655,153789104274,
07.12.2018,1137.65,1163.61,1134.73,1157.94,643354202,156690792875,
06.12.2018,1154.13,1154.13,1121.57,1134.07,596392415,153460093502,
05.12.2018,1142.93,1153.00,1135.75,1153.00,507852875,156022426059,
04.12.2018,1156.01,1160.50,1150.16,1155.88,607322623,156411483360,
03.12.2018,1131.70,1162.72,1131.70,1154.18,787062449,156182490849,
30.11.2018,1139.27,1139.71,1119.50,1126.14,888879783,152387484056,
29.11.2018,1123.14,1146.22,1123.14,1141.30,767528366,154439405074,
28.11.2018,1099.75,1116.23,1096.28,1113.46,681309220,150671613836,
27.11.2018,1085.12,1101.96,1085.12,1098.59,630535051,148659021203,
26.11.2018,1115.68,1116.90,1072.69,1084.17,810008694,146707748768,
23.11.2018,1136.94,1136.94,1110.36,1113.52,519467479,150679195765,
22.11.2018,1131.27,1140.72,1127.02,1138.38,401307194,154044264324,
21.11.2018,1113.72,1131.05,1112.38,1127.42,527136299,152560473948,
20.11.2018,1139.97,1139.97,1107.43,1116.85,559660551,151130605546,
19.11.2018,1134.05,1143.11,1131.08,1135.71,466516465,153682009701,
16.11.2018,1140.12,1145.80,1130.46,1134.93,515481513,153577195734,
15.11.2018,1119.54,1134.79,1119.54,1131.13,537278477,153062890061,
14.11.2018,1095.60,1117.26,1088.13,1117.26,732777193,151186368230,
13.11.2018,1108.92,1117.66,1100.05,1100.05,651808681,148856682025,
12.11.2018,1113.74,1130.97,1113.74,1114.75,504860918,150846120675,
09.11.2018,1145.07,1145.07,1113.52,1121.38,717112672,151742910322,
08.11.2018,1161.99,1168.55,1152.64,1155.27,656501085,156329969101,
07.11.2018,1148.73,1164.84,1140.01,1164.27,739033660,157546987374,
06.11.2018,1133.18,1154.98,1133.18,1151.14,574106878,155769830636,
02.11.2018,1133.24,1142.77,1130.51,1134.80,605311887,153559680963,
01.11.2018,1125.14,1135.72,1119.49,1131.38,615549468,153096801876,
31.10.2018,1108.26,1126.21,1108.26,1126.21,614459024,152396613204,
30.10.2018,1105.82,1111.05,1094.54,1105.33,505003281,149571754476,
29.10.2018,1097.96,1115.70,1092.71,1112.61,469313254,150556274689,
26.10.2018,1118.40,1118.40,1087.74,1098.31,641383688,148621229645,
25.10.2018,1114.26,1122.11,1105.33,1120.69,710014059,151649825015,
24.10.2018,1111.42,1134.12,1108.37,1125.08,1210061773,152244646842,
23.10.2018,1111.93,1118.89,1103.17,1106.82,807830003,149772994878,
22.10.2018,1129.07,1140.54,1116.30,1116.56,685557356,151091673783,
19.10.2018,1139.87,1141.90,1124.78,1126.97,730244208,152499555386,
18.10.2018,1158.69,1158.69,1137.65,1140.17,468918012,154286116812,
17.10.2018,1168.53,1173.84,1153.94,1162.79,549053195,157347090089,
16.10.2018,1145.53,1166.65,1144.30,1165.87,516041542,157763816878,
15.10.2018,1146.14,1155.89,1139.66,1146.72,427792802,155172911934,
12.10.2018,1127.46,1149.43,1127.46,1141.35,542823287,154446314800,
11.10.2018,1123.66,1132.36,1112.49,1124.08,909982426,152109324447,
10.10.2018,1162.79,1169.85,1139.25,1143.35,634977466,154716479300,
09.10.2018,1163.93,1175.98,1156.38,1159.47,654154921,156897126642,
08.10.2018,1159.20,1165.35,1147.46,1158.25,530735965,156732984582,
05.10.2018,1155.59,1168.29,1151.78,1159.33,655708441,156879040747,
04.10.2018,1192.06,1192.21,1159.32,1160.76,738579834,157071897785,
03.10.2018,1178.97,1200.14,1178.97,1196.03,759923982,161844908675,
02.10.2018,1200.10,1202.16,1175.73,1181.61,563328879,159893972182,
01.10.2018,1192.55,1199.18,1180.96,1191.28,530338281,161201607163,
28.09.2018,1184.86,1192.04,1175.11,1192.04,796640642,161304790912,
27.09.2018,1160.29,1187.88,1158.76,1187.88,920090353,160742421666,
26.09.2018,1169.32,1174.15,1156.13,1160.78,564486824,157075577105,
25.09.2018,1163.88,1170.45,1156.59,1169.04,631567387,158192407896,
24.09.2018,1150.93,1163.85,1150.75,1162.98,582256177,157372154177,
21.09.2018,1141.45,1149.53,1136.17,1149.53,1008380094,155552427283,
20.09.2018,1134.06,1156.22,1133.03,1140.65,1184706129,154895225402,
19.09.2018,1124.80,1136.78,1122.49,1134.10,614970483,154005902093,
18.09.2018,1098.81,1123.03,1098.81,1123.03,625251559,152502429878,
17.09.2018,1093.15,1099.74,1086.34,1099.50,495032660,149307784608,
14.09.2018,1088.94,1097.36,1080.80,1094.73,622255864,148660190998,
13.09.2018,1067.83,1098.44,1067.83,1084.54,860728823,147276524479,
12.09.2018,1061.70,1074.79,1056.55,1071.32,584355529,145481233881,
11.09.2018,1042.98,1056.64,1040.89,1055.90,632284408,143386583487,
10.09.2018,1046.73,1052.54,1040.30,1043.46,489436183,141697781201,
07.09.2018,1056.02,1063.19,1048.86,1050.51,469226173,142655469375,
06.09.2018,1070.76,1079.45,1053.39,1054.36,427581532,143178291772,
05.09.2018,1078.99,1079.82,1068.88,1068.88,382102380,145149919719,
04.09.2018,1086.16,1088.55,1074.73,1082.21,388552573,146959852710,
03.09.2018,1093.34,1094.03,1082.40,1085.19,249383009,147364580501,
31.08.2018,1074.87,1096.09,1069.86,1092.29,542622071,148328361236,
30.08.2018,1090.56,1094.07,1072.95,1075.55,507313483,146055200661,
29.08.2018,1075.32,1085.01,1070.79,1085.01,431434211,148626309660,
28.08.2018,1079.50,1085.93,1075.30,1078.28,415852666,147705689019,
27.08.2018,1071.46,1084.92,1068.58,1084.13,380322658,148507036992,
24.08.2018,1043.56,1066.25,1040.73,1064.46,668722645,145811928493,
23.08.2018,1062.29,1066.61,1042.11,1043.99,735320959,143007775787,
22.08.2018,1075.29,1076.13,1055.93,1065.34,493548344,145932207966,
21.08.2018,1067.64,1074.10,1056.52,1072.12,387111045,146860914610,
20.08.2018,1064.75,1069.15,1061.56,1065.34,357456634,145931894945,
17.08.2018,1066.10,1069.19,1048.67,1052.74,366026880,144206054343,
16.08.2018,1062.11,1070.29,1058.39,1066.51,416019252,146092131481,
15.08.2018,1083.39,1083.85,1047.95,1055.24,610345394,144548894856,
14.08.2018,1067.88,1086.01,1065.19,1081.50,622816251,148145713836,
13.08.2018,1053.67,1069.55,1039.29,1059.76,733591637,145167782045,
10.08.2018,1084.36,1092.23,1056.93,1056.93,831906584,144779897057,
09.08.2018,1096.72,1098.80,1073.15,1097.33,991014982,150314106835,
08.08.2018,1145.28,1146.53,1110.52,1113.78,862209490,152568305130,
07.08.2018,1138.45,1152.10,1137.32,1147.16,521688707,157140438691,
06.08.2018,1142.74,1146.54,1131.83,1138.57,456971087,155963174914,
03.08.2018,1140.32,1145.08,1129.51,1145.08,574214407,156855711957,
02.08.2018,1155.29,1158.36,1134.84,1140.96,502410478,156290459961,
01.08.2018,1168.12,1170.02,1157.70,1160.09,418864556,158912101927,
31.07.2018,1159.23,1173.06,1156.40,1173.06,563423947,160688867957,
30.07.2018,1147.92,1162.42,1141.03,1162.42,436049815,159231292156,
27.07.2018,1147.86,1151.74,1137.91,1151.74,424322195,157767891444,
26.07.2018,1147.25,1153.12,1141.50,1148.79,526869376,157362960046,
25.07.2018,1128.58,1143.36,1124.58,1141.70,560668435,156392915108,
24.07.2018,1131.03,1146.27,1130.80,1143.81,443804107,156681100103,
23.07.2018,1116.33,1134.39,1116.33,1129.92,439904947,154778669463,
20.07.2018,1123.21,1129.95,1112.63,1114.59,760635669,152679274253,
19.07.2018,1149.26,1149.26,1120.30,1124.43,722577940,154026862352,
18.07.2018,1154.65,1157.23,1138.99,1144.72,568487952,156806627622,
17.07.2018,1175.35,1175.35,1155.29,1165.14,574322600,159602972786,
16.07.2018,1179.92,1191.76,1172.81,1180.64,506204091,161726137781,
13.07.2018,1177.16,1189.35,1175.54,1189.35,471066158,162920117831,
12.07.2018,1178.24,1183.45,1169.76,1177.50,508812604,161296403416,
11.07.2018,1202.08,1202.08,1180.41,1186.36,619842601,162510518906,
10.07.2018,1193.79,1202.42,1190.33,1202.42,584785261,164710603744,
09.07.2018,1176.52,1194.75,1176.52,1193.17,521169682,163442217004,
06.07.2018,1169.25,1176.62,1156.67,1173.47,545895316,160743850978,
05.07.2018,1145.68,1171.64,1143.34,1171.64,611032501,160493742545,
04.07.2018,1148.61,1151.91,1144.28,1147.53,292505799,157191392521,
03.07.2018,1151.91,1155.87,1143.31,1147.47,420160295,157183273608,
02.07.2018,1151.98,1162.59,1141.21,1151.66,598486821,157757220192,
29.06.2018,1134.74,1154.16,1134.47,1154.16,688233377,158098991222,
28.06.2018,1123.54,1129.77,1117.58,1125.13,522240653,154122119937,
27.06.2018,1119.42,1133.61,1106.25,1124.84,604712899,154082364526,
26.06.2018,1123.13,1130.49,1111.04,1113.60,440944644,152543871831,
25.06.2018,1119.36,1129.56,1118.66,1120.23,517670222,153451391726,
22.06.2018,1113.08,1131.73,1113.08,1125.41,739056537,154161250860,
21.06.2018,1115.63,1121.07,1108.36,1110.79,666302616,152034219206,
20.06.2018,1098.10,1121.99,1098.10,1119.21,652553758,153185576042,
19.06.2018,1100.54,1101.36,1077.52,1096.92,651262264,150134880525,
18.06.2018,1114.01,1115.09,1098.97,1100.63,553600427,150643527686,
15.06.2018,1134.17,1137.68,1115.03,1117.04,871173954,152889634738,
14.06.2018,1143.54,1148.86,1138.01,1140.97,486587028,156164366970,
13.06.2018,1141.27,1149.83,1134.85,1147.57,547249357,157067865030,
11.06.2018,1150.77,1157.75,1140.50,1142.02,295879111,156308299375,
09.06.2018,1146.97,1153.10,1146.97,1149.19,61349564,157288985329,
08.06.2018,1167.36,1167.45,1141.65,1142.90,733989405,156427987132,
07.06.2018,1182.02,1186.63,1171.22,1171.22,419911300,160304957631,
06.06.2018,1175.69,1179.26,1168.81,1177.73,466279965,161195307097,
05.06.2018,1179.01,1185.20,1168.42,1172.77,620939459,160516216730,
04.06.2018,1164.68,1183.01,1164.68,1179.78,431096835,161475862070,
01.06.2018,1159.63,1173.53,1159.26,1164.37,499063287,159367656550,
31.05.2018,1168.86,1175.94,1158.15,1162.98,1161533979,159176349183,
30.05.2018,1152.67,1168.27,1151.11,1162.96,624942642,159174213817,
29.05.2018,1170.15,1171.05,1146.31,1154.90,510602016,158070956848,
28.05.2018,1166.58,1170.27,1163.98,1167.21,255608587,159755813464,
25.05.2018,1174.95,1184.26,1164.63,1169.93,579858384,160128411687,
24.05.2018,1180.36,1184.78,1171.72,1173.63,493629125,160634976523,
23.05.2018,1192.38,1193.33,1173.74,1174.71,523428376,160782485802,
22.05.2018,1193.52,1202.04,1189.67,1202.04,468546042,164523123064,
21.05.2018,1178.00,1193.83,1174.86,1191.86,467509158,163129861011,
18.05.2018,1177.37,1185.82,1170.91,1173.14,585874209,160567211130,
17.05.2018,1195.42,1196.45,1181.61,1181.61,584174372,161726822784,
16.05.2018,1180.95,1190.87,1175.96,1189.77,792222415,162843460386,
15.05.2018,1198.64,1198.64,1171.48,1178.76,716391969,161336078449,
14.05.2018,1193.53,1203.99,1185.94,1202.56,516298628,164593569349,
11.05.2018,1183.11,1200.21,1181.58,1193.98,667711710,163419921711,
10.05.2018,1153.96,1182.14,1153.96,1179.63,720800089,161455144783,
08.05.2018,1147.81,1147.81,1131.77,1142.13,559710701,156323116496,
07.05.2018,1155.49,1161.25,1147.62,1153.85,372175831,157927401410,
04.05.2018,1138.98,1150.44,1135.83,1146.61,463184710,156936515438,
03.05.2018,1133.50,1150.36,1128.22,1128.22,693034933,154419882284,
02.05.2018,1153.31,1154.21,1133.40,1136.56,510130851,155560619766,
30.04.2018,1161.71,1169.51,1150.81,1153.96,401906657,157941706817,
28.04.2018,1166.30,1166.30,1160.07,1164.09,99853679,159328828275,
27.04.2018,1149.15,1167.23,1146.25,1167.12,733088838,159743805446,
26.04.2018,1138.10,1149.97,1131.00,1146.85,732167796,156968511489,
25.04.2018,1147.80,1149.29,1132.62,1137.62,653460348,155706532410,
24.04.2018,1151.97,1161.14,1148.76,1153.83,749884714,157923844329,
23.04.2018,1145.36,1147.52,1122.01,1144.66,1024185072,156669941924,
20.04.2018,1154.58,1154.58,1139.60,1145.80,536100202,156825641742,
19.04.2018,1164.12,1176.66,1147.98,1153.59,976338533,157892050727,
18.04.2018,1123.17,1154.55,1117.99,1154.55,1255836402,158023542878,
17.04.2018,1119.77,1129.82,1105.46,1121.48,1085263518,153496542878,
16.04.2018,1095.34,1104.02,1081.73,1085.16,1166885610,148525119749,
13.04.2018,1122.86,1137.01,1098.50,1104.51,1054465300,151174613088,
12.04.2018,1110.90,1135.62,1106.06,1125.09,1152449491,153991534079,
11.04.2018,1085.64,1097.25,1047.62,1083.53,1531246924,148302564971,
10.04.2018,1085.93,1111.43,1042.82,1090.79,1975890302,149296243608,
09.04.2018,1230.82,1230.82,1081.28,1094.98,2497006172,149870407852,
06.04.2018,1248.24,1250.60,1233.93,1236.48,616570741,169236137487,
05.04.2018,1244.96,1255.20,1243.29,1253.47,654418531,171562553858,
04.04.2018,1239.15,1241.58,1224.57,1240.39,600517846,169772636681,
03.04.2018,1238.14,1240.89,1228.78,1237.06,572597391,169315713970,
02.04.2018,1252.44,1259.59,1234.06,1234.06,429316646,168905683145,
30.03.2018,1253.78,1256.68,1245.77,1249.41,184050303,171005979936,
29.03.2018,1228.91,1248.11,1228.91,1246.98,576700696,170674254719,
28.03.2018,1237.98,1237.98,1222.47,1226.80,581278462,167912171945,
27.03.2018,1238.82,1251.08,1235.74,1243.99,591618180,170265226657,
26.03.2018,1256.89,1262.86,1229.42,1230.96,689029939,168481044693,
23.03.2018,1250.51,1262.08,1245.24,1261.44,707187929,172653467953,
22.03.2018,1280.14,1283.10,1255.50,1258.89,650634269,172304500458,
21.03.2018,1255.84,1271.73,1254.94,1270.08,788461177,173835546975,
