Дата,Цена,Откр.,Макс.,Мин.,Изм. 
30.11.1997,25.000,25.000,25.000,25.000,-16.67
16.11.1997,30.000,30.000,30.000,30.000,25.00
02.11.1997,24.000,24.000,24.000,24.000,0.00
26.10.1997,24.000,24.000,24.000,24.000,0.00
19.10.1997,24.000,24.000,24.000,24.000,0.00
12.10.1997,24.000,24.000,24.000,24.000,0.00
05.10.1997,24.000,24.000,24.000,24.000,0.00
28.09.1997,24.000,24.000,24.000,24.000,0.00
21.09.1997,24.000,24.000,24.000,24.000,0.00
14.09.1997,24.000,24.000,24.000,24.000,0.00
07.09.1997,24.000,24.000,24.000,24.000,0.00
31.08.1997,24.000,24.000,24.000,24.000,0.00
24.08.1997,24.000,24.000,24.000,24.000,-4.00
17.08.1997,25.000,25.000,25.000,25.000,0.00
10.08.1997,25.000,25.000,25.000,25.000,38.89
03.08.1997,18.000,18.000,18.000,18.000,-28.00
27.07.1997,25.000,25.000,25.000,25.000,0.00
20.07.1997,25.000,25.000,25.000,25.000,0.00
13.07.1997,25.000,25.000,25.000,25.000,0.00
06.07.1997,25.000,25.000,25.000,25.000,4.17
29.06.1997,24.000,24.000,24.000,24.000,-14.29
22.06.1997,28.000,28.000,28.000,28.000,-5.08
15.06.1997,29.500,29.500,29.500,29.500,-46.36
08.06.1997,55.000,55.000,55.000,55.000,83.33
01.06.1997,30.000,30.000,30.000,30.000,0.00
25.05.1997,30.000,30.000,30.000,30.000,3.45
18.05.1997,29.000,29.000,29.000,29.000,-3.33
11.05.1997,30.000,30.000,30.000,30.000,-25.00
04.05.1997,40.000,40.000,40.000,40.000,0.00
27.04.1997,40.000,40.000,40.000,40.000,0.00
20.04.1997,40.000,40.000,40.000,40.000,0.00
13.04.1997,40.000,40.000,40.000,40.000,0.00
06.04.1997,40.000,40.000,40.000,40.000,0.00
30.03.1997,40.000,40.000,40.000,40.000,0.00
23.03.1997,40.000,40.000,40.000,40.000,100.00
16.03.1997,20.000,20.000,20.000,20.000,-33.33
02.02.1997,30.000,30.000,30.000,30.000,-33.33
26.01.1997,45.000,45.000,45.000,45.000,12.50
19.01.1997,40.000,40.000,40.000,40.000,-21.57
29.12.1996,51.000,51.000,51.000,51.000,-32.00
08.12.1996,75.000,75.000,75.000,75.000,66.67
01.12.1996,45.000,45.000,45.000,45.000,0.00
17.11.1996,45.000,45.000,45.000,45.000,-10.00
27.10.1996,50.000,50.000,50.000,50.000,0.00
20.10.1996,50.000,50.000,50.000,50.000,-16.67
13.10.1996,60.000,60.000,60.000,60.000,0.00
06.10.1996,60.000,60.000,60.000,60.000,-7.69
29.09.1996,65.000,65.000,65.000,65.000,-18.75
22.09.1996,80.000,80.000,80.000,80.000,0.00
15.09.1996,80.000,80.000,80.000,80.000,-5.88
04.08.1996,85.000,85.000,85.000,85.000,-5.56
28.07.1996,90.000,90.000,90.000,90.000,-9.09
09.06.1996,99.000,99.000,99.000,99.000,0.00
02.06.1996,99.000,99.000,99.000,99.000,0.00
26.05.1996,99.000,99.000,99.000,99.000,4.21
10.03.1996,95.000,95.000,95.000,95.000,0.00
03.03.1996,95.000,95.000,95.000,95.000,0.00
25.02.1996,95.000,95.000,95.000,95.000,-20.83
04.02.1996,120.000,120.000,120.000,120.000,0.00
28.01.1996,120.000,120.000,120.000,120.000,-11.11
21.01.1996,135.000,135.000,135.000,135.000,8.00
14.01.1996,125.000,125.000,125.000,125.000,-3.85
07.01.1996,130.000,130.000,130.000,130.000,-7.14
31.12.1995,140.000,140.000,140.000,140.000,-6.67
24.12.1995,150.000,150.000,150.000,150.000,0.00
17.12.1995,150.000,150.000,150.000,150.000,20.00
10.12.1995,125.000,125.000,125.000,125.000,0.00
03.12.1995,125.000,125.000,125.000,125.000,0.00
26.11.1995,125.000,125.000,125.000,125.000,-3.85
19.11.1995,130.000,130.000,130.000,130.000,0.00
12.11.1995,130.000,130.000,130.000,130.000,0.00
05.11.1995,130.000,130.000,130.000,130.000,-35.00
29.10.1995,200.000,200.000,200.000,200.000,81.82
22.10.1995,110.000,110.000,110.000,110.000,0.00
15.10.1995,110.000,110.000,110.000,110.000,0.00
08.10.1995,110.000,110.000,110.000,110.000,-8.33
01.10.1995,120.000,120.000,120.000,120.000,20.00
24.09.1995,100.000,100.000,100.000,100.000,11.11
17.09.1995,90.000,90.000,90.000,90.000,-33.33
10.09.1995,135.000,135.000,135.000,135.000,50.00
03.09.1995,90.000,90.000,90.000,90.000,-10.00
20.08.1995,100.000,100.000,100.000,100.000,-16.67
18.06.1995,120.000,120.000,120.000,120.000,20.00
11.06.1995,100.000,100.000,100.000,100.000,0.00
04.06.1995,100.000,100.000,100.000,100.000,0.00
28.05.1995,100.000,100.000,100.000,100.000,-25.93
21.05.1995,135.000,135.000,135.000,135.000,-12.90
14.05.1995,155.000,155.000,155.000,155.000,3.33
07.05.1995,150.000,150.000,150.000,150.000,7.14
30.04.1995,140.000,140.000,140.000,140.000,0.00
23.04.1995,140.000,140.000,140.000,140.000,-6.67
16.04.1995,150.000,150.000,150.000,150.000,-18.92
09.04.1995,185.000,185.000,185.000,185.000,0.00
02.04.1995,185.000,185.000,185.000,185.000,0.00
26.03.1995,185.000,185.000,185.000,185.000,0.00
19.03.1995,185.000,185.000,185.000,185.000,0.00
