ƒата,1 день,от 2 до 7 дн.,от 8 до 30 дн.,от 31 до 90 дн.,от 91 до 180 дн.,от 181 дн. до 1 года
02.07.2014,7.94,8.3,8.92,9.1,9.91,
03.07.2014,7.34,7.5,8.9,9.13,,9.64
04.07.2014,7.25,8.33,8.7,9,,
07.07.2014,7.75,10.07,8.25,10.58,9.82,10.15
08.07.2014,7.5,8.65,9,9.2,,
09.07.2014,6.99,7.8,8.42,,,10.1
10.07.2014,7.94,8.71,8.75,9.65,,
11.07.2014,8.37,8.54,8.8,9.15,9.5,
14.07.2014,8.42,11.79,8.75,,10.89,10.2
15.07.2014,8.51,8.72,9.5,,,
16.07.2014,8.29,8.5,9.1,9.95,10,10.64
17.07.2014,8.2,9.75,8.75,,,
18.07.2014,8.4,8.39,9.1,,,
21.07.2014,8.63,8.55,8.91,9.15,10.79,
22.07.2014,8.56,8.76,8.75,,9.5,
23.07.2014,8.36,8.6,9.25,9.75,9.5,
24.07.2014,8.18,8.7,8.89,9.1,9.5,
25.07.2014,8.42,8.7,9.06,10.3,12,
28.07.2014,8.98,8.9,9.07,10.47,,
29.07.2014,8.89,9.25,9.45,10.35,,
30.07.2014,8.64,9.11,9.28,9.55,,
31.07.2014,8.17,8.75,8.98,9.51,,6.5
01.08.2014,7.61,8.8,9.25,9.74,10.16,11
04.08.2014,7.42,8.21,8.85,9.19,,11.23
05.08.2014,7.34,8.4,8.6,,3,
06.08.2014,7.47,8.25,13,,,11.23
07.08.2014,7.4,7.5,9.93,10.39,,
08.08.2014,7.47,7.81,9.01,10.6,10.4,10.6
11.08.2014,8.26,8.4,8.55,10.7,10.4,
12.08.2014,8.19,8.91,9.7,9.9,,
13.08.2014,7.85,8.25,8.35,9.75,,
14.08.2014,7.49,8.26,9.5,9.7,,11.2
15.08.2014,7.44,8.02,10.96,,,
18.08.2014,7.77,8,8.65,9.62,12,
19.08.2014,8.28,8.54,8.35,10.85,,11.15
20.08.2014,8.16,8.25,8.8,12.75,,
21.08.2014,8.06,8.35,8.32,10.73,,
22.08.2014,8.1,9.15,9.22,12.89,,
25.08.2014,8.33,8.55,9.19,,,
26.08.2014,8.36,8.48,8.6,10.6,,10.56
27.08.2014,8.14,8.45,9.3,9.75,,10.15
28.08.2014,8.14,8.55,9.06,10.37,10.3,10.25
29.08.2014,8.14,8.31,8.91,10.06,,
01.09.2014,8.12,8.41,9.36,11.59,,10.79
02.09.2014,7.97,8.34,8.3,10.64,,11.3
03.09.2014,7.76,8.25,9.3,,10.5,11.35
04.09.2014,7.51,7.75,9,9.25,8.3,
05.09.2014,7.36,7.72,8.94,9.95,,10.71
08.09.2014,7.28,7.5,8.8,9.25,,
09.09.2014,7.22,7.95,8.7,10.59,10,11.1
10.09.2014,7.65,8.15,8.65,11.78,10.35,11.3
11.09.2014,7.83,7.89,8.9,,,10.77
12.09.2014,8.04,8.5,8.7,10.6,11,
15.09.2014,8.18,8.28,8.75,10.82,8,11.35
16.09.2014,8.56,9,,9.1,,10.79
17.09.2014,8.8,9.14,9.35,,,
18.09.2014,8.38,9.01,9.15,8.15,11,14
19.09.2014,7.97,8.76,8.89,12.08,13.72,10.95
22.09.2014,8.2,8.94,9.2,9.82,10.17,9.12
23.09.2014,8.05,8.42,9,8,,
24.09.2014,7.88,8.31,8.7,10.5,,
25.09.2014,7.92,8.59,9.19,10.62,,11.9
26.09.2014,8.1,8.8,8.8,10.6,,
29.09.2014,8.01,8.51,9,10.6,14.27,
30.09.2014,8.09,8.93,9.5,9.75,,11.65
01.10.2014,7.88,8.5,9.5,10.5,,
02.10.2014,7.68,8.37,8.71,11,,
03.10.2014,7.31,7.84,8.8,9.95,,13.1
06.10.2014,7.25,8.08,8.83,9.5,14,11.7
07.10.2014,7.24,7.7,8.96,10.04,,11.95
08.10.2014,7.49,8.06,8.77,9.55,,
09.10.2014,7.5,8,8.51,11,,10.77
10.10.2014,8.08,7.95,9.02,10.6,11.82,
13.10.2014,8.17,8.38,8,9.51,,12.46
14.10.2014,8.5,8.75,10.6,9.75,,12.82
15.10.2014,8.63,9,9.15,,,
16.10.2014,8.57,9.14,9.12,10.6,,
17.10.2014,8.42,8.8,10.62,13.61,,3
20.10.2014,8.62,8.69,9.23,11.13,,
21.10.2014,8.61,8.83,9.05,10.1,,
22.10.2014,8.45,8.6,8.8,11,10.25,11.77
23.10.2014,8.57,8.74,9.05,10.75,,
24.10.2014,8.55,8.9,8.75,10.55,10.25,13.15
27.10.2014,8.63,8.8,9,10.79,,
28.10.2014,8.72,8.9,10.46,11.12,,10.79
29.10.2014,8.78,8.96,9.2,10.56,,13.15
30.10.2014,8.78,9.3,9.46,10.6,,10.82
31.10.2014,9.1,9.82,9.54,10.2,12.62,12.92
05.11.2014,10.3,10.16,10.61,11.45,,
06.11.2014,10.22,10.32,10.72,11.1,,13.29
07.11.2014,9.79,10.25,11.05,,,13.25
10.11.2014,10.01,10.03,11.6,10.8,,12.8
11.11.2014,9.9,10.26,10.56,10.6,,
12.11.2014,10.09,10.4,10.75,9.75,,
13.11.2014,9.79,10.28,10.79,11.3,12.32,13.15
14.11.2014,9.69,10.5,10.6,12.38,,
17.11.2014,9.93,10.26,10.55,10.8,,
18.11.2014,9.89,10.12,10.65,10.6,,
19.11.2014,10.04,10.3,10.79,10.78,,
20.11.2014,10.25,10.36,10.75,11,,
21.11.2014,10.56,10.65,10.7,14.17,12.85,
24.11.2014,10.73,11.15,11.5,12.13,12.25,
25.11.2014,10.91,11.2,11.3,11.7,,13.15
26.11.2014,10.6,10.79,11.5,11.8,,
27.11.2014,10.44,10.96,11.15,13.19,11.72,
28.11.2014,10.66,11.1,11.4,11.7,,14.29
01.12.2014,10.28,10.94,11.29,,,
02.12.2014,9.8,10.13,11.06,13.36,,
03.12.2014,9.42,10.09,11.08,12.5,5,
04.12.2014,9.38,10.13,11.02,14.5,,
05.12.2014,9.71,10.46,11.78,14.46,,
08.12.2014,10.11,10.84,9.75,12.96,,
09.12.2014,10.28,10.83,9.75,12.57,,13.15
10.12.2014,10.66,11.05,10,14,,
11.12.2014,11.6,12.26,,17.5,13.65,
12.12.2014,11.77,12.37,12.6,11.16,11,
15.12.2014,11.88,12.2,12.75,12.44,,
16.12.2014,19.85,21.2,16.19,9.02,,
17.12.2014,22.08,21.95,19,,,
18.12.2014,28.25,30.1,23.71,,25,
19.12.2014,24.03,17.09,18,29.16,,19.69
22.12.2014,23.71,26.04,30.54,9.75,8,
23.12.2014,20.21,22.73,22.5,,,
24.12.2014,18.38,21.22,22.93,22,,
25.12.2014,16.9,20.8,23,25.37,,
26.12.2014,17.01,18.9,20.55,25.28,,
29.12.2014,17.32,21.37,22.36,23.49,24.9,
30.12.2014,17.07,19.89,21.1,24.16,,18
31.12.2014,16.08,22.2,16,,19,
12.01.2015,17.52,18,20,21.53,,
13.01.2015,17,17.8,21.14,25,,
14.01.2015,17.05,18.25,20.34,22.68,,
15.01.2015,17.08,18,20,21,15,
16.01.2015,16.84,17.6,,21,17.94,
19.01.2015,16.95,12.24,19.35,21,15,
20.01.2015,16.99,17.74,,21.77,,
21.01.2015,16.99,19.27,21,,,
22.01.2015,16.93,,,,,
23.01.2015,16.75,17.25,19.2,,,
26.01.2015,16.81,18.82,,,,
27.01.2015,17.23,17.69,,,,
28.01.2015,16.96,17.6,,20.72,,
29.01.2015,16.73,16.92,,22.5,,
30.01.2015,16.64,17.01,18.71,,,
02.02.2015,14.95,17.36,,,,
03.02.2015,14.87,,,,,
04.02.2015,14.81,17.76,,18.02,,
05.02.2015,14.63,16.57,,,,
06.02.2015,14.75,14.98,16.69,,,
09.02.2015,14.9,15.2,,,,
10.02.2015,15.38,,16.57,,,
11.02.2015,15.34,15.86,,,,
12.02.2015,15.19,16.99,,,,
13.02.2015,15.22,15.25,,17.6,,
16.02.2015,15.1,,12,,,
17.02.2015,15.3,,15.27,19.84,,
18.02.2015,15.06,15.88,16.15,,,
19.02.2015,15.07,15.5,15.97,17.54,,
20.02.2015,15.03,15.62,16.11,17.55,,
24.02.2015,15.19,15.49,,17.5,,
25.02.2015,15.31,16.35,,15.91,,
26.02.2015,15.61,,17.91,16.26,,
27.02.2015,15.5,,,17.08,,
02.03.2015,15.7,,,,,
03.03.2015,15.66,16.27,15.97,,,
04.03.2015,15.59,15.73,,17.45,,
05.03.2015,15.54,15.9,16.29,15.75,,
06.03.2015,15.16,15.76,,,,
10.03.2015,15.4,14.84,,,,
11.03.2015,15.23,15.64,15.58,15.14,,
12.03.2015,14.88,16.15,,,,
13.03.2015,14.42,15.79,15.09,16.93,,
16.03.2015,14.14,14.96,,,,
17.03.2015,14.44,15,,,,
18.03.2015,14.8,14.7,14.84,16.06,,
19.03.2015,14.79,15.19,14.95,15,,
20.03.2015,14.6,15.21,19,14.15,,
23.03.2015,14.5,15.24,16.5,,,
24.03.2015,14.53,14.6,15.2,,,
25.03.2015,14.72,,,,,
26.03.2015,14.72,16.48,,,,
27.03.2015,14.75,15.15,,16.53,,
30.03.2015,14.71,17.75,16.16,15,,
31.03.2015,14.68,14.41,,16.12,,
01.04.2015,14.37,14.4,14.99,,,
02.04.2015,14.27,14.88,15.32,,,
03.04.2015,14.22,15.32,,16.83,,
06.04.2015,14.1,,,,,
07.04.2015,13.75,15.67,,,15.91,
08.04.2015,13.76,13.75,,14.15,,
09.04.2015,13.6,,14.57,,,
10.04.2015,14.1,,14.2,15.86,,
13.04.2015,14.48,15.67,,18.33,,
14.04.2015,14.67,12.98,,,,
15.04.2015,14.68,,,14.79,,
16.04.2015,14.78,17.33,,13.38,,
17.04.2015,14.8,13.71,,13.33,,
20.04.2015,14.88,15.34,,,,
21.04.2015,14.84,,,16.07,,
22.04.2015,14.44,14.7,,,13.98,
23.04.2015,13.67,14.51,,,,
24.04.2015,14,14.16,,15.66,,
27.04.2015,14.56,14.36,,,,
28.04.2015,14.51,,14.5,,,
29.04.2015,14.78,14.97,15.43,14.52,,
30.04.2015,14.61,,14.51,14.85,,
05.05.2015,13.16,13.48,13.25,,,
06.05.2015,12.89,13.38,13.26,13.65,,
07.05.2015,12.46,12.77,,,,
08.05.2015,11.91,,,,,
12.05.2015,12.72,12.94,12.81,,,
13.05.2015,13.02,13.08,13.35,,,
14.05.2015,13.12,13.15,13.33,11.13,,
15.05.2015,13.22,13.12,,11.5,,
18.05.2015,13.26,13.13,,12.55,,
19.05.2015,13.18,12.99,,,,
20.05.2015,12.65,13.18,13.2,,,
21.05.2015,12.13,12.75,13.51,,,
22.05.2015,12.2,12.57,,13.2,,
25.05.2015,12.74,12.45,15.54,15.1,,
26.05.2015,13.13,13.6,13.29,,,
27.05.2015,13.01,12.57,13.25,15.13,,
28.05.2015,12.96,13,13.29,15.57,,
29.05.2015,13.15,12.54,12.69,,,
01.06.2015,12.84,13,,14.4,,
02.06.2015,12.6,12.67,,12.67,,
03.06.2015,12.81,13.08,,,,
04.06.2015,13.11,13,13.71,12.79,,
05.06.2015,13.13,14.53,11.85,,,
08.06.2015,13.18,11.4,13.1,15,,
09.06.2015,13.12,13,,14.04,,
10.06.2015,12.99,13.02,,12.93,,11.59
11.06.2015,12.69,12.65,13.51,12.91,,
15.06.2015,12.75,13.32,,13.66,,
16.06.2015,12.13,12.02,12.21,13.64,,
17.06.2015,12.11,12.16,12.35,,,
18.06.2015,12.16,12.52,13.1,12.41,,
19.06.2015,12.04,12.36,,,,
22.06.2015,12.05,12.07,,12.35,,
23.06.2015,11.93,12.25,12.51,,,
24.06.2015,12.04,13.26,,,,
25.06.2015,12.15,11.67,,,,
26.06.2015,12.17,12.23,12.25,13.41,,
29.06.2015,12.26,12.27,,17.13,,
30.06.2015,12.31,12.62,14.15,11.16,,
01.07.2015,12.08,12.14,12.28,10.69,,
02.07.2015,11.9,11.95,12.85,9.85,,
03.07.2015,11.39,12.25,12,,,
06.07.2015,11.01,14.51,12.16,,,
07.07.2015,10.68,11.44,13.42,13.85,,13.5
08.07.2015,10.75,12.21,12,15.21,,
09.07.2015,10.77,11.2,12.15,12.35,,
10.07.2015,11.56,13.58,12.97,14.36,,
13.07.2015,11.93,11.3,12.2,12.47,,
14.07.2015,11.86,,12,8.89,,
15.07.2015,12.06,,13.34,13.05,,14.17
16.07.2015,12.14,12.6,12.39,13.16,,
17.07.2015,12.17,14.36,12.35,,,
20.07.2015,12.19,12.18,12.32,,,
21.07.2015,12.16,11.82,,17.59,,
22.07.2015,11.74,12.24,11.9,16.73,,
23.07.2015,10.98,11.89,12.5,15.77,,
24.07.2015,10.96,11.2,13,12.77,,
27.07.2015,11.64,11.95,,11.43,,
28.07.2015,11.6,11.27,11.85,11.85,,10.99
29.07.2015,11.29,12.38,11.87,12.81,,
30.07.2015,10.99,,11.64,17.5,,
31.07.2015,11.21,11.24,11.5,,,
03.08.2015,10.51,10.97,11.43,11.67,,
04.08.2015,10.22,10.93,10.86,11.98,,
05.08.2015,10.2,11.36,11.75,,,
06.08.2015,10.24,,11.48,12.47,,
07.08.2015,10.15,11.84,,12.82,,
10.08.2015,10.44,10.52,8.5,12.8,,
11.08.2015,10.63,11.44,11,13.83,,
12.08.2015,10.65,12.63,11.7,15.29,,
13.08.2015,10.86,11.5,12.16,12.59,,
14.08.2015,11.22,,,13.7,,
17.08.2015,11.19,11.25,11.53,,,
18.08.2015,11.19,12.49,,15,,
19.08.2015,11.2,11.31,,,,
20.08.2015,11.08,11.81,11.72,14.43,,
21.08.2015,11.06,11.25,,12.23,,
24.08.2015,11.11,11.52,,,,
25.08.2015,11.27,11.14,11.77,15.4,,
26.08.2015,11.25,,11.41,,,
27.08.2015,11.24,,12.06,17.15,,
28.08.2015,11.16,11.21,,,,
31.08.2015,11.15,10.41,11.6,16.94,,
01.09.2015,10.88,10.79,,,,
02.09.2015,10.66,11.51,11.55,,,
03.09.2015,10.72,,11.64,,,
04.09.2015,10.62,10.3,,13.95,,
07.09.2015,10.52,,,,,
08.09.2015,10.53,11.34,10.82,,,
09.09.2015,10.32,,12.8,,,
10.09.2015,10.65,,,,,
11.09.2015,11.17,11.09,,,,
14.09.2015,11.57,,11.51,14.48,,
15.09.2015,11.7,13.61,11.75,,,
16.09.2015,11.61,11.72,11.72,9.85,,
17.09.2015,11.45,,11.75,,,
18.09.2015,11.45,11.32,11.74,,,
21.09.2015,11.56,11.52,,,,
22.09.2015,11.68,12.38,,,,
23.09.2015,11.31,11.74,11.75,,,
24.09.2015,11.05,,,,,
25.09.2015,11.47,11.75,,,,
28.09.2015,11.44,,11.77,12.58,,
29.09.2015,11.34,11.82,,14.11,11.27,
30.09.2015,11.52,,,10.13,,
01.10.2015,11.28,11.5,11.48,,,
02.10.2015,11.34,11.63,,15.23,,
05.10.2015,10.8,11.32,,17,,
06.10.2015,10.28,11.5,,15.39,,
07.10.2015,10.31,,11.2,11.68,,
08.10.2015,10.41,,11.2,,,
09.10.2015,10.49,10.42,,,,
12.10.2015,11.04,11.17,11.49,13.92,,
13.10.2015,11.36,11.85,,,,
14.10.2015,11.27,,11.65,,,
15.10.2015,11.32,11.68,13.48,,,
16.10.2015,11.41,,11.55,14.39,,
19.10.2015,11.33,11.6,,14.44,,
20.10.2015,11.34,,11.55,11.53,,
21.10.2015,11.35,,,13.46,,
22.10.2015,11.32,12.09,11.02,14.74,,
23.10.2015,11.42,11.85,11.5,11.5,,
26.10.2015,11.47,11.53,,11.74,,
27.10.2015,11.38,10.54,,,,
28.10.2015,11.48,,11.39,,,
29.10.2015,11.35,,11.6,13.25,,
30.10.2015,11.35,,,15.47,,
02.11.2015,11.35,11.18,11.65,14.91,,
03.11.2015,11.36,11.59,,14.43,,
05.11.2015,11.3,11.15,,11.7,,
06.11.2015,11.4,11.65,11.64,12.75,,
09.11.2015,10.9,11.25,11.97,11,,
10.11.2015,11.46,11.11,11.65,,,
11.11.2015,11.38,,,14.12,,
12.11.2015,11.53,,11.57,15.69,,
13.11.2015,11.52,11.69,11.7,12.46,,
16.11.2015,11.48,,11.84,,,
17.11.2015,11.62,,,,11.08,
18.11.2015,11.59,,,,,
19.11.2015,11.58,,,13.2,,
20.11.2015,11.59,12.75,,13.43,,
23.11.2015,11.42,,,,,
24.11.2015,11.55,,,13.2,,
25.11.2015,11.27,11.16,,13.2,,
26.11.2015,11.47,12.17,11.75,13.2,,
27.11.2015,11.42,12.75,,13.2,,
30.11.2015,11.31,12.19,,12.92,,
01.12.2015,11.23,,11.22,,,
02.12.2015,11.1,10.97,11.39,,,
03.12.2015,10.86,12.5,11.29,12.2,,
04.12.2015,11,,12.42,,,
07.12.2015,11.45,11.24,,,,
08.12.2015,11.78,11.69,,12.96,,
09.12.2015,11.32,,,,,
10.12.2015,11.55,,,11.52,,
11.12.2015,11.51,,,13.2,,
14.12.2015,11.49,11,11.52,13.02,,
15.12.2015,11.44,15.86,,13.2,,
16.12.2015,11.24,11.65,,13.17,,
17.12.2015,11.37,11.44,11.56,11.21,,
18.12.2015,11.32,,,15.02,,
21.12.2015,11.21,13.01,,13.2,,
22.12.2015,11.06,11.84,,,,
23.12.2015,10.89,11.5,11.84,,,
24.12.2015,10.87,10.22,11.43,13.43,,
25.12.2015,11.14,,11.17,,,
28.12.2015,10.8,11,10.81,12.38,,
29.12.2015,11.09,11.52,10.98,,,
30.12.2015,11.05,11.21,,11.93,,
31.12.2015,7.76,,,,,
11.01.2016,10.88,11.25,11.98,,,
12.01.2016,10.93,11.26,11.74,,,
13.01.2016,11.05,12.67,11.57,,,
14.01.2016,11.07,,,,,
15.01.2016,10.98,,11.73,12.13,,
18.01.2016,11.03,11.25,11.59,12.95,,
19.01.2016,11.05,11.89,,12.44,,
20.01.2016,11,11.25,,11.57,,
21.01.2016,11.01,,,12.65,,
22.01.2016,10.97,,11.55,,,
25.01.2016,11.03,,,15.06,,
26.01.2016,11.01,12.27,,12.93,,
27.01.2016,11.09,11.87,11.5,11.32,,
28.01.2016,11.04,11.51,,13.14,,
29.01.2016,11.12,,11.5,12.58,,
01.02.2016,10.92,11,12.04,,,
02.02.2016,10.67,11.04,,,,
03.02.2016,10.93,11.25,,,,
04.02.2016,10.95,11.02,,,,
05.02.2016,10.82,,,,,
08.02.2016,10.66,10.5,12.47,,,
09.02.2016,10.5,12,11.55,,,
10.02.2016,10.82,,11.11,,,
11.02.2016,10.68,11,,,,
12.02.2016,10.73,10.89,,,,
15.02.2016,10.72,10.5,11,,,
16.02.2016,10.86,,11.5,,,
17.02.2016,11.04,11.08,11.27,,,
18.02.2016,10.93,11.53,,,,
19.02.2016,10.99,10.9,11.44,,,
20.02.2016,10.91,,,,,
24.02.2016,10.88,11.57,11.35,,,
25.02.2016,11.01,11.25,11.22,,,
26.02.2016,11.01,10.95,14.45,12.75,,
29.02.2016,10.82,10.82,11.28,,,
01.03.2016,10.87,11.29,11.49,,,
02.03.2016,10.89,10.87,10.41,,,
03.03.2016,10.98,11.28,,11.53,,
04.03.2016,10.83,10.72,,,,
09.03.2016,10.88,10.97,11.5,,,
10.03.2016,10.87,10.96,12.64,,,
11.03.2016,10.93,,11.5,,,
14.03.2016,10.96,,10.58,,,
15.03.2016,11.08,11.13,,,,
16.03.2016,10.99,11.11,,11.91,,
17.03.2016,10.94,11.05,11.43,12.63,,
18.03.2016,10.8,11.17,,,,
21.03.2016,10.82,,11.34,,,
22.03.2016,10.73,12.06,,,,
23.03.2016,10.66,,11.55,15.95,,
24.03.2016,10.75,11.25,,,,
25.03.2016,11.06,12.53,,,,
28.03.2016,11.17,,,11.25,,
29.03.2016,11.09,12.03,11.61,11.74,,
30.03.2016,11.14,11.55,,11.37,,
31.03.2016,11.31,11.5,11.39,,,
01.04.2016,11.03,11.31,11.5,,,
04.04.2016,10.56,,,,,
05.04.2016,10.41,11,11.26,,,
06.04.2016,10.78,11.25,11.21,,,
07.04.2016,10.85,,12.05,12.73,,
08.04.2016,10.86,,,12.23,,
11.04.2016,10.8,10.66,11.25,,,
12.04.2016,10.77,11.02,11.25,,,
13.04.2016,10.66,10.82,11.25,,,
14.04.2016,10.77,,11.11,,,
15.04.2016,10.9,11.07,,,,10.65
18.04.2016,10.95,10.82,,,,
19.04.2016,10.95,10.89,,11.24,,
20.04.2016,10.66,10.99,,,,
21.04.2016,10.41,10.79,11.21,,,
22.04.2016,10.39,,,,,
25.04.2016,10.65,10.23,,,12.16,
26.04.2016,10.62,,,14,,
27.04.2016,10.58,,,10.53,,
28.04.2016,10.81,,12.46,,10.25,
29.04.2016,10.98,10.91,,,,
04.05.2016,11,11,,,,
05.05.2016,10.94,11,,,,
06.05.2016,10.48,10.36,,,,
10.05.2016,10.32,10.01,,,,
11.05.2016,10.47,11.52,,,,
12.05.2016,10.99,11.01,11,11,,
13.05.2016,11.13,11.01,11.15,,,
16.05.2016,11.31,,,11.2,,
17.05.2016,11.19,11.04,11.23,,,
18.05.2016,11.17,11.93,,15.97,,
19.05.2016,11.18,11.25,12.97,,,10.68
20.05.2016,11.23,11.15,12.65,,,
23.05.2016,11.21,11.01,,,,
24.05.2016,11.29,,,,,
25.05.2016,11.28,11.76,12.35,,,
26.05.2016,11.21,,12.34,,,
27.05.2016,11.25,11.37,11.8,,,
30.05.2016,11.26,11.3,11.3,,,
31.05.2016,11.29,10.49,,12.5,,
01.06.2016,11.32,11.26,11.33,12.04,,
02.06.2016,11.34,11.3,,,,
03.06.2016,11.28,,11.35,,,
06.06.2016,11.01,10.92,,,,
07.06.2016,10.75,,,,,
08.06.2016,11.01,10.83,,11.4,,
09.06.2016,10.86,11.44,,,,
10.06.2016,10.74,,11.31,,,
14.06.2016,10.38,10.77,10.98,10.76,,
15.06.2016,10.6,10.72,10.73,12.11,,
16.06.2016,10.51,11.46,12.06,,,
17.06.2016,10.42,10.31,12.66,,,
20.06.2016,10.41,10.37,,,,
21.06.2016,10.31,10.44,11,,,
22.06.2016,10.29,10.63,,,,
23.06.2016,10.2,11.63,,,,
24.06.2016,10.1,10.46,11.99,11.24,,
27.06.2016,10.45,,,12.78,,
28.06.2016,10.54,10.45,10.53,,,
29.06.2016,10.48,10.88,10.59,,,
30.06.2016,10.42,10.46,11.56,,,
01.07.2016,10.3,10.26,,,,
04.07.2016,10.11,10.15,9.77,,,
05.07.2016,10.13,10.93,,,,
06.07.2016,10.3,10.54,,,,
07.07.2016,10.32,,,10.02,,
08.07.2016,10.36,,11.5,10.75,,
11.07.2016,10.33,10.32,10.5,,,
12.07.2016,10.37,10.76,10.7,,,
13.07.2016,10.42,10.66,10.52,,,
14.07.2016,10.38,,11.62,,,
15.07.2016,10.3,,12.61,,,
18.07.2016,10.48,11.64,,,,
19.07.2016,10.47,10.63,,,,
20.07.2016,10.47,10.63,,,11.25,
21.07.2016,10.48,,,,,
22.07.2016,10.31,10.51,11.66,10.54,,
25.07.2016,10.48,10.51,10.81,,,
26.07.2016,10.55,11.03,,,,
27.07.2016,10.51,10.5,10.55,,,
28.07.2016,10.53,13.03,11.78,11.83,,
29.07.2016,10.36,10.75,,,,
01.08.2016,10.25,11.64,10.5,10.55,,
02.08.2016,10.13,10.32,,,,
03.08.2016,10.39,10.65,,,,
04.08.2016,10.41,10.4,,16,,
05.08.2016,10.4,10.5,,11.71,,
08.08.2016,10.4,11.02,12.19,,,
09.08.2016,10.4,10.53,12.53,,,
10.08.2016,10.41,10.43,10.5,,,
11.08.2016,10.37,10.59,11.21,,,
12.08.2016,10.38,10.43,12.05,,,
15.08.2016,10.41,10.6,,,,
16.08.2016,10.42,10.64,,,,
17.08.2016,10.42,10.5,,,,
18.08.2016,10.41,10.92,,,,
19.08.2016,10.38,10.44,,,,
22.08.2016,10.36,11.1,12.19,,,
23.08.2016,10.27,10.6,,10.01,,
24.08.2016,10.1,9.8,,10.1,,
25.08.2016,10.25,10.61,,,,
26.08.2016,10.35,10.44,,,,
29.08.2016,10.33,11.21,,,,
30.08.2016,10.3,,10.35,,,
31.08.2016,10.27,9.79,10.5,10.4,,
01.09.2016,10.3,10.23,10.19,,,
02.09.2016,10.29,11.11,10.59,,,
05.09.2016,10.32,10.46,,,,
06.09.2016,10.34,,,,,
07.09.2016,10.25,10.24,10.38,,,
08.09.2016,10.28,10.48,10.54,11.88,,
09.09.2016,10.32,10.35,10.5,,,
12.09.2016,10.38,10.7,,11,10.3,
13.09.2016,10.41,10.5,,,,
14.09.2016,10.49,10.49,,,,
15.09.2016,10.62,10.61,,,,
16.09.2016,10.61,10.7,10.15,9.25,,
19.09.2016,10.15,10.25,10.26,10.4,,
20.09.2016,10.16,10.15,,,,
21.09.2016,9.84,10,10.27,,,
22.09.2016,9.75,10.09,10.28,,,
23.09.2016,9.68,10,10.11,,,
26.09.2016,9.97,10.13,,11.66,,
27.09.2016,10.01,10.15,,,,
28.09.2016,10.24,10.14,10.12,10.31,,
29.09.2016,10.46,10.28,,,,
30.09.2016,10.38,10.45,9.66,10.39,,9.8
03.10.2016,10,,10.26,10.5,,
04.10.2016,10.18,10.16,10.2,,,
05.10.2016,10.19,9.59,9.86,,,
06.10.2016,10.25,10.58,,,,
07.10.2016,10.35,10.14,11.9,,,
10.10.2016,10.41,10.83,,,,
11.10.2016,10.45,10.51,9.89,12.5,,
12.10.2016,10.44,9.8,,,,
13.10.2016,10.48,10.57,9.53,,,
14.10.2016,10.43,,11.23,,,
17.10.2016,10.39,11.02,10.53,,,
18.10.2016,10.45,10.34,10.66,,,
19.10.2016,10.47,10.91,10.44,,,
20.10.2016,10.34,10.45,,,9.66,
21.10.2016,10.42,10.4,9.55,,,
24.10.2016,10.19,10.78,10.86,,,
25.10.2016,10.31,11.89,,,,
26.10.2016,10.25,10.65,9.3,,,
27.10.2016,10.23,10.43,13.11,10.26,,
28.10.2016,10.28,10.49,10.13,,,10.61
31.10.2016,10.28,10.83,10.23,,,
01.11.2016,10.11,10.4,10.25,,,
02.11.2016,9.77,9.37,11,,,
03.11.2016,9.43,10.09,12,,,
07.11.2016,9.31,10.25,10.06,,,
08.11.2016,9.42,9.9,9.33,,,
09.11.2016,10.03,10.08,9.45,,,
10.11.2016,10.08,9.92,10.18,,,
11.11.2016,10.09,10.1,10.08,,,
14.11.2016,10.17,10.25,10.4,,,
15.11.2016,10.19,10.25,10.57,,,
16.11.2016,10.12,10.21,10.44,,,
17.11.2016,10.19,10.48,9.26,,,
18.11.2016,10.15,9.91,9.94,,,
21.11.2016,10.2,10.56,10.49,,,
22.11.2016,10.14,10.4,10.25,,,
23.11.2016,10.04,10.18,10.37,,,
24.11.2016,10.07,10.58,,,,
25.11.2016,10.2,10.07,9.25,,,
28.11.2016,10.34,10.38,,,,
29.11.2016,10.21,10.24,,10.36,,
30.11.2016,10.1,9.99,10.4,10.5,,
01.12.2016,10,10.25,10.15,10.49,,
02.12.2016,10.11,10.18,10.53,,,
05.12.2016,10.2,10.42,10.5,10.5,,
06.12.2016,10.17,10.23,9.84,10.91,,
07.12.2016,10.15,9.84,,,,
08.12.2016,10.2,10.25,11.26,,,
09.12.2016,10.23,,8.4,,,
12.12.2016,10.18,10.25,10.64,,,
13.12.2016,10.18,10.32,10.13,,,
14.12.2016,10.16,10.15,10.18,,,
15.12.2016,10.05,10.65,,9.81,,
16.12.2016,10,10.31,10.1,10.24,,
19.12.2016,9.83,10.07,10.34,10.3,,
20.12.2016,10.12,9.97,11.99,,,
21.12.2016,10.15,,11.5,10.5,,
22.12.2016,10.12,10.05,,10.5,,
23.12.2016,10.11,9.58,10.25,10.5,,
26.12.2016,10.23,9.43,10.77,,,10.71
27.12.2016,10.3,10.23,10.43,,,
28.12.2016,10.45,10.09,,,,
29.12.2016,10.46,10.41,,10.76,,
30.12.2016,10.13,9.5,,,,
09.01.2017,10.13,10.3,10.39,,,
10.01.2017,9.96,9.67,10.37,,,
11.01.2017,9.95,,10.4,,,
12.01.2017,9.92,,,,,
