ƒата,1 день,от 2 до 7 дн.,от 8 до 30 дн.,от 31 до 90 дн.,от 91 до 180 дн.,от 181 дн. до 1 года
01.09.2000,2.57,3.18,7.75,11.07,,
04.09.2000,2.16,6.2,12.92,,,
05.09.2000,2.55,4.46,18,,,
06.09.2000,2.43,25.21,1.28,16.12,,
07.09.2000,2.18,1.75,5,10.66,,
08.09.2000,1.55,3.36,5.5,,,
11.09.2000,2.1,5.85,7.15,,,
12.09.2000,2.1,6.91,8.19,25,,
13.09.2000,2.14,6.89,8.75,13,,
14.09.2000,1.99,4.57,5.18,10,,
15.09.2000,2.08,4.3,9,17.71,,
18.09.2000,3.48,5.9,8.29,25.74,17,
19.09.2000,3.35,5.95,10.67,10.25,,
20.09.2000,3.22,8.69,8.47,,,
21.09.2000,3.04,6.74,7.89,23.4,,
22.09.2000,2.47,3.54,9.12,12,,
25.09.2000,2.67,6.18,11.42,13.36,,31
26.09.2000,2.74,7.11,11,,,
27.09.2000,2.98,7.15,8.97,,,
28.09.2000,9.51,10.84,6.51,,28,
29.09.2000,9.49,9.35,3,13.17,,
02.10.2000,3.12,7.8,10.02,13.74,,
03.10.2000,3.18,6.09,8.52,13.56,25,
04.10.2000,2.79,6.38,7.68,1.67,,
05.10.2000,2.56,2.63,12.4,9,,
06.10.2000,1.49,3.74,9.07,,,
09.10.2000,2.6,4.66,9.65,11.06,,26
10.10.2000,2.81,6.84,9.84,,,26
11.10.2000,3.12,5.46,8.13,15,,
12.10.2000,3.49,5.35,5.16,12.53,25,
13.10.2000,3.15,4.85,6.9,11.37,,
16.10.2000,5.63,6.03,11.45,14.61,28,
17.10.2000,9.55,8.68,11.54,10.36,,
18.10.2000,4.47,7.19,9.54,,,
19.10.2000,3.22,5.63,12.09,13.71,,
20.10.2000,2.25,3.06,7.49,10.79,,
23.10.2000,4.84,5.63,10.84,,,
24.10.2000,7.82,6.26,12.68,14.58,,
25.10.2000,5.49,9.29,14.62,,,
26.10.2000,3.47,7.21,5,,,
27.10.2000,4.59,6.47,,,,
30.10.2000,11.17,13.18,12.02,7,10,
31.10.2000,18.42,15.14,5.75,15.33,,
01.11.2000,5.55,8.72,7.63,,,
02.11.2000,4.45,5.92,11.96,11,,
03.11.2000,4.36,6.42,14.65,8,28,
04.11.2000,7.76,5.92,6.29,,,
08.11.2000,14.48,9.87,9.22,,,
09.11.2000,18.73,10.78,11.19,,10,
10.11.2000,3.94,5.63,2.02,,,17
13.11.2000,8.35,4.28,11.21,,,
14.11.2000,22.59,9.92,9,,,
15.11.2000,23.73,12.39,16.42,18,,
16.11.2000,9.96,8.19,16.36,,,
17.11.2000,3.39,6.06,12.64,18.54,24.78,
20.11.2000,4.7,6.54,13.53,,,
21.11.2000,6.54,8.64,12.49,18,,
22.11.2000,4.71,5.26,11.84,,,
23.11.2000,3.35,5.79,11.49,11,,
24.11.2000,2.4,3.13,13.82,3.96,,
27.11.2000,3.3,10.41,12.74,10,,
28.11.2000,2.95,3.25,15.06,,,
29.11.2000,4.78,11.67,16.33,,,
30.11.2000,6.69,10.26,5.22,6.14,10,
01.12.2000,2.64,4.35,17.46,25,,15
04.12.2000,2.8,8.39,13.54,,,15
05.12.2000,2.45,5.04,4.2,18.05,,
06.12.2000,2.32,7.68,8.36,5.06,,
07.12.2000,2.28,5.72,7.54,3,,
08.12.2000,2.4,3.11,11.02,,,17
09.12.2000,2.53,2.42,11.5,,,
13.12.2000,3.26,6.37,12.37,20,,
14.12.2000,4.51,11.6,16.74,,,
15.12.2000,3.79,7.38,12.94,14,,
18.12.2000,5.39,8.54,13.1,17.36,,15
19.12.2000,3.78,4.73,15.48,21,,
20.12.2000,5.83,13.4,13.5,10,,
21.12.2000,6.73,10.54,14.82,,,
22.12.2000,5.18,8.25,14.97,16,,
25.12.2000,12,1.59,19.47,,,
26.12.2000,24.24,27,8.63,,,
27.12.2000,34.42,40,18.9,,,
28.12.2000,20.6,30.98,22.62,17,25,15
29.12.2000,21.7,15.17,8.25,10.88,10,
03.01.2001,4.48,10.25,11.82,,,
04.01.2001,2.28,10.97,8.69,,,
05.01.2001,1.59,1.99,7.89,14.15,,23.94
09.01.2001,1.73,3.9,13.93,17,,
10.01.2001,1.79,5.62,10.26,17,6,17
11.01.2001,3.26,5.19,9.08,,,
12.01.2001,2.96,3.73,13.04,9.25,,
15.01.2001,5.88,,8.75,,,
16.01.2001,5.36,5.36,8,,,
17.01.2001,2.52,7.62,10.91,4.99,,
18.01.2001,2.77,4.17,6.49,15.5,,22
19.01.2001,1.95,5.11,9.67,16.87,,
22.01.2001,3.03,3.68,10,,,22
23.01.2001,5.46,6.26,9.26,15,,
24.01.2001,6.13,9.48,11.24,15.08,,
25.01.2001,7.01,5.78,10.11,12.71,,20.57
26.01.2001,7.43,9.86,9.98,,1.5,1.5
29.01.2001,10.3,11.48,17.23,,,17
30.01.2001,14.54,15.63,17,13,,22
31.01.2001,14.12,13.84,13.15,10.7,10,
01.02.2001,5.12,8.17,12.37,17,,20.86
02.02.2001,2.42,5.05,8.67,25,,20.31
05.02.2001,2.77,7.05,16.13,,28,
06.02.2001,2.99,8.15,15.8,,,20
07.02.2001,3.78,7.82,7.85,,,22
08.02.2001,3.69,7.15,,,,
09.02.2001,2.71,3.36,6.18,15,,17
12.02.2001,3.86,6.98,6.55,23,,
13.02.2001,4.41,8.37,8.61,,,
14.02.2001,6.06,7.77,13.09,15,,20.32
15.02.2001,7.88,8.44,14.93,14,,
16.02.2001,5.62,5.16,6.8,,,
19.02.2001,6.45,8.14,19.94,12.01,,
20.02.2001,9.79,10.17,10.66,,20.75,24.63
21.02.2001,23.24,14.23,10.26,14,,22
22.02.2001,29.63,8.2,15.02,14,,
23.02.2001,6.28,7.37,13.82,,,21.1
26.02.2001,12.69,12.39,11.69,14.8,,
27.02.2001,46.42,12.05,20,14.86,,23
28.02.2001,54.38,16.78,49.15,14.31,,22
01.03.2001,30.83,10.32,14.65,,25,21
02.03.2001,9.75,10.16,14.89,,,21.32
05.03.2001,5.77,9.41,10.54,12,,20
06.03.2001,13.7,11.11,17,10.35,,26
07.03.2001,10.61,10.64,12.63,,28,
11.03.2001,5.67,,13.14,,,20.83
12.03.2001,4.74,9.01,11.76,2,,
13.03.2001,4.12,9.44,12.59,10.86,,
14.03.2001,3.65,7.63,15.92,,,21
15.03.2001,4.37,6.96,14.35,,,
16.03.2001,5.22,8.1,11.48,7,,
19.03.2001,8.36,23.2,12.82,17.49,,
20.03.2001,16.39,9.81,13.57,,,21
21.03.2001,9.56,13,15.72,,,
22.03.2001,3.79,7.68,,,,
23.03.2001,2.9,5.82,14.5,18.23,27,
26.03.2001,3.78,13.73,15.04,18.67,,
27.03.2001,6.04,9.96,17.07,,,20
28.03.2001,5.23,10.49,16.5,19.71,28,
29.03.2001,7.8,7.78,16.16,17.52,25,20
30.03.2001,15.2,11.65,5.75,7.55,10,20
02.04.2001,6.85,11.1,10.31,11.54,,10
03.04.2001,5.04,9.35,19.74,,28,
04.04.2001,3.57,12.91,11.53,,,
05.04.2001,4.45,10.07,12.6,,,
06.04.2001,3.45,3.46,11.71,10.61,,10
09.04.2001,15.2,13.07,12,10.64,26.59,10
10.04.2001,19.15,16.48,12.99,,,10
11.04.2001,4.57,7.66,,15,,
12.04.2001,6.15,8.94,12.12,21.15,,
13.04.2001,10.43,13.47,,23,,
16.04.2001,7.43,14.96,10.08,,,
17.04.2001,6.68,10.89,10,14.85,,
18.04.2001,4.23,8.62,12.85,,,
19.04.2001,7.03,8.47,15.11,17.5,,22
20.04.2001,10.46,10.57,11,,,10
23.04.2001,20.8,12.6,16.29,,18.5,
24.04.2001,10.12,14,18,,,
25.04.2001,4.89,7,17.5,16,,
26.04.2001,9.17,15.22,13.21,20,15.5,
27.04.2001,15.8,17.61,22.12,18.75,23.1,
28.04.2001,24.5,28.06,20,10.27,,10
03.05.2001,9.3,8.19,13.32,,21.88,
04.05.2001,3.91,6.35,15.69,,,
07.05.2001,3.77,7.35,10.49,17,,
08.05.2001,3.88,3.13,16.91,,13,
10.05.2001,6.47,9.04,9.25,,,
11.05.2001,2.87,5.95,9.5,,15,
14.05.2001,3.17,9.35,10.32,16,,
15.05.2001,6.2,7.17,8.44,15,,10
16.05.2001,9.42,9.3,9.81,16,,
17.05.2001,7.33,7.82,11.56,13.61,20,
18.05.2001,3.22,8.04,14.96,12.6,,
21.05.2001,5.69,9.1,9,14.85,,
22.05.2001,10.16,8.06,11.43,15.49,,
23.05.2001,6.64,7.73,8,14.85,,
24.05.2001,7.95,18.15,11.93,12.52,,
25.05.2001,9.02,11.62,22.9,12,,
28.05.2001,6.61,12.64,14.79,6.36,14,
29.05.2001,6.4,14.96,12.72,,15,10
30.05.2001,7.42,8.44,3.54,11.5,15,
31.05.2001,13.87,8.52,14.33,10.19,28,14.79
01.06.2001,4.13,6.12,14,,22,
04.06.2001,3.75,6.99,3.97,19,5,
05.06.2001,5.78,7.78,17.98,,,
06.06.2001,6.87,7.99,9.72,17.41,,
07.06.2001,10.38,8.31,12.6,15.53,,
08.06.2001,13.38,14.48,16.62,16.55,,
09.06.2001,5.77,4.25,15.63,,,
13.06.2001,14.34,9.55,11.95,,,
14.06.2001,23.04,6.5,15.65,,,
15.06.2001,22.78,17.17,14.04,16,,
18.06.2001,29.93,,19.66,,,
19.06.2001,14.06,16.05,18.53,,19,
20.06.2001,12.13,10.86,15.59,22,,
21.06.2001,23.04,18.65,15.5,,,
22.06.2001,9.29,14.29,18.48,,,20
25.06.2001,10.87,22.07,12.75,,,20.5
26.06.2001,11.45,15.58,19.53,,,
27.06.2001,6.03,13.36,19.54,,,
28.06.2001,11.68,17.86,3.48,23,25,
02.07.2001,6.33,11.63,11.82,17,,
03.07.2001,4.32,7.55,17.6,16.67,,
04.07.2001,3.9,9.84,10.89,15.64,,
05.07.2001,4.03,7,8.01,,28,22.08
06.07.2001,3.36,1.53,13.97,13.5,,
09.07.2001,4.26,10.15,12.7,18.35,,
10.07.2001,5.77,10.94,9.62,4.6,,
11.07.2001,5.94,10.94,12.36,,,
12.07.2001,5.4,12.33,11.81,,,
13.07.2001,5.49,3.16,3.64,12,,
16.07.2001,7.16,11.36,11.24,11,,
17.07.2001,10.15,10.16,14.29,,27,
18.07.2001,5.37,11.98,8.88,,,
19.07.2001,4.21,6.93,5.02,,,
20.07.2001,3.62,5.46,18.87,15.5,20,
23.07.2001,7.84,17.93,14.82,,,
24.07.2001,4.6,8.92,12.47,,,
25.07.2001,5.32,10.03,13.93,,,
26.07.2001,7.46,11.55,18.75,,,
27.07.2001,3.92,4.88,15.69,16.55,,
30.07.2001,6.02,8.99,11.54,4.6,21,
31.07.2001,25.3,14,5.06,12.64,19.55,
01.08.2001,10.49,4.65,10.8,,25,22.08
02.08.2001,5.23,8,10.31,,27,
03.08.2001,3.26,5.14,17.02,,,
06.08.2001,8.27,10.24,16.19,15.51,,
07.08.2001,16.15,10.68,18.21,16.5,,
08.08.2001,13.79,6.07,11.03,,,
09.08.2001,5.79,11.38,10.28,16,,
10.08.2001,3.85,6.33,10.37,14.84,,23.43
13.08.2001,8.06,12.53,11.75,,,
14.08.2001,6.06,9,11.5,23,,
15.08.2001,8.99,5.91,9.28,17,,
16.08.2001,5.12,8.55,9.52,,,22.08
17.08.2001,3.01,6.99,9.72,14.11,,
21.08.2001,9.9,8.98,12.7,10.88,,
22.08.2001,9.55,9.71,,14.38,20,23
23.08.2001,5.33,7.66,10.97,14,28,
24.08.2001,3.96,6.65,16,13.39,14,
27.08.2001,6.38,11.37,14.62,7.63,,
28.08.2001,4.3,11.49,9.27,16,26.06,
29.08.2001,5.55,9.38,13.31,23,15,
30.08.2001,6.08,13.3,11.48,18,15.49,22
31.08.2001,9.33,10.28,7.9,11.55,,
03.09.2001,4.08,7.82,13.4,,,25
04.09.2001,4.26,4.79,13.76,18.75,,
05.09.2001,3.51,6.82,9.91,,,
06.09.2001,4.63,7.8,10.15,17.25,,
07.09.2001,4.41,3.33,,16.5,,
10.09.2001,7.83,10.47,12.22,13.75,,
11.09.2001,9.42,5.51,13,,,
12.09.2001,8.26,16,10.86,,,
13.09.2001,6.37,9.84,11.98,16,,
14.09.2001,12.13,9.69,12.84,15.5,,
17.09.2001,12.41,13.14,19,,,
18.09.2001,10.32,6.85,12.85,,,
19.09.2001,4.97,7.71,21.61,,,
20.09.2001,6.16,10.51,19.94,,,
21.09.2001,6.6,8.17,15.41,12.99,,
24.09.2001,5.42,21.77,11.86,12.3,,
25.09.2001,4.92,5.91,12.55,,,
26.09.2001,9.86,12.79,12.35,12,,24.94
27.09.2001,15.63,13.84,6.25,6.28,,
28.09.2001,27.88,29.03,7.05,8.25,28,
01.10.2001,8.31,5.71,13.51,12.5,,
02.10.2001,5.78,10.81,11.49,18.75,,
03.10.2001,4.13,8.3,20.56,14.44,,
04.10.2001,3.69,8.04,14,15.05,,
05.10.2001,3.5,5.89,18.33,,,
08.10.2001,8.24,6.27,12.5,,,
09.10.2001,6.01,9.23,,16.95,,
10.10.2001,5.72,9,14,16.02,,
11.10.2001,5.57,9,11.45,,,
12.10.2001,7.58,8.55,13.78,4.6,,
15.10.2001,14.46,3.65,11.52,13.81,,
16.10.2001,16.2,15.38,11.62,23,,
17.10.2001,6,9.43,10.51,15.75,,
18.10.2001,4.44,8.45,11.39,,,
19.10.2001,3.58,6.78,11.58,,,
22.10.2001,6.37,6.02,12.76,,,22.08
23.10.2001,6.33,8.75,13.19,13.3,,
24.10.2001,5.25,8.21,12.5,,,
25.10.2001,5.63,11.75,11,14.88,,
26.10.2001,3.51,7.54,20.6,15,25,10
29.10.2001,4.51,3.94,16,16.26,,
30.10.2001,4.33,10.94,18.4,6.11,,25
31.10.2001,24.76,19.03,10.18,15.48,28,
01.11.2001,8.08,7.87,10.67,18.75,25,
02.11.2001,7.29,9.51,17,17.5,,
05.11.2001,19.78,9.17,13.48,,,
06.11.2001,31.86,34.05,11.57,,,
08.11.2001,20.86,20.19,13.24,,,
09.11.2001,10.49,8.01,13.5,16.75,16.92,
12.11.2001,11.85,23.3,12.21,,25,
13.11.2001,18.06,13.06,15.88,,,
14.11.2001,10.03,9.99,17.28,,,
15.11.2001,9.34,11.48,14.33,14.06,,
16.11.2001,18.7,12.83,16.19,18.4,,
19.11.2001,13.73,9.74,15.36,19,23,
20.11.2001,9.04,10.93,17,,,
21.11.2001,14.75,8.16,2.12,16.99,,18
22.11.2001,9.97,12.89,13.73,,23.44,
23.11.2001,5.69,7.34,16.56,,25,
26.11.2001,8.2,9.17,18.03,14.2,25,
27.11.2001,6.55,17.2,17.6,7.89,23,18
28.11.2001,14.98,20.45,17.67,11.03,18,
29.11.2001,20.06,25.84,19.21,6.78,23.44,18
30.11.2001,19.8,16.24,11.84,19.53,18.05,
03.12.2001,9.35,12.07,10.92,15.67,,
04.12.2001,6.38,10.9,19.18,16,,
05.12.2001,5.34,9,4.41,,19.55,
06.12.2001,8.6,11.72,17.97,,,
07.12.2001,6.92,8.59,14.36,23.78,,18
10.12.2001,7.37,10.03,8.62,19.16,,18
11.12.2001,5.66,6.34,15.14,,,
13.12.2001,10.63,9.81,15.99,,,
14.12.2001,26,10.44,25.08,21.57,18,
17.12.2001,21.91,12.62,17.75,24.49,18,18
18.12.2001,16.99,15,25,22.25,,18
19.12.2001,19.95,23,14.97,21.5,,18
20.12.2001,40.73,27.69,12.78,22,,
21.12.2001,47.68,67.89,22,,,
24.12.2001,52.84,69.42,,21.03,19.22,
25.12.2001,53.2,28,34.71,,18,18
26.12.2001,39.81,,47,28,18,
27.12.2001,48.55,68.23,52.79,12,,
28.12.2001,37.44,50.63,29.15,19,,18.85
29.12.2001,24.66,23.97,40,24.74,27.35,18
03.01.2002,6.83,10.73,13.52,,,
04.01.2002,3.38,3.32,12.29,19,,18
08.01.2002,5.49,5,12.93,15.5,,
09.01.2002,5.18,12,,,,
10.01.2002,5.38,12.01,17,14.5,,18
11.01.2002,3.46,4.45,17.5,14.37,,
14.01.2002,6.68,11.42,13.5,16,,
15.01.2002,8.75,13.19,14.96,16,,18
16.01.2002,8.87,12.04,13,13.7,21.44,18
17.01.2002,6.53,12.01,17.93,17.06,,
18.01.2002,3.66,9.13,15,15.13,,18
21.01.2002,13.4,10.55,19,17,16.7,18
22.01.2002,19.81,13.63,22,20.71,,18
23.01.2002,21.13,8.1,,,,18
24.01.2002,15.56,10.71,15.63,,,18
25.01.2002,5.47,6.15,13,18,,18
28.01.2002,6.97,11.34,17.9,12.3,,18
29.01.2002,9.41,14.68,18,10.7,,
30.01.2002,6.36,12.33,13.13,4.6,24,
31.01.2002,29.09,8.24,15.84,14.59,,
01.02.2002,6.96,10.15,24.18,15,,18
04.02.2002,7.01,11.24,13.04,16.33,,18
05.02.2002,7.04,12.49,14.17,16.47,,18
06.02.2002,5.92,11.3,,,,18
07.02.2002,10.37,9.69,13.12,16.06,,18
08.02.2002,8.17,9.48,17,,,18
11.02.2002,7.63,10.51,13.84,15.27,,18
12.02.2002,8.11,12.37,14,,,
13.02.2002,8.08,8.31,15.07,,,18
14.02.2002,22.54,14.93,15.41,,,18
15.02.2002,15.67,21.6,12.5,16,,18
18.02.2002,13.48,5.08,12.5,18,,18
19.02.2002,7.76,12.19,14.08,,,
20.02.2002,14.17,12.62,14.29,,23,18
21.02.2002,23.41,11.51,18.76,17.82,18,
22.02.2002,15.08,15.63,16,,,
26.02.2002,8.51,9.81,13.76,13.03,,
27.02.2002,11.99,16.2,16,4.6,20.79,
28.02.2002,39.64,14.55,12.3,13.92,,18
01.03.2002,6.67,9.94,13.84,20,,13.12
04.03.2002,8.48,6.14,14.13,,,
05.03.2002,10.23,13.94,13.88,,,18
06.03.2002,10.3,10.02,15.14,16,,
07.03.2002,11.43,10.99,12,22.81,,
11.03.2002,8.22,11.83,11.68,,,16.5
12.03.2002,7.04,5.67,15.11,16.34,,
13.03.2002,23.99,7.87,15.92,17.4,18,
14.03.2002,17.36,8.47,14.95,13.05,,
15.03.2002,8.15,11.65,14.32,15.45,,
18.03.2002,17.28,15.51,16.77,15.6,,
19.03.2002,8.12,12.14,16.36,21.77,,18
20.03.2002,14.36,15.58,14.91,19.71,,
21.03.2002,19.71,12.67,15.49,18.6,23,18
22.03.2002,11,14.09,17.89,,,
25.03.2002,9.25,15.74,17.57,17.75,,
26.03.2002,7.25,17.25,14.64,16.6,,18
27.03.2002,13.64,19.01,,18,18.75,
28.03.2002,20.12,23.16,16,16.38,,
29.03.2002,17.79,22.84,18.23,13.33,28,22.19
01.04.2002,6.08,12.18,15.22,15.97,21,
02.04.2002,7.66,10.49,13.81,,20.06,
03.04.2002,7.1,9.28,14.77,16.85,19,
04.04.2002,7.72,9.26,13.86,17,,
05.04.2002,7.37,11.32,16.5,17.43,19.51,
08.04.2002,12.67,15,13.76,,19,
09.04.2002,15.74,13.24,13.01,,25,
10.04.2002,14.23,15.81,12.14,13.56,,
11.04.2002,10.65,13.57,17.25,16.38,19.66,
12.04.2002,9.52,11.09,12.28,14.35,20.5,
15.04.2002,14.01,15.23,13.3,,23,
16.04.2002,12.01,11.39,15.3,,,18
17.04.2002,8.97,11.13,14.23,,,
18.04.2002,6.72,10.62,16.28,18.6,,
19.04.2002,4.98,9.77,12.76,14,24.16,
22.04.2002,15.31,14.71,15.93,,22.19,
23.04.2002,14.43,8.49,17.53,17.5,22.47,
24.04.2002,7,,13.66,,24,
25.04.2002,5.13,6.2,12.64,12.11,,
26.04.2002,4.64,6.42,15.12,15.53,18,18
27.04.2002,5.6,5.14,12.96,16.72,18.29,19.25
29.04.2002,7.1,15.63,15.29,17,16.63,
30.04.2002,8.86,12.34,14.15,9.67,17.44,19.74
06.05.2002,5.82,9.37,11.68,13.26,19,
07.05.2002,4.68,6.64,13.88,,,
08.05.2002,4,3.83,12.47,,,
13.05.2002,4.47,9.92,17.84,12.87,,19.61
14.05.2002,4.87,8.56,13.3,13,,
15.05.2002,5.46,11.05,12.18,12.99,25,
16.05.2002,5.7,10.52,12.05,13.08,25,
17.05.2002,7.42,6.86,12.67,15.11,,
18.05.2002,5.53,4.77,11.29,22,25,
20.05.2002,8.7,11.76,16.38,19.06,,
21.05.2002,6.35,9.46,15.52,12.94,20.61,
22.05.2002,4.91,9.93,,15.58,20.61,
23.05.2002,4.76,6.5,12.32,,25,
24.05.2002,2.82,5.93,,,20.61,21
27.05.2002,4.42,12.75,14.51,13,,
28.05.2002,4.59,12.66,14.28,6.93,,21
29.05.2002,4.37,9.07,14.72,4.6,20.61,
30.05.2002,4.27,3.31,11.54,,15,
31.05.2002,4.09,7.08,13.51,9.54,21,
03.06.2002,3.75,10.01,10.25,,,21
04.06.2002,4.33,8.42,13.28,,,20
05.06.2002,3.43,5,14.23,,,
06.06.2002,3.56,7.19,12.57,12.97,,
07.06.2002,2.33,3.19,9.25,13.31,22.97,
10.06.2002,4.3,15.47,9.16,15,,
11.06.2002,7.53,7.11,13.93,13,23,
13.06.2002,7.38,7.42,14.79,14,,
14.06.2002,6.02,7.05,9.6,6.29,18.14,
17.06.2002,5.4,15.26,13.99,14.14,,18
18.06.2002,4.25,6.11,13.09,,,
19.06.2002,3.59,5.29,13.09,,,
20.06.2002,4.67,9.29,9.85,13,20.61,
21.06.2002,3.48,4.78,10,,20.61,
24.06.2002,4.52,9.17,14,14.5,,21
25.06.2002,6.55,9.47,12.59,18.06,,
26.06.2002,11.08,10.09,2.23,4.13,20.61,
27.06.2002,16.99,15.93,13.55,6.25,,
28.06.2002,14.81,22.26,26.88,9.04,17.25,
01.07.2002,4.09,7.15,11.41,13,20.27,
02.07.2002,3.85,18.57,10.07,13.19,20.21,
03.07.2002,3.74,7.06,12.86,,18.89,
04.07.2002,3.81,6.4,9.61,15,19,
05.07.2002,3.37,4.41,10.39,12,18.01,
08.07.2002,5.31,14.42,,,,
09.07.2002,5.38,7.52,11.61,,19,
10.07.2002,6.17,9.47,10.16,15.13,18.24,
11.07.2002,5.15,7.37,16.96,16,21.16,
12.07.2002,6.96,6.9,10.46,,18,
15.07.2002,34.97,12.61,14.06,8.61,18,
16.07.2002,28.46,22.86,16,,19.65,
17.07.2002,6.64,10.28,9.69,13.37,22.3,
18.07.2002,4.35,5.42,7.62,14.56,,
19.07.2002,4.45,4.91,8.05,,,21
22.07.2002,14.6,12.59,15,15,,
23.07.2002,20.12,11.57,14.27,16.32,,
24.07.2002,13.2,19.76,13.87,,21.18,
25.07.2002,5.8,11.7,15.46,11.72,,
26.07.2002,6.39,7.01,,10.14,,
29.07.2002,37.59,17.6,15.5,14.67,16.5,
30.07.2002,42.7,24,17.27,20.85,25,
31.07.2002,29.06,8.08,45.32,9.37,20,
01.08.2002,4.47,7.58,10.96,13.01,,
02.08.2002,3.48,5.38,10.88,13.35,16.5,18
05.08.2002,6.27,14.66,9.13,,,
06.08.2002,6.16,8.56,9.03,13.67,,
07.08.2002,5.16,6.29,8.21,13.45,,
08.08.2002,4.54,7.95,10.8,,,
09.08.2002,3.03,4.54,21,,,
12.08.2002,6.36,11.45,12.16,,22.71,
13.08.2002,10.26,9.39,9.57,,,
14.08.2002,4.92,8.76,10.07,11.63,,
15.08.2002,4.1,5.29,12.04,9.26,,
16.08.2002,2.69,3.84,16,15.08,20.53,19
19.08.2002,4.76,11.59,13.07,13.35,21,
20.08.2002,4.97,7.7,10.58,11.44,,
21.08.2002,4.44,6.1,10.95,11,,
22.08.2002,4.14,5.15,12.68,,18,
23.08.2002,2.6,4.73,12.2,,18,
26.08.2002,4.12,14.72,11.27,15,15,21
27.08.2002,5.26,10.32,14,8.99,,
28.08.2002,4.65,9.8,14.75,8.47,21,21
29.08.2002,4.15,10.27,12.74,8.45,,
30.08.2002,5.74,8.25,11.79,12.56,,
02.09.2002,3.43,13.94,9.68,,,
03.09.2002,3.54,5.38,10.66,,20.81,
04.09.2002,3.4,4.58,11.39,,,
05.09.2002,3.6,5.94,8.37,12.46,,
06.09.2002,2.54,3.89,7.68,11.46,15.1,
09.09.2002,3.96,10.47,9.19,,20.81,
10.09.2002,3.95,5.97,7.82,11.09,,
11.09.2002,3.84,7.63,8.17,,,
12.09.2002,3.89,5.77,9.18,10,,
13.09.2002,3.17,4.26,6.44,13.5,20.81,
16.09.2002,5.85,14.93,9.43,19.5,16.71,
17.09.2002,11.97,9.53,8.53,16,,
18.09.2002,9.66,5.71,,,,
19.09.2002,3.98,5.67,7.43,,,
20.09.2002,3.53,4.69,18,17.36,,
23.09.2002,10.22,18.07,12.94,17,,
24.09.2002,5.08,9.89,12.59,,,
25.09.2002,6.38,7.15,10.75,,21,
26.09.2002,8.67,13.53,10.46,6.75,,
27.09.2002,7.67,9,9.53,12.13,,
30.09.2002,17.79,2.85,21.35,6.14,20.97,
01.10.2002,4.82,5.86,9.3,,21,18
02.10.2002,3.67,6.48,13.84,,,
03.10.2002,3.32,7.3,17.85,,17.67,
04.10.2002,2.43,5.51,13.34,,21,
07.10.2002,3.99,5.61,12.5,,20.81,
08.10.2002,4.75,8.09,8,11.67,,17.5
09.10.2002,4.34,6.94,8.25,15,,
10.10.2002,8.3,7.43,8.21,,20.81,17.5
11.10.2002,3.3,5.89,8.21,11,,
14.10.2002,5.37,5,8.32,16,,
15.10.2002,5.84,7.5,11.51,16,,20.46
16.10.2002,4.82,7.12,10.24,,20.81,
17.10.2002,4.37,5.56,9.45,15.44,,
18.10.2002,2.6,3.72,12,11.11,,
21.10.2002,4.57,6.77,11.49,13.26,,
22.10.2002,5.77,5.21,9.56,12.5,,
23.10.2002,5.47,5.86,15,17,20.81,
24.10.2002,5.09,7.63,7.88,12.75,20.19,17.5
25.10.2002,2.64,5.19,8.3,,20.81,
28.10.2002,16.9,8.75,14.12,5.67,20.99,
29.10.2002,20.35,19.81,15,5.98,,
30.10.2002,9.6,11.93,15,4.6,16.76,
31.10.2002,14.89,5.59,7.5,7.74,,
01.11.2002,2.86,3.88,7.62,11.27,23,
04.11.2002,5.58,16.3,12.88,24,,
05.11.2002,5.78,8.61,16.58,13.11,,
06.11.2002,7,6.96,19.85,,20.81,
10.11.2002,4.85,9.07,7.65,23,,
11.11.2002,4.48,16,10.76,23,,
12.11.2002,4.32,12.84,7.73,13,,
13.11.2002,3.76,12.18,8.03,14.63,,20.46
14.11.2002,3.63,16.07,16,10.67,20.81,
15.11.2002,2.24,5.6,10.54,16,,17.5
18.11.2002,3.73,14.1,10.07,14,,17.5
19.11.2002,3.77,10.35,6.5,19.79,18.08,
20.11.2002,4.52,5.44,7.42,,22.96,
21.11.2002,4.05,6.72,7.25,12,17,
22.11.2002,2.24,3.05,16.8,,17.41,
25.11.2002,3.95,16.83,8.54,10.98,17.11,
28.11.2002,3.15,6,15,,14.94,
29.11.2002,4.68,5.52,10.5,7.4,,17.5
02.12.2002,3.32,9.51,14.13,17.5,,17.5
03.12.2002,3.27,5.7,12.71,13.45,,17.5
04.12.2002,3.36,17.8,16.4,11,,
05.12.2002,3.35,3.75,13.14,10.51,,
06.12.2002,1.91,2.73,11.56,,,17.5
09.12.2002,3.46,9.69,8.9,15.5,,
10.12.2002,3.5,6.58,13.67,,13,
11.12.2002,1.7,2.59,11.95,,,17.5
15.12.2002,3.58,4.21,11.32,,,
16.12.2002,3.42,9.77,12.14,12.33,,17.5
17.12.2002,3.59,5.52,12.15,12.12,,17.5
18.12.2002,3.42,4.23,11.43,15.42,,17.5
19.12.2002,3.23,3.56,7.89,17.32,,17.5
20.12.2002,2.06,8.14,11.72,24.11,,17.5
23.12.2002,7.39,8.63,12.64,16.43,,17.5
24.12.2002,8.02,7.85,15.05,17.5,21,17.5
25.12.2002,9.28,5,15.03,17.5,17,17.5
26.12.2002,11.36,7.26,16.39,16.6,,17.5
27.12.2002,8.39,9.17,15.82,9.69,20,19.83
