Дата,Цена,Откр.,Макс.,Мин.,Изм. 
29.05.2005,4.592,4.592,4.592,4.592,-2.05
22.05.2005,4.688,4.688,4.688,4.688,9.35
15.05.2005,4.287,4.287,4.287,4.287,-9.23
08.05.2005,4.723,4.723,4.723,4.723,4.08
01.05.2005,4.538,4.538,4.538,4.538,-9.49
24.04.2005,5.014,5.014,5.014,5.014,-11.27
17.04.2005,5.651,5.651,5.651,5.651,16.73
10.04.2005,4.841,4.841,4.841,4.841,-2.20
03.04.2005,4.950,4.950,4.950,4.950,1.56
27.03.2005,4.874,4.874,4.874,4.874,-6.72
20.03.2005,5.225,5.225,5.225,5.225,1.04
13.03.2005,5.171,5.171,5.171,5.171,3.07
06.03.2005,5.017,5.017,5.017,5.017,-2.92
27.02.2005,5.168,5.168,5.168,5.168,0.88
20.02.2005,5.123,5.123,5.123,5.123,-1.39
13.02.2005,5.195,5.195,5.195,5.195,0.95
06.02.2005,5.146,5.146,5.146,5.146,-6.54
30.01.2005,5.506,5.506,5.506,5.506,-5.18
23.01.2005,5.807,5.807,5.807,5.807,-6.28
16.01.2005,6.196,6.196,6.196,6.196,3.65
09.01.2005,5.978,5.978,5.978,5.978,-1.39
26.12.2004,6.062,6.062,6.062,6.062,2.66
19.12.2004,5.905,5.905,5.905,5.905,7.40
12.12.2004,5.498,5.498,5.498,5.498,-9.23
05.12.2004,6.057,6.057,6.057,6.057,3.34
28.11.2004,5.861,5.861,5.861,5.861,6.56
21.11.2004,5.500,5.500,5.500,5.500,10.51
14.11.2004,4.977,4.977,4.977,4.977,-14.76
07.11.2004,5.839,5.839,5.839,5.839,8.39
31.10.2004,5.387,5.387,5.387,5.387,-1.79
24.10.2004,5.485,5.485,5.485,5.485,12.40
17.10.2004,4.880,4.880,4.880,4.880,-13.96
10.10.2004,5.672,5.672,5.672,5.672,-5.59
03.10.2004,6.008,6.008,6.008,6.008,11.47
26.09.2004,5.390,5.390,5.390,5.390,-0.39
19.09.2004,5.411,5.411,5.411,5.411,2.44
12.09.2004,5.282,5.282,5.282,5.282,-5.49
05.09.2004,5.589,5.589,5.589,5.589,20.58
29.08.2004,4.635,4.635,4.635,4.635,-9.05
22.08.2004,5.096,5.096,5.096,5.096,-4.21
15.08.2004,5.320,5.320,5.320,5.320,37.43
08.08.2004,3.871,3.871,3.871,3.871,-26.48
01.08.2004,5.265,5.265,5.265,5.265,-3.48
25.07.2004,5.455,5.455,5.455,5.455,-30.55
04.07.2004,7.855,7.855,7.855,7.855,50.28
27.06.2004,5.227,5.227,5.227,5.227,-21.77
20.06.2004,6.682,6.682,6.682,6.682,-3.80
13.06.2004,6.946,6.946,6.946,6.946,26.20
06.06.2004,5.504,5.504,5.504,5.504,8.52
30.05.2004,5.072,5.072,5.072,5.072,-4.70
23.05.2004,5.322,5.322,5.322,5.322,-8.27
16.05.2004,5.802,5.802,5.802,5.802,2.00
09.05.2004,5.688,5.688,5.688,5.688,29.83
02.05.2004,4.381,4.381,4.381,4.381,-19.50
25.04.2004,5.442,5.442,5.442,5.442,32.34
18.04.2004,4.112,4.112,4.112,4.112,10.75
11.04.2004,3.713,3.713,3.713,3.713,81.30
04.04.2004,2.048,2.048,2.048,2.048,-26.67
28.03.2004,2.793,2.793,2.793,2.793,28.24
21.03.2004,2.178,2.178,2.178,2.178,-18.12
14.03.2004,2.660,2.660,2.660,2.660,-9.71
07.03.2004,2.946,2.946,2.946,2.946,-0.87
29.02.2004,2.972,2.972,2.972,2.972,-22.26
22.02.2004,3.823,3.823,3.823,3.823,23.32
15.02.2004,3.100,3.100,3.100,3.100,8.28
08.02.2004,2.863,2.863,2.863,2.863,15.63
01.02.2004,2.476,2.476,2.476,2.476,-6.81
25.01.2004,2.657,2.657,2.657,2.657,-15.41
18.01.2004,3.141,3.141,3.141,3.141,-29.48
11.01.2004,4.454,4.454,4.454,4.454,11.18
04.01.2004,4.006,4.006,4.006,4.006,-16.84
28.12.2003,4.817,4.817,4.817,4.817,-7.10
21.12.2003,5.185,5.185,5.185,5.185,-5.09
14.12.2003,5.463,5.463,5.463,5.463,-16.22
07.12.2003,6.521,6.521,6.521,6.521,7.80
30.11.2003,6.049,6.049,6.049,6.049,-3.39
16.11.2003,6.261,6.261,6.261,6.261,-16.30
09.11.2003,7.480,7.480,7.480,7.480,5.80
02.11.2003,7.070,7.070,7.070,7.070,19.63
26.10.2003,5.910,5.910,5.910,5.910,-2.31
19.10.2003,6.050,6.050,6.050,6.050,-7.21
12.10.2003,6.520,6.520,6.520,6.520,5.33
05.10.2003,6.190,6.190,6.190,6.190,-11.70
28.09.2003,7.010,7.010,7.010,7.010,0.57
21.09.2003,6.970,6.970,6.970,6.970,-0.57
14.09.2003,7.010,7.010,7.010,7.010,1.74
07.09.2003,6.890,6.890,6.890,6.890,25.27
31.08.2003,5.500,5.500,5.500,5.500,-10.42
24.08.2003,6.140,6.140,6.140,6.140,-6.97
17.08.2003,6.600,6.600,6.600,6.600,1.07
10.08.2003,6.530,6.530,6.530,6.530,4.15
03.08.2003,6.270,6.270,6.270,6.270,-2.03
27.07.2003,6.400,6.400,6.400,6.400,-9.99
20.07.2003,7.110,7.110,7.110,7.110,9.05
13.07.2003,6.520,6.520,6.520,6.520,13.79
06.07.2003,5.730,5.730,5.730,5.730,-9.05
29.06.2003,6.300,6.300,6.300,6.300,9.37
22.06.2003,5.760,5.760,5.760,5.760,5.49
15.06.2003,5.460,5.460,5.460,5.460,4.80
08.06.2003,5.210,5.210,5.210,5.210,-0.57
01.06.2003,5.240,5.240,5.240,5.240,-13.39
25.05.2003,6.050,6.050,6.050,6.050,-7.63
18.05.2003,6.550,6.550,6.550,6.550,-2.09
11.05.2003,6.690,6.690,6.690,6.690,-1.47
04.05.2003,6.790,6.790,6.790,6.790,-2.72
27.04.2003,6.980,6.980,6.980,6.980,-3.86
20.04.2003,7.260,7.260,7.260,7.260,2.83
13.04.2003,7.060,7.060,7.060,7.060,-3.02
06.04.2003,7.280,7.280,7.280,7.280,-11.86
30.03.2003,8.260,8.260,8.260,8.260,4.03
23.03.2003,7.940,7.940,7.940,7.940,17.46
16.03.2003,6.760,6.760,6.760,6.760,4.16
09.03.2003,6.490,6.490,6.490,6.490,-7.42
02.03.2003,7.010,7.010,7.010,7.010,-10.01
23.02.2003,7.790,7.790,7.790,7.790,-5.46
16.02.2003,8.240,8.240,8.240,8.240,2.49
09.02.2003,8.040,8.040,8.040,8.040,-16.94
02.02.2003,9.680,9.680,9.680,9.680,-7.72
26.01.2003,10.490,10.490,10.490,10.490,-3.50
19.01.2003,10.870,10.870,10.870,10.870,-4.65
12.01.2003,11.400,11.400,11.400,11.400,-7.32
05.01.2003,12.300,12.300,12.300,12.300,-4.65
29.12.2002,12.900,12.900,12.900,12.900,-0.92
22.12.2002,13.020,13.020,13.020,13.020,-1.36
15.12.2002,13.200,13.200,13.200,13.200,1.46
08.12.2002,13.010,13.010,13.010,13.010,2.60
01.12.2002,12.680,12.680,12.680,12.680,-1.40
24.11.2002,12.860,12.860,12.860,12.860,1.42
17.11.2002,12.680,12.680,12.680,12.680,-4.01
10.11.2002,13.210,13.210,13.210,13.210,-3.79
03.11.2002,13.730,13.730,13.730,13.730,-1.15
27.10.2002,13.890,13.890,13.890,13.890,1.98
20.10.2002,13.620,13.620,13.620,13.620,2.25
13.10.2002,13.320,13.320,13.320,13.320,0.45
06.10.2002,13.260,13.260,13.260,13.260,1.77
29.09.2002,13.030,13.030,13.030,13.030,0.15
22.09.2002,13.010,13.010,13.010,13.010,-1.14
15.09.2002,13.160,13.160,13.160,13.160,-0.53
08.09.2002,13.230,13.230,13.230,13.230,2.80
01.09.2002,12.870,12.870,12.870,12.870,-27.94
25.08.2002,17.860,17.860,17.860,17.860,-2.30
18.08.2002,18.280,18.280,18.280,18.280,2.35
11.08.2002,17.860,17.860,17.860,17.860,1.94
04.08.2002,17.520,17.520,17.520,17.520,3.06
28.07.2002,17.000,17.000,17.000,17.000,-3.57
21.07.2002,17.630,17.630,17.630,17.630,0.80
14.07.2002,17.490,17.490,17.490,17.490,-0.17
07.07.2002,17.520,17.520,17.520,17.520,0.75
30.06.2002,17.390,17.390,17.390,17.390,-0.51
23.06.2002,17.480,17.480,17.480,17.480,0.75
16.06.2002,17.350,17.350,17.350,17.350,0.75
09.06.2002,17.220,17.220,17.220,17.220,2.81
02.06.2002,16.750,16.750,16.750,16.750,-2.28
26.05.2002,17.140,17.140,17.140,17.140,-2.11
19.05.2002,17.510,17.510,17.510,17.510,-2.72
12.05.2002,18.000,18.000,18.000,18.000,3.87
05.05.2002,17.330,17.330,17.330,17.330,-3.94
28.04.2002,18.040,18.040,18.040,18.040,0.39
21.04.2002,17.970,17.970,17.970,17.970,1.18
14.04.2002,17.760,17.760,17.760,17.760,-2.04
07.04.2002,18.130,18.130,18.130,18.130,0.06
31.03.2002,18.120,18.120,18.120,18.120,-3.36
24.03.2002,18.750,18.750,18.750,18.750,2.74
17.03.2002,18.250,18.250,18.250,18.250,4.52
10.03.2002,17.460,17.460,17.460,17.460,17.58
03.03.2002,14.850,14.850,14.850,14.850,-11.34
24.02.2002,16.750,16.750,16.750,16.750,11.74
17.02.2002,14.990,14.990,14.990,14.990,-0.46
10.02.2002,15.060,15.060,15.060,15.060,3.29
03.02.2002,14.580,14.580,14.580,14.580,-1.62
27.01.2002,14.820,14.820,14.820,14.820,-1.33
20.01.2002,15.020,15.020,15.020,15.020,0.27
13.01.2002,14.980,14.980,14.980,14.980,4.39
06.01.2002,14.350,14.350,14.350,14.350,-6.09
30.12.2001,15.280,15.280,15.280,15.280,-5.91
23.12.2001,16.240,16.240,16.240,16.240,-0.12
16.12.2001,16.260,16.260,16.260,16.260,0.18
09.12.2001,16.230,16.230,16.230,16.230,3.44
02.12.2001,15.690,15.690,15.690,15.690,1.75
25.11.2001,15.420,15.420,15.420,15.420,0.46
18.11.2001,15.350,15.350,15.350,15.350,1.66
11.11.2001,15.100,15.100,15.100,15.100,0.80
04.11.2001,14.980,14.980,14.980,14.980,-0.07
28.10.2001,14.990,14.990,14.990,14.990,-2.09
21.10.2001,15.310,15.310,15.310,15.310,-0.52
14.10.2001,15.390,15.390,15.390,15.390,-1.03
07.10.2001,15.550,15.550,15.550,15.550,3.32
30.09.2001,15.050,15.050,15.050,15.050,0.00
23.09.2001,15.050,15.050,15.050,15.050,3.65
16.09.2001,14.520,14.520,14.520,14.520,9.92
09.09.2001,13.210,13.210,13.210,13.210,-4.41
02.09.2001,13.820,13.820,13.820,13.820,-28.13
26.08.2001,19.230,19.230,19.230,19.230,-1.59
