Дата,Цена,Откр.,Макс.,Мин.,Изм. 
26.11.2017,7.260,7.380,7.510,7.240,-0.95
19.11.2017,7.330,7.370,7.460,7.260,-0.95
12.11.2017,7.400,7.500,7.600,7.360,-0.40
05.11.2017,7.430,7.510,7.640,7.400,-0.13
29.10.2017,7.440,7.480,7.530,7.390,-0.13
22.10.2017,7.450,7.470,7.630,7.300,1.22
15.10.2017,7.360,7.420,7.470,7.300,0.55
08.10.2017,7.320,7.510,7.600,7.300,-2.53
01.10.2017,7.510,7.680,7.680,7.480,-1.31
24.09.2017,7.610,7.760,7.760,7.540,-0.26
17.09.2017,7.630,7.730,7.850,7.540,-0.65
10.09.2017,7.680,7.690,7.720,7.620,0.00
03.09.2017,7.680,7.850,7.850,7.630,-0.65
27.08.2017,7.730,7.970,7.970,7.700,-0.90
20.08.2017,7.800,7.940,7.960,7.740,-0.38
13.08.2017,7.830,7.980,7.980,7.780,-1.51
06.08.2017,7.950,8.220,8.220,7.900,-0.87
30.07.2017,8.020,8.210,8.250,8.000,-1.23
23.07.2017,8.120,8.240,8.240,8.010,0.87
16.07.2017,8.050,8.080,8.240,7.960,-0.37
09.07.2017,8.080,8.120,8.340,8.010,-0.98
02.07.2017,8.160,8.040,8.190,7.920,0.12
25.06.2017,8.150,8.150,8.150,7.890,0.12
18.06.2017,8.140,8.080,8.150,7.910,1.88
11.06.2017,7.990,8.230,8.230,7.870,-0.25
04.06.2017,8.010,8.130,8.260,7.900,-0.74
28.05.2017,8.070,8.200,8.300,8.070,-2.18
21.05.2017,8.250,8.250,8.300,8.130,0.73
14.05.2017,8.190,8.240,8.280,8.000,0.61
07.05.2017,8.140,8.210,8.320,8.070,-1.33
30.04.2017,8.250,8.230,8.250,8.040,1.60
23.04.2017,8.120,8.150,8.290,7.940,0.12
16.04.2017,8.110,8.420,8.430,8.040,-3.68
09.04.2017,8.420,8.500,8.590,8.270,0.60
02.04.2017,8.370,8.540,8.540,8.260,0.97
26.03.2017,8.290,8.340,8.560,8.250,-0.60
19.03.2017,8.340,8.360,8.360,8.250,0.00
12.03.2017,8.340,8.460,8.590,8.290,-1.53
05.03.2017,8.470,8.600,8.600,8.390,-0.70
26.02.2017,8.530,8.460,8.600,8.310,0.83
19.02.2017,8.460,8.430,8.500,8.300,-0.12
12.02.2017,8.470,8.300,8.540,8.180,3.17
05.02.2017,8.210,8.240,8.370,8.070,1.23
29.01.2017,8.110,8.230,8.230,8.030,-0.37
22.01.2017,8.140,8.000,8.300,7.940,1.12
15.01.2017,8.050,8.140,8.240,7.950,-0.25
08.01.2017,8.070,8.450,8.550,8.040,-4.50
01.01.2017,8.450,8.500,8.550,8.220,0.96
25.12.2016,8.370,8.470,8.470,8.310,-1.18
18.12.2016,8.470,8.450,8.520,8.360,0.24
11.12.2016,8.450,8.760,8.810,8.420,-2.99
04.12.2016,8.710,8.870,9.000,8.670,-1.58
27.11.2016,8.850,8.900,9.070,8.720,0.57
20.11.2016,8.800,8.830,8.900,8.750,-0.68
13.11.2016,8.860,8.950,9.110,8.790,-0.56
06.11.2016,8.910,8.900,8.960,8.720,0.56
30.10.2016,8.860,8.800,8.910,8.790,0.11
23.10.2016,8.850,8.780,8.980,8.590,0.80
16.10.2016,8.780,9.060,9.060,8.700,-0.57
09.10.2016,8.830,8.860,9.070,8.580,0.80
02.10.2016,8.760,8.620,8.860,8.500,2.22
25.09.2016,8.570,8.830,8.860,8.530,-0.58
18.09.2016,8.620,8.700,9.000,8.540,-1.15
11.09.2016,8.720,8.640,8.800,8.420,0.81
04.09.2016,8.650,8.690,8.790,8.490,-0.57
28.08.2016,8.700,9.000,9.030,8.580,-2.90
21.08.2016,8.960,9.010,9.130,8.910,-0.55
14.08.2016,9.010,9.040,9.250,8.980,-0.55
07.08.2016,9.060,9.400,9.400,8.940,-0.77
31.07.2016,9.130,9.240,9.400,9.040,-1.19
24.07.2016,9.240,9.240,9.410,9.080,0.22
17.07.2016,9.220,9.220,9.340,9.070,1.32
10.07.2016,9.100,9.310,9.400,9.030,-1.62
03.07.2016,9.250,9.270,9.400,9.050,1.54
26.06.2016,9.110,9.260,9.320,8.860,-1.09
19.06.2016,9.210,9.260,9.490,9.020,-0.43
12.06.2016,9.250,9.240,9.500,9.220,0.22
05.06.2016,9.230,9.600,9.600,9.180,-2.43
29.05.2016,9.460,9.430,9.740,9.350,0.85
22.05.2016,9.380,9.390,9.630,9.330,0.00
15.05.2016,9.380,9.450,9.540,9.190,1.63
08.05.2016,9.230,9.330,9.440,9.190,-0.75
01.05.2016,9.300,9.360,9.490,9.290,0.22
24.04.2016,9.280,9.470,9.600,9.210,-2.01
17.04.2016,9.470,9.530,9.680,9.270,-0.94
10.04.2016,9.560,9.510,9.630,9.440,0.84
03.04.2016,9.480,9.340,9.620,9.320,1.50
27.03.2016,9.340,9.480,9.480,9.280,-0.43
20.03.2016,9.380,9.160,9.500,9.150,2.51
13.03.2016,9.150,9.300,9.650,9.140,-2.56
06.03.2016,9.390,9.490,9.490,9.210,0.64
28.02.2016,9.330,9.810,9.870,9.300,-4.41
21.02.2016,9.760,10.330,10.330,9.720,-4.13
14.02.2016,10.180,10.470,10.490,10.080,-2.49
07.02.2016,10.440,10.330,10.560,10.320,1.06
31.01.2016,10.330,10.360,10.620,10.240,0.10
24.01.2016,10.320,10.580,10.780,10.170,-3.64
17.01.2016,10.710,10.740,11.160,10.570,-0.19
10.01.2016,10.730,10.030,10.930,10.030,7.62
03.01.2016,9.970,10.130,10.940,9.970,-0.50
27.12.2015,10.020,10.490,10.520,9.970,-1.38
20.12.2015,10.160,10.470,10.690,10.150,-1.84
13.12.2015,10.350,10.440,10.730,10.290,-0.86
06.12.2015,10.440,10.310,10.670,10.280,1.26
29.11.2015,10.310,10.460,10.470,10.240,-0.87
22.11.2015,10.400,10.350,10.440,10.140,2.56
15.11.2015,10.140,10.440,10.660,10.070,-1.84
08.11.2015,10.330,10.420,10.450,10.030,0.19
01.11.2015,10.310,10.430,10.460,9.880,0.98
25.10.2015,10.210,10.090,10.360,10.050,0.69
18.10.2015,10.140,10.230,10.530,10.090,-0.39
11.10.2015,10.180,10.500,10.760,10.180,-3.87
04.10.2015,10.590,11.290,11.290,10.510,-5.70
27.09.2015,11.230,11.630,11.640,11.060,-0.97
20.09.2015,11.340,11.500,11.630,11.310,-0.70
13.09.2015,11.420,11.840,11.870,11.350,-1.97
06.09.2015,11.650,12.070,12.070,11.650,-0.85
30.08.2015,11.750,11.830,12.070,11.630,-0.25
23.08.2015,11.780,11.850,12.530,11.710,-0.08
16.08.2015,11.790,11.110,11.850,11.110,6.22
09.08.2015,11.100,11.040,11.240,10.980,0.63
02.08.2015,11.030,11.060,11.170,10.850,-0.27
26.07.2015,11.060,10.960,11.390,10.770,1.56
19.07.2015,10.890,10.480,10.890,10.340,3.91
12.07.2015,10.480,10.940,11.340,10.290,-4.20
05.07.2015,10.940,11.020,11.320,10.910,-0.45
28.06.2015,10.990,11.140,11.380,10.990,-1.52
21.06.2015,11.160,11.190,11.260,11.030,-0.27
14.06.2015,11.190,11.240,11.370,11.000,1.73
07.06.2015,11.000,11.650,11.650,10.890,-5.17
31.05.2015,11.600,11.010,11.600,10.940,4.98
24.05.2015,11.050,10.710,11.190,10.660,3.17
17.05.2015,10.710,10.780,10.940,10.570,-0.65
10.05.2015,10.780,10.900,10.920,10.590,-1.10
03.05.2015,10.900,11.120,11.120,10.520,-1.89
26.04.2015,11.110,11.670,11.670,10.970,-3.64
19.04.2015,11.530,11.320,11.820,11.230,1.86
12.04.2015,11.320,11.490,11.630,10.830,-1.65
05.04.2015,11.510,12.330,12.330,11.430,-7.55
29.03.2015,12.450,12.100,12.700,12.030,1.72
22.03.2015,12.240,13.380,13.380,12.040,-8.52
15.03.2015,13.380,13.470,13.980,13.000,-0.59
08.03.2015,13.460,13.680,13.950,13.080,-0.88
01.03.2015,13.580,14.660,14.660,13.420,-7.30
22.02.2015,14.650,13.340,14.650,13.340,12.35
15.02.2015,13.040,13.670,13.670,12.380,-2.25
08.02.2015,13.340,14.360,14.360,13.290,-5.72
01.02.2015,14.150,15.240,15.240,13.750,-6.79
25.01.2015,15.180,15.450,16.260,15.110,1.74
18.01.2015,14.920,15.660,15.700,14.920,-4.66
11.01.2015,15.650,15.660,18.070,15.640,-1.39
04.01.2015,15.870,15.720,16.930,15.600,0.13
28.12.2014,15.850,15.580,15.900,15.580,2.39
21.12.2014,15.480,16.330,16.330,15.260,-3.37
14.12.2014,16.020,18.070,18.640,15.570,20.45
07.12.2014,13.300,12.660,13.420,12.660,7.00
30.11.2014,12.430,10.930,12.430,10.930,13.72
23.11.2014,10.930,10.560,10.970,10.350,4.79
16.11.2014,10.430,10.580,10.610,10.370,-1.42
09.11.2014,10.580,10.430,10.580,10.310,1.44
02.11.2014,10.430,10.160,10.470,10.140,2.25
26.10.2014,10.200,9.960,10.370,9.960,2.10
19.10.2014,9.990,9.920,10.050,9.840,1.22
12.10.2014,9.870,9.860,9.990,9.860,-0.40
05.10.2014,9.910,9.510,9.910,9.490,3.88
28.09.2014,9.540,9.350,9.590,9.310,2.03
21.09.2014,9.350,9.460,9.480,9.240,-1.68
14.09.2014,9.510,9.850,9.850,9.460,-0.63
07.09.2014,9.570,9.550,9.700,9.400,0.21
31.08.2014,9.550,9.830,10.010,9.440,-1.75
24.08.2014,9.720,9.380,9.820,9.220,3.08
17.08.2014,9.430,9.230,9.440,9.210,1.18
10.08.2014,9.320,9.750,9.910,9.210,-5.57
03.08.2014,9.870,9.540,10.030,9.430,2.39
27.07.2014,9.640,9.170,9.640,9.090,4.33
20.07.2014,9.240,8.780,9.240,8.710,5.00
13.07.2014,8.800,8.300,8.870,8.300,4.14
06.07.2014,8.450,8.290,8.450,8.190,2.67
29.06.2014,8.230,8.090,8.390,8.090,0.61
22.06.2014,8.180,8.310,8.350,8.130,-1.80
15.06.2014,8.330,8.290,8.470,8.210,0.85
08.06.2014,8.260,8.150,8.380,8.130,0.61
01.06.2014,8.210,8.420,8.600,8.210,-1.79
25.05.2014,8.360,8.570,8.690,8.290,-3.35
18.05.2014,8.650,8.860,8.860,8.480,-1.37
11.05.2014,8.770,8.560,8.770,8.510,2.57
04.05.2014,8.550,9.080,9.170,8.540,-4.58
27.04.2014,8.960,9.180,9.330,8.940,2.17
20.04.2014,8.770,8.470,8.770,8.250,6.30
13.04.2014,8.250,8.130,8.550,8.100,1.60
06.04.2014,8.120,8.280,8.360,8.010,-1.93
30.03.2014,8.280,8.550,8.550,8.080,-2.82
23.03.2014,8.520,8.910,8.910,8.400,-3.51
16.03.2014,8.830,9.350,9.350,8.710,-2.54
09.03.2014,9.060,8.260,9.100,8.260,9.95
02.03.2014,8.240,8.070,8.300,7.950,7.99
23.02.2014,7.630,7.510,7.720,7.440,1.33
16.02.2014,7.530,7.380,7.570,7.290,1.76
09.02.2014,7.400,7.350,7.420,7.240,1.93
02.02.2014,7.260,7.530,7.530,7.260,-3.07
26.01.2014,7.490,7.170,7.570,7.090,5.64
19.01.2014,7.090,6.950,7.090,6.920,2.75
12.01.2014,6.900,6.920,6.940,6.890,-0.29
05.01.2014,6.920,6.890,6.920,6.890,1.47
29.12.2013,6.820,6.920,6.920,6.820,-1.59
22.12.2013,6.930,6.920,6.950,6.840,0.29
15.12.2013,6.910,6.970,6.970,6.910,-0.86
08.12.2013,6.970,6.960,6.970,6.880,1.01
01.12.2013,6.900,6.960,6.990,6.900,-0.86
24.11.2013,6.960,6.790,7.010,6.790,2.50
17.11.2013,6.790,6.740,6.810,6.730,0.44
10.11.2013,6.760,6.680,6.800,6.680,0.90
03.11.2013,6.700,6.650,6.700,6.620,0.75
27.10.2013,6.650,6.560,6.650,6.560,0.61
20.10.2013,6.610,6.630,6.650,6.530,-0.60
13.10.2013,6.650,6.620,6.680,6.560,0.45
06.10.2013,6.620,6.690,6.730,6.620,-0.30
29.09.2013,6.640,6.730,6.820,6.640,-1.34
22.09.2013,6.730,6.550,6.740,6.550,1.97
15.09.2013,6.600,6.540,6.650,6.420,0.92
08.09.2013,6.540,6.800,6.830,6.520,-4.25
01.09.2013,6.830,6.830,6.880,6.770,0.00
25.08.2013,6.830,6.680,6.880,6.610,1.04
18.08.2013,6.760,6.330,6.800,6.330,6.29
11.08.2013,6.360,6.370,6.420,6.320,-0.16
04.08.2013,6.370,6.500,6.500,6.340,-1.09
28.07.2013,6.440,6.390,6.520,6.390,0.16
21.07.2013,6.430,6.370,6.460,6.280,1.26
14.07.2013,6.350,6.410,6.450,6.310,-0.94
07.07.2013,6.410,6.780,6.840,6.410,-5.60
30.06.2013,6.790,6.910,6.920,6.690,-0.29
23.06.2013,6.810,7.030,7.250,6.750,-3.81
16.06.2013,7.080,6.640,7.090,6.610,7.93
09.06.2013,6.560,6.580,6.850,6.530,-0.30
02.06.2013,6.580,6.520,6.610,6.460,0.77
26.05.2013,6.530,6.310,6.530,6.290,3.82
19.05.2013,6.290,6.140,6.320,6.110,2.95
12.05.2013,6.110,6.040,6.170,6.040,1.16
05.05.2013,6.040,6.050,6.050,6.010,-0.17
28.04.2013,6.050,6.050,6.050,6.030,0.67
21.04.2013,6.010,6.060,6.080,6.000,-0.83
14.04.2013,6.060,6.070,6.180,6.050,0.33
07.04.2013,6.040,6.100,6.100,5.990,-0.82
31.03.2013,6.090,6.250,6.280,6.090,1.67
24.03.2013,5.990,6.370,6.370,5.930,-4.92
17.03.2013,6.300,6.080,6.300,6.030,4.83
10.03.2013,6.010,6.020,6.050,5.980,-0.17
03.03.2013,6.020,5.970,6.020,5.970,-0.17
24.02.2013,6.030,6.000,6.030,5.960,0.50
17.02.2013,6.000,6.020,6.040,5.990,-0.33
10.02.2013,6.020,6.050,6.090,6.000,-0.82
03.02.2013,6.070,6.010,6.070,6.010,1.68
27.01.2013,5.970,6.020,6.060,5.970,-0.50
20.01.2013,6.000,6.120,6.170,6.000,-1.64
13.01.2013,6.100,6.380,6.380,6.030,-4.84
06.01.2013,6.410,7.120,7.120,6.090,0.47
23.12.2012,6.380,6.470,6.470,6.310,-0.31
16.12.2012,6.400,6.360,7.120,6.310,0.95
09.12.2012,6.340,6.620,6.620,6.320,-3.50
02.12.2012,6.570,6.710,6.730,6.550,-1.50
25.11.2012,6.670,6.980,6.980,6.670,-1.04
18.11.2012,6.740,6.980,6.980,6.690,-1.61
11.11.2012,6.850,7.230,7.230,6.850,-0.07
04.11.2012,6.855,7.230,7.231,6.855,-0.54
28.10.2012,6.892,7.228,7.229,6.857,-0.58
21.10.2012,6.932,7.051,7.228,6.867,0.49
14.10.2012,6.898,7.226,7.227,6.855,-1.20
07.10.2012,6.982,7.225,7.225,6.934,0.06
30.09.2012,6.978,7.224,7.225,6.978,-1.11
23.09.2012,7.056,7.056,7.056,7.056,-1.37
16.09.2012,7.154,7.154,7.154,7.154,0.90
09.09.2012,7.090,7.090,7.090,7.090,-0.59
02.09.2012,7.132,7.132,7.132,7.132,-0.07
26.08.2012,7.137,7.137,7.137,7.137,-0.86
19.08.2012,7.199,7.199,7.199,7.199,-0.46
12.08.2012,7.232,7.232,7.232,7.232,-0.28
05.08.2012,7.252,7.252,7.252,7.252,-0.11
29.07.2012,7.260,7.260,7.260,7.260,-0.55
22.07.2012,7.300,7.300,7.300,7.300,-0.27
15.07.2012,7.320,7.320,7.320,7.320,1.98
08.07.2012,7.178,7.178,7.178,7.178,-3.00
01.07.2012,7.400,7.400,7.400,7.400,-2.63
24.06.2012,7.600,7.600,7.600,7.600,-1.53
17.06.2012,7.718,7.718,7.718,7.718,1.09
10.06.2012,7.635,7.635,7.635,7.635,-0.25
03.06.2012,7.654,7.654,7.654,7.654,-3.21
27.05.2012,7.908,7.908,7.908,7.908,3.43
20.05.2012,7.646,7.646,7.646,7.646,2.14
13.05.2012,7.486,7.486,7.486,7.486,4.32
06.05.2012,7.176,7.176,7.176,7.176,1.89
29.04.2012,7.043,7.043,7.043,7.043,-1.11
22.04.2012,7.122,7.122,7.122,7.122,0.59
15.04.2012,7.080,7.080,7.080,7.080,-0.23
08.04.2012,7.096,7.096,7.096,7.096,0.34
01.04.2012,7.072,7.072,7.072,7.072,-0.32
25.03.2012,7.095,7.095,7.095,7.095,-0.81
18.03.2012,7.153,7.153,7.153,7.153,-0.25
11.03.2012,7.171,7.171,7.171,7.171,-0.50
04.03.2012,7.207,7.207,7.207,7.207,0.50
26.02.2012,7.171,7.171,7.171,7.171,0.01
19.02.2012,7.170,7.170,7.170,7.170,0.00
12.02.2012,7.170,7.170,7.170,7.170,-1.24
05.02.2012,7.260,7.260,7.260,7.260,0.50
29.01.2012,7.224,7.224,7.224,7.224,-3.87
22.01.2012,7.515,7.515,7.515,7.515,-1.70
15.01.2012,7.645,7.645,7.645,7.645,-0.71
08.01.2012,7.700,7.700,7.700,7.700,-2.22
01.01.2012,7.875,7.875,7.875,7.875,0.72
25.12.2011,7.819,7.819,7.819,7.819,-1.75
18.12.2011,7.958,7.958,7.958,7.958,0.85
11.12.2011,7.891,7.891,7.891,7.891,-1.19
04.12.2011,7.986,7.986,7.986,7.986,2.29
27.11.2011,7.807,7.807,7.807,7.807,-3.81
20.11.2011,8.116,8.116,8.116,8.116,8.00
13.11.2011,7.515,7.515,7.515,7.515,2.97
06.11.2011,7.298,7.298,7.298,7.298,-0.26
30.10.2011,7.317,7.317,7.317,7.317,0.99
23.10.2011,7.245,7.245,7.245,7.245,-4.32
16.10.2011,7.572,7.572,7.572,7.572,0.85
09.10.2011,7.508,7.508,7.508,7.508,-1.17
02.10.2011,7.597,7.597,7.597,7.597,0.21
25.09.2011,7.581,7.581,7.581,7.581,1.98
18.09.2011,7.434,7.434,7.434,7.434,5.99
11.09.2011,7.014,7.014,7.014,7.014,4.30
04.09.2011,6.725,6.725,6.725,6.725,0.78
28.08.2011,6.673,6.673,6.673,6.673,-1.48
21.08.2011,6.773,6.773,6.773,6.773,1.96
14.08.2011,6.643,6.643,6.643,6.643,-0.37
07.08.2011,6.668,6.668,6.668,6.668,5.77
31.07.2011,6.304,6.304,6.304,6.304,1.22
24.07.2011,6.228,6.228,6.228,6.228,0.52
17.07.2011,6.196,6.196,6.196,6.196,-0.29
10.07.2011,6.214,6.214,6.214,6.214,0.58
03.07.2011,6.178,6.178,6.178,6.178,-1.09
26.06.2011,6.246,6.246,6.246,6.246,-2.59
19.06.2011,6.412,6.412,6.412,6.412,-0.47
12.06.2011,6.442,6.442,6.442,6.442,1.27
05.06.2011,6.361,6.361,6.361,6.361,-1.82
29.05.2011,6.479,6.479,6.479,6.479,-1.17
22.05.2011,6.556,6.556,6.556,6.556,-0.36
15.05.2011,6.580,6.580,6.580,6.580,-0.42
08.05.2011,6.608,6.608,6.608,6.608,0.32
01.05.2011,6.587,6.587,6.587,6.587,16.32
24.04.2011,5.663,5.663,5.663,5.663,1.23
17.04.2011,5.594,5.594,5.594,5.594,-1.70
10.04.2011,5.691,5.691,5.691,5.691,3.23
03.04.2011,5.513,5.513,5.513,5.513,-3.33
27.03.2011,5.703,5.703,5.703,5.703,-1.86
20.03.2011,5.811,5.811,5.811,5.811,-2.63
13.03.2011,5.968,5.968,5.968,5.968,-4.53
06.03.2011,6.251,6.251,6.251,6.251,1.33
27.02.2011,6.169,6.169,6.169,6.169,-2.85
20.02.2011,6.350,6.350,6.350,6.350,1.55
13.02.2011,6.253,6.253,6.253,6.253,-2.17
06.02.2011,6.392,6.392,6.392,6.392,-1.30
30.01.2011,6.476,6.476,6.476,6.476,0.53
23.01.2011,6.442,6.442,6.442,6.442,2.89
16.01.2011,6.261,6.261,6.261,6.261,-1.49
09.01.2011,6.356,6.356,6.356,6.356,-1.67
26.12.2010,6.464,6.464,6.464,6.464,-1.61
19.12.2010,6.570,6.570,6.570,6.570,1.11
12.12.2010,6.498,6.498,6.498,6.498,0.74
05.12.2010,6.450,6.450,6.450,6.450,1.57
28.11.2010,6.350,6.350,6.350,6.350,0.70
21.11.2010,6.306,6.306,6.306,6.306,1.84
14.11.2010,6.192,6.192,6.192,6.192,3.34
07.11.2010,5.992,5.992,5.992,5.992,1.39
31.10.2010,5.910,5.910,5.910,5.910,-0.03
24.10.2010,5.912,5.912,5.912,5.912,1.51
17.10.2010,5.824,5.824,5.824,5.824,0.33
10.10.2010,5.805,5.805,5.805,5.805,-0.75
03.10.2010,5.849,5.849,5.849,5.849,-3.16
26.09.2010,6.040,6.040,6.040,6.040,-1.79
19.09.2010,6.150,6.150,6.150,6.150,-1.24
12.09.2010,6.227,6.227,6.227,6.227,0.37
05.09.2010,6.204,6.204,6.204,6.204,0.19
29.08.2010,6.192,6.192,6.192,6.192,-2.82
22.08.2010,6.372,6.372,6.372,6.372,2.77
15.08.2010,6.200,6.200,6.200,6.200,-1.59
08.08.2010,6.300,6.300,6.300,6.300,2.32
01.08.2010,6.157,6.157,6.157,6.157,-0.63
25.07.2010,6.196,6.196,6.196,6.196,-2.46
18.07.2010,6.352,6.352,6.352,6.352,1.93
11.07.2010,6.232,6.232,6.232,6.232,0.55
04.07.2010,6.198,6.198,6.198,6.198,-2.91
27.06.2010,6.384,6.384,6.384,6.384,1.88
20.06.2010,6.266,6.266,6.266,6.266,1.26
13.06.2010,6.188,6.188,6.188,6.188,-1.29
06.06.2010,6.269,6.269,6.269,6.269,-6.07
30.05.2010,6.674,6.674,6.674,6.674,0.07
23.05.2010,6.669,6.669,6.669,6.669,-2.40
16.05.2010,6.833,6.833,6.833,6.833,3.19
09.05.2010,6.622,6.622,6.622,6.622,-6.76
02.05.2010,7.102,7.102,7.102,7.102,5.34
25.04.2010,6.742,6.742,6.742,6.742,5.49
18.04.2010,6.391,6.391,6.391,6.391,5.06
11.04.2010,6.083,6.083,6.083,6.083,1.18
04.04.2010,6.012,6.012,6.012,6.012,-1.44
28.03.2010,6.100,6.100,6.100,6.100,-2.76
21.03.2010,6.273,6.273,6.273,6.273,0.59
14.03.2010,6.236,6.236,6.236,6.236,-3.45
07.03.2010,6.459,6.459,6.459,6.459,-7.21
28.02.2010,6.961,6.961,6.961,6.961,1.06
21.02.2010,6.888,6.888,6.888,6.888,-1.02
14.02.2010,6.959,6.959,6.959,6.959,-2.70
07.02.2010,7.152,7.152,7.152,7.152,0.75
31.01.2010,7.099,7.099,7.099,7.099,-10.87
27.12.2009,7.965,7.965,7.965,7.965,0.39
20.12.2009,7.934,7.934,7.934,7.934,-2.72
13.12.2009,8.156,8.156,8.156,8.156,-0.97
06.12.2009,8.236,8.236,8.236,8.236,0.97
29.11.2009,8.157,8.157,8.157,8.157,-2.14
22.11.2009,8.335,8.335,8.335,8.335,1.68
15.11.2009,8.197,8.197,8.197,8.197,-2.57
08.11.2009,8.413,8.413,8.413,8.413,-5.10
01.11.2009,8.865,8.865,8.865,8.865,-0.19
25.10.2009,8.882,8.882,8.882,8.882,3.46
18.10.2009,8.585,8.585,8.585,8.585,-3.68
11.10.2009,8.913,8.913,8.913,8.913,-6.35
04.10.2009,9.517,9.517,9.517,9.517,-10.02
